"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"POST","/questionnaire/household/{id}/main-job-type/",4392,0,160,208,68,1281,295,1.22,0.00,160,200,250,280,420,520,670,750,1000,1300,1300,1300
"GET","/questionnaire/household/{id}/mainly-work-in-uk/",2196,0,130,166,55,862,7965,0.61,0.00,130,160,200,220,320,410,520,590,830,860,860,860
"POST","/questionnaire/household/{id}/mainly-work-in-uk/",2195,0,160,215,71,1136,321,0.61,0.00,160,210,250,300,430,540,680,780,1100,1100,1100,1100
"GET","/questionnaire/household/{id}/marriage-type/",4424,0,130,168,58,928,10394,1.23,0.00,130,170,200,230,320,410,520,610,770,930,930,930
"POST","/questionnaire/household/{id}/marriage-type/",4424,0,150,200,67,1266,315,1.23,0.00,150,190,230,260,390,510,640,760,1100,1300,1300,1300
"GET","/questionnaire/household/{id}/national-identity/",4417,0,130,165,57,1264,9848,1.23,0.00,130,160,190,220,310,400,520,600,850,1300,1300,1300
"POST","/questionnaire/household/{id}/national-identity/",4415,0,150,204,69,1332,293,1.23,0.00,150,200,240,270,400,520,670,760,1100,1300,1300,1300
"GET","/questionnaire/household/{id}/nvq-level/",4395,0,130,170,57,1335,10920,1.22,0.00,130,160,200,220,330,420,540,600,830,1300,1300,1300
"POST","/questionnaire/household/{id}/nvq-level/",4395,0,160,207,69,1075,283,1.22,0.00,160,200,240,280,400,520,670,770,1000,1100,1100,1100
"GET","/questionnaire/household/{id}/passports/",4406,0,130,167,57,941,9551,1.22,0.00,130,160,200,220,320,420,540,600,830,940,940,940
"POST","/questionnaire/household/{id}/passports/",4404,0,160,209,67,1243,281,1.22,0.00,160,200,240,280,410,530,700,820,1100,1200,1200,1200
"GET","/questionnaire/household/{id}/past-usual-household-address/",4417,0,130,165,56,962,9031,1.23,0.00,130,160,200,220,320,400,510,580,830,960,960,960
"POST","/questionnaire/household/{id}/past-usual-household-address/",4417,0,150,206,67,1455,303,1.23,0.00,150,200,240,280,400,520,660,760,1100,1500,1500,1500
"GET","/questionnaire/household/{id}/proxy/",4429,0,120,157,55,1073,7851,1.23,0.00,120,150,190,210,300,390,510,580,780,1100,1100,1100
"POST","/questionnaire/household/{id}/proxy/",4425,0,150,197,67,1263,295,1.23,0.00,150,190,230,260,380,500,650,760,1100,1300,1300,1300
"GET","/questionnaire/household/{id}/qualifications/",4398,0,120,162,52,1077,7049,1.22,0.00,120,160,190,220,320,410,540,610,870,1100,1100,1100
"POST","/questionnaire/household/{id}/qualifications/",4396,0,160,208,64,1185,297,1.22,0.00,160,200,250,280,410,530,650,750,1000,1200,1200,1200
"GET","/questionnaire/household/{id}/religion/",4410,0,130,169,56,1143,10134,1.22,0.00,130,170,200,220,320,410,530,600,800,1100,1100,1100
"POST","/questionnaire/household/{id}/religion/",4408,0,150,205,66,1149,285,1.22,0.00,150,200,240,270,400,530,670,780,1100,1100,1100,1100
"GET","/questionnaire/household/{id}/sex/",4425,0,130,162,55,1301,7967,1.23,0.00,130,160,190,220,310,390,510,590,880,1300,1300,1300
"POST","/questionnaire/household/{id}/sex/",4424,0,150,203,67,1240,295,1.23,0.00,150,200,240,270,390,510,670,750,990,1200,1200,1200
"GET","/questionnaire/household/{id}/sexual-identity/",4399,0,130,171,58,1353,10798,1.22,0.00,130,170,200,230,330,430,540,610,880,1400,1400,1400
"POST","/questionnaire/household/{id}/sexual-identity/",4398,0,150,206,67,1245,293,1.22,0.00,150,200,250,280,410,510,660,760,1000,1200,1200,1200
"GET","/questionnaire/household/{id}/supervise/",4392,0,130,167,54,1180,8060,1.22,0.00,130,160,190,220,330,420,540,660,960,1200,1200,1200
"POST","/questionnaire/household/{id}/supervise/",4392,0,150,205,67,1359,293,1.22,0.00,150,200,240,270,410,510,660,780,1100,1400,1400,1400
"GET","/questionnaire/household/{id}/white-ethnic-group/",4413,0,130,169,57,1024,10353,1.23,0.00,130,160,200,230,320,420,520,610,840,1000,1000,1000
"POST","/questionnaire/household/{id}/white-ethnic-group/",4410,0,150,204,70,1213,285,1.22,0.00,150,200,240,270,400,510,650,760,1000,1200,1200,1200
"GET","/questionnaire/household/{id}/work-travel/",4392,0,130,173,58,1408,10523,1.22,0.00,130,170,200,230,330,430,540,610,980,1400,1400,1400
"POST","/questionnaire/household/{id}/work-travel/",4392,0,160,208,68,1313,317,1.22,0.00,160,200,250,280,410,530,670,760,1000,1300,1300,1300
"GET","/questionnaire/number-of-bedrooms/",2244,0,110,144,54,1073,7833,0.62,0.00,110,140,170,190,260,340,430,510,750,1100,1100,1100
"POST","/questionnaire/number-of-bedrooms/",2241,0,140,178,63,990,265,0.62,0.00,140,180,210,240,330,440,540,650,950,990,990,990
"GET","/questionnaire/number-of-vehicles/",2239,0,120,148,52,814,9880,0.62,0.00,120,150,170,190,270,360,460,500,720,810,810,810
"POST","/questionnaire/number-of-vehicles/",2239,0,140,182,63,1092,295,0.62,0.00,140,180,210,240,340,450,560,650,1000,1100,1100,1100
"GET","/questionnaire/own-or-rent/",2241,0,120,148,54,838,8961,0.62,0.00,120,150,180,200,260,340,420,480,670,840,840,840
"POST","/questionnaire/own-or-rent/",2240,0,140,185,65,952,271,0.62,0.00,140,180,220,250,360,460,600,670,790,950,950,950
"GET","/questionnaire/primary-person-list-collector/",2287,0,120,162,55,1370,9081,0.64,0.00,120,150,190,210,310,410,560,630,1100,1400,1400,1400
"POST","/questionnaire/primary-person-list-collector/",2287,0,160,211,70,1338,321,0.64,0.00,160,200,250,280,420,540,680,810,1200,1300,1300,1300
"GET","/questionnaire/relationships-interstitial/",2259,0,110,141,50,686,7006,0.63,0.00,110,140,170,190,270,340,420,490,670,690,690,690
"POST","/questionnaire/relationships-interstitial/",2257,0,140,178,64,1049,261,0.63,0.00,140,170,210,240,340,430,550,670,920,1000,1000,1000
"GET","/questionnaire/relationships/",2256,0,97,128,42,830,295,0.63,0.00,97,120,150,170,250,340,410,470,620,830,830,830
"GET","/questionnaire/relationships/{id}/to/{id}/",2255,0,130,155,61,704,13138,0.63,0.00,130,150,180,200,280,360,440,520,670,700,700,700
"POST","/questionnaire/relationships/{id}/to/{id}/",2255,0,140,183,66,843,233,0.63,0.00,140,180,210,240,350,450,580,660,830,840,840,840
"GET","/questionnaire/sections/accommodation-section",2239,0,120,154,56,770,12038,0.62,0.00,120,150,190,210,290,350,470,520,690,770,770,770
"POST","/questionnaire/sections/accommodation-section",2238,0,100,133,44,862,233,0.62,0.00,100,130,160,180,250,340,420,500,780,860,860,860
"GET","/questionnaire/sections/individual-section/{id}/",4391,0,180,218,79,1211,34077,1.22,0.00,180,220,250,280,380,500,620,710,980,1200,1200,1200
"POST","/questionnaire/sections/individual-section/{id}/",4390,0,110,149,47,1609,233,1.22,0.00,110,140,170,200,300,400,510,590,850,1600,1600,1600
"GET","/questionnaire/sections/visitor-section/{id}/",2190,0,130,164,57,1036,12438,0.61,0.00,130,160,190,220,310,400,510,580,810,1000,1000,1000
"POST","/questionnaire/sections/visitor-section/{id}/",2189,0,110,142,46,731,233,0.61,0.00,110,140,170,190,290,380,460,530,710,730,730,730
"GET","/questionnaire/sections/who-lives-here-section/",2261,0,110,145,54,957,9204,0.63,0.00,110,140,170,190,270,360,450,490,740,960,960,960
"POST","/questionnaire/sections/who-lives-here-section/",2259,0,99,131,45,1157,233,0.63,0.00,99,130,150,170,250,330,430,510,710,1200,1200,1200
"GET","/questionnaire/self-contained/",2247,0,120,147,55,753,9436,0.62,0.00,120,150,180,200,270,350,450,510,680,750,750,750
"POST","/questionnaire/self-contained/",2245,0,140,181,66,1070,271,0.62,0.00,140,170,210,240,350,460,560,640,900,1100,1100,1100
"GET","/questionnaire/type-of-house/",2248,0,120,147,53,873,8303,0.62,0.00,120,150,180,200,270,340,440,490,820,870,870,870
"POST","/questionnaire/type-of-house/",2248,0,140,177,62,1097,263,0.62,0.00,140,170,210,230,330,430,550,640,850,1100,1100,1100
"GET","/questionnaire/visitor-list-collector/",2262,0,120,154,53,1002,9245,0.63,0.00,120,160,180,210,280,360,450,520,760,1000,1000,1000
"POST","/questionnaire/visitor-list-collector/",2261,0,140,176,65,1304,297,0.63,0.00,140,170,200,230,330,430,570,680,850,1300,1300,1300
"GET","/questionnaire/visitors/add-visitor/?previous=any-visitors",2263,0,120,156,54,913,9463,0.63,0.00,120,150,180,210,290,380,500,550,790,910,910,910
"POST","/questionnaire/visitors/add-visitor/?previous=any-visitors",2262,0,160,195,71,1176,279,0.63,0.00,160,190,230,260,360,460,580,650,1100,1200,1200,1200
"GET","/questionnaire/visitors/{id}/usual-address-details/",2191,0,130,162,58,1041,8831,0.61,0.00,130,160,190,220,290,380,520,590,880,1000,1000,1000
"POST","/questionnaire/visitors/{id}/usual-address-details/",2190,0,150,203,64,1496,297,0.61,0.00,150,200,240,280,390,500,660,760,1200,1500,1500,1500
"GET","/questionnaire/visitors/{id}/usual-household-address/",2192,0,120,163,56,1152,8168,0.61,0.00,120,160,200,220,310,410,530,580,760,1200,1200,1200
"POST","/questionnaire/visitors/{id}/usual-household-address/",2191,0,150,204,68,1077,309,0.61,0.00,150,200,240,270,400,520,690,740,1100,1100,1100,1100
"GET","/questionnaire/visitors/{id}/visitor-date-of-birth/",2194,0,130,169,56,950,8545,0.61,0.00,130,160,200,230,330,440,540,600,790,950,950,950
"POST","/questionnaire/visitors/{id}/visitor-date-of-birth/",2194,0,160,206,67,1317,289,0.61,0.00,160,200,240,280,410,530,650,720,1000,1300,1300,1300
"GET","/questionnaire/visitors/{id}/visitor-interstitial/",2194,0,120,163,52,1075,7006,0.61,0.00,120,160,200,220,320,420,510,600,840,1100,1100,1100
"POST","/questionnaire/visitors/{id}/visitor-interstitial/",2194,0,160,210,65,1500,309,0.61,0.00,160,200,250,290,410,550,690,800,1000,1500,1500,1500
"GET","/questionnaire/visitors/{id}/visitor-sex/",2194,0,130,167,56,951,7861,0.61,0.00,130,160,200,220,330,430,540,620,890,950,950,950
"POST","/questionnaire/visitors/{id}/visitor-sex/",2192,0,150,203,66,1500,313,0.61,0.00,150,200,240,270,400,510,640,740,1000,1500,1500,1500
"GET","/questionnaire/who-lives-here-interstitial/",2288,0,130,165,51,1432,7075,0.64,0.00,130,160,200,220,320,410,510,640,1100,1400,1400,1400
"POST","/questionnaire/who-lives-here-interstitial/",2287,0,140,200,63,1426,293,0.64,0.00,140,190,230,270,410,530,720,870,1300,1400,1400,1400
"GET","/session",2288,0,190,256,84,1865,233,0.64,0.00,190,250,300,340,480,630,810,950,1700,1900,1900,1900
"GET","/submitted/thank-you/",2189,0,110,147,46,874,6048,0.61,0.00,110,140,170,190,290,370,480,550,750,870,870,870
"None","Aggregated",526850,0,140,181,42,2156,4858,146.30,0.00,140,180,210,240,350,460,590,690,1000,1400,1800,2200
