"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"POST","/questionnaire/household/add-person/",56,0,130,148,81,329,287,0.92,0.00,130,150,180,180,230,280,310,330,330,330,330,330
"GET","/questionnaire/household/{id}/a-level/",90,0,120,138,68,483,10319,1.48,0.00,120,140,160,170,220,250,330,480,480,480,480,480
"POST","/questionnaire/household/{id}/a-level/",90,0,140,161,77,415,277,1.48,0.00,140,170,180,190,280,340,390,420,420,420,420,420
"GET","/questionnaire/household/{id}/add-or-edit-primary-person/",56,0,100,120,73,308,8444,0.92,0.00,100,120,140,150,180,220,260,310,310,310,310,310
"POST","/questionnaire/household/{id}/add-or-edit-primary-person/",56,0,130,144,75,264,287,0.92,0.00,140,160,180,190,210,220,230,260,260,260,260,260
"GET","/questionnaire/household/{id}/another-address/",90,0,110,125,66,289,10817,1.48,0.00,110,130,150,170,210,250,270,290,290,290,290,290
"POST","/questionnaire/household/{id}/another-address/",90,0,140,158,78,481,293,1.48,0.00,140,170,190,200,240,300,400,480,480,480,480,480
"GET","/questionnaire/household/{id}/apprenticeship/",90,0,120,140,63,603,8914,1.48,0.00,120,130,170,190,220,280,360,600,600,600,600,600
"POST","/questionnaire/household/{id}/apprenticeship/",90,0,150,158,78,408,281,1.48,0.00,150,170,190,200,270,290,370,410,410,410,410,410
"GET","/questionnaire/household/{id}/armed-forces/",88,0,120,142,67,367,11158,1.44,0.00,120,150,180,190,230,310,360,370,370,370,370,370
"POST","/questionnaire/household/{id}/armed-forces/",88,0,150,170,77,415,303,1.44,0.00,150,190,220,240,290,320,410,420,420,420,420,420
"GET","/questionnaire/household/{id}/birth-gender/",90,0,110,131,65,460,9600,1.48,0.00,110,140,160,180,240,250,290,460,460,460,460,460
"POST","/questionnaire/household/{id}/birth-gender/",90,0,140,166,76,545,297,1.48,0.00,140,170,190,240,310,340,450,550,550,550,550,550
"GET","/questionnaire/household/{id}/business-name/",87,0,120,127,63,318,9258,1.43,0.00,120,140,150,160,190,210,250,320,320,320,320,320
"POST","/questionnaire/household/{id}/business-name/",86,0,140,158,81,467,287,1.41,0.00,140,170,180,200,250,280,450,470,470,470,470,470
"GET","/questionnaire/household/{id}/carer/",90,0,110,133,67,449,10361,1.48,0.00,110,150,160,170,210,300,390,450,450,450,450,450
"POST","/questionnaire/household/{id}/carer/",90,0,140,164,77,510,299,1.48,0.00,140,160,180,200,290,430,500,510,510,510,510,510
"GET","/questionnaire/household/{id}/confirm-dob/",92,0,100,125,71,617,8741,1.51,0.00,100,130,150,160,190,210,290,620,620,620,620,620
"POST","/questionnaire/household/{id}/confirm-dob/",92,0,120,138,79,373,275,1.51,0.00,120,140,160,170,220,270,290,370,370,370,370,370
"GET","/questionnaire/household/{id}/country-of-birth/",90,0,110,136,72,570,10200,1.48,0.00,110,140,160,180,220,280,390,570,570,570,570,570
"POST","/questionnaire/household/{id}/country-of-birth/",90,0,130,156,78,500,325,1.48,0.00,130,160,190,210,260,300,470,500,500,500,500,500
"GET","/questionnaire/household/{id}/current-marriage-status/",90,0,120,137,64,373,8735,1.48,0.00,120,130,170,200,230,270,350,370,370,370,370,370
"POST","/questionnaire/household/{id}/current-marriage-status/",90,0,140,157,79,489,299,1.48,0.00,140,170,180,200,260,350,420,490,490,490,490,490
"GET","/questionnaire/household/{id}/date-of-birth/",92,0,110,127,67,304,9171,1.51,0.00,110,140,160,160,190,210,240,300,300,300,300,300
"POST","/questionnaire/household/{id}/date-of-birth/",92,0,130,152,73,475,291,1.51,0.00,140,160,180,190,250,280,380,480,480,480,480,480
"GET","/questionnaire/household/{id}/degree/",90,0,110,139,65,408,9083,1.48,0.00,110,150,180,200,230,270,300,410,410,410,410,410
"POST","/questionnaire/household/{id}/degree/",90,0,130,158,77,383,287,1.48,0.00,130,170,190,210,250,330,380,380,380,380,380,380
"GET","/questionnaire/household/{id}/disability/",90,0,110,133,63,395,10145,1.48,0.00,110,140,160,170,200,310,330,400,400,400,400,400
"POST","/questionnaire/household/{id}/disability/",90,0,120,153,73,450,279,1.48,0.00,120,150,170,210,280,350,430,450,450,450,450,450
"GET","/questionnaire/household/{id}/employer-address-workplace/",34,0,110,126,74,269,10731,0.56,0.00,110,140,170,170,170,250,270,270,270,270,270,270
"POST","/questionnaire/household/{id}/employer-address-workplace/",34,0,110,138,80,380,283,0.56,0.00,120,140,160,180,210,310,380,380,380,380,380,380
"GET","/questionnaire/household/{id}/employer-type-of-address/",80,0,120,129,64,405,9621,1.31,0.00,120,130,150,160,190,240,370,410,410,410,410,410
"POST","/questionnaire/household/{id}/employer-type-of-address/",79,0,130,153,78,442,292,1.29,0.00,130,160,190,200,260,320,360,440,440,440,440,440
"GET","/questionnaire/household/{id}/employers-business/",83,0,110,129,64,290,8452,1.36,0.00,110,140,160,180,200,240,280,290,290,290,290,290
"POST","/questionnaire/household/{id}/employers-business/",82,0,120,147,76,497,287,1.34,0.00,130,150,170,190,240,260,490,500,500,500,500,500
"GET","/questionnaire/household/{id}/employment-status/",88,0,120,131,65,428,11355,1.44,0.00,120,130,140,160,210,240,290,430,430,430,430,430
"POST","/questionnaire/household/{id}/employment-status/",88,0,120,150,82,589,311,1.44,0.00,120,140,150,170,250,370,410,590,590,590,590,590
"GET","/questionnaire/household/{id}/ethnic-group/",90,0,110,122,68,311,11321,1.48,0.00,110,130,130,150,190,210,310,310,310,310,310,310
"POST","/questionnaire/household/{id}/ethnic-group/",90,0,140,166,76,508,305,1.48,0.00,140,180,190,210,320,380,450,510,510,510,510,510
"GET","/questionnaire/household/{id}/gcse/",90,0,120,132,69,369,10347,1.48,0.00,120,140,150,170,200,250,320,370,370,370,370,370
"POST","/questionnaire/household/{id}/gcse/",90,0,130,162,81,579,293,1.48,0.00,130,170,180,210,280,320,550,580,580,580,580,580
"GET","/questionnaire/household/{id}/health/",90,0,100,123,63,429,9200,1.48,0.00,100,120,140,150,200,270,390,430,430,430,430,430
"POST","/questionnaire/household/{id}/health/",90,0,140,156,78,394,289,1.48,0.00,140,170,190,210,260,320,390,390,390,390,390,390
"GET","/questionnaire/household/{id}/hours-worked/",82,0,110,128,61,349,9421,1.34,0.00,110,140,150,160,190,260,310,350,350,350,350,350
"POST","/questionnaire/household/{id}/hours-worked/",82,0,140,150,78,319,291,1.34,0.00,150,180,190,200,210,230,260,320,320,320,320,320
"GET","/questionnaire/household/{id}/in-education/",90,0,110,123,64,324,8590,1.48,0.00,110,130,150,160,190,230,270,320,320,320,320,320
"POST","/questionnaire/household/{id}/in-education/",90,0,130,149,75,409,301,1.48,0.00,130,150,180,200,230,270,350,410,410,410,410,410
"GET","/questionnaire/household/{id}/individual-interstitial/",92,0,110,122,62,324,7829,1.51,0.00,110,130,140,150,190,210,250,320,320,320,320,320
"POST","/questionnaire/household/{id}/individual-interstitial/",92,0,130,147,78,341,279,1.51,0.00,130,160,180,190,230,270,320,340,340,340,340,340
"GET","/questionnaire/household/{id}/job-description/",86,0,110,128,61,407,8454,1.41,0.00,110,130,160,170,190,240,370,410,410,410,410,410
"POST","/questionnaire/household/{id}/job-description/",85,0,130,146,77,496,305,1.39,0.00,130,150,170,190,220,280,320,500,500,500,500,500
"GET","/questionnaire/household/{id}/job-title/",86,0,110,128,67,370,8255,1.41,0.00,110,130,150,160,200,250,320,370,370,370,370,370
"POST","/questionnaire/household/{id}/job-title/",86,0,110,146,77,419,299,1.41,0.00,120,140,160,180,270,320,390,420,420,420,420,420
"GET","/questionnaire/household/{id}/language/",90,0,120,133,67,369,9987,1.48,0.00,120,140,160,170,210,260,340,370,370,370,370,370
"POST","/questionnaire/household/{id}/language/",90,0,130,161,77,486,287,1.48,0.00,130,160,180,200,300,410,450,490,490,490,490,490
"GET","/questionnaire/household/{id}/main-employment-block/",87,0,110,116,61,283,7648,1.43,0.00,110,120,140,150,170,190,270,280,280,280,280,280
"POST","/questionnaire/household/{id}/main-employment-block/",87,0,130,167,77,442,295,1.43,0.00,130,180,200,220,300,370,420,440,440,440,440,440
"GET","/questionnaire/household/{id}/main-job-type/",87,0,110,123,65,433,9199,1.43,0.00,110,130,150,150,180,210,270,430,430,430,430,430
"POST","/questionnaire/household/{id}/main-job-type/",87,0,130,153,73,404,295,1.43,0.00,130,170,180,200,250,320,350,400,400,400,400,400
"GET","/questionnaire/household/{id}/mainly-work-in-uk/",34,0,100,128,72,334,8627,0.56,0.00,110,130,150,180,210,290,330,330,330,330,330,330
"POST","/questionnaire/household/{id}/mainly-work-in-uk/",34,0,150,155,81,312,321,0.56,0.00,160,170,190,210,240,290,310,310,310,310,310,310
"GET","/questionnaire/household/{id}/marriage-type/",90,0,120,138,68,465,11054,1.48,0.00,120,140,170,190,220,260,440,470,470,470,470,470
"POST","/questionnaire/household/{id}/marriage-type/",90,0,140,163,81,517,315,1.48,0.00,140,180,190,210,280,350,380,520,520,520,520,520
"GET","/questionnaire/household/{id}/national-identity/",90,0,110,132,67,358,10894,1.48,0.00,120,140,150,160,230,260,320,360,360,360,360,360
"POST","/questionnaire/household/{id}/national-identity/",90,0,140,173,77,504,293,1.48,0.00,140,170,210,250,300,350,500,500,500,500,500,500
"GET","/questionnaire/household/{id}/nvq-level/",90,0,120,142,68,504,10477,1.48,0.00,120,140,150,180,240,300,390,500,500,500,500,500
"POST","/questionnaire/household/{id}/nvq-level/",90,0,130,147,76,421,283,1.48,0.00,130,160,180,190,220,230,350,420,420,420,420,420
"GET","/questionnaire/household/{id}/passports/",90,0,120,132,65,369,11229,1.48,0.00,120,140,150,170,190,250,310,370,370,370,370,370
"POST","/questionnaire/household/{id}/passports/",90,0,140,157,80,626,281,1.48,0.00,140,170,180,200,250,280,420,630,630,630,630,630
"GET","/questionnaire/household/{id}/past-usual-household-address/",90,0,130,151,64,553,10244,1.48,0.00,130,150,160,170,260,340,530,550,550,550,550,550
"POST","/questionnaire/household/{id}/past-usual-household-address/",90,0,140,163,76,679,303,1.48,0.00,140,160,190,220,280,330,390,680,680,680,680,680
"GET","/questionnaire/household/{id}/proxy/",92,0,110,120,68,383,8513,1.51,0.00,110,130,140,160,180,190,260,380,380,380,380,380
"POST","/questionnaire/household/{id}/proxy/",92,0,130,144,79,388,295,1.51,0.00,130,150,170,180,210,280,330,390,390,390,390,390
"GET","/questionnaire/household/{id}/qualifications/",90,0,120,141,64,507,7710,1.48,0.00,120,150,170,180,260,320,440,510,510,510,510,510
"POST","/questionnaire/household/{id}/qualifications/",90,0,120,153,73,645,297,1.48,0.00,120,150,180,190,270,350,450,650,650,650,650,650
"GET","/questionnaire/household/{id}/religion/",90,0,100,138,67,559,11124,1.48,0.00,110,130,150,170,240,350,440,560,560,560,560,560
"POST","/questionnaire/household/{id}/religion/",90,0,120,144,74,423,285,1.48,0.00,130,160,170,190,230,270,300,420,420,420,420,420
"GET","/questionnaire/household/{id}/sex/",92,0,110,126,71,281,8589,1.51,0.00,110,130,150,160,180,240,250,280,280,280,280,280
"POST","/questionnaire/household/{id}/sex/",91,0,130,149,76,507,295,1.49,0.00,130,170,190,200,210,250,430,510,510,510,510,510
"GET","/questionnaire/household/{id}/sexual-identity/",90,0,110,130,65,428,10262,1.48,0.00,110,130,150,160,220,270,380,430,430,430,430,430
"POST","/questionnaire/household/{id}/sexual-identity/",90,0,130,166,75,601,293,1.48,0.00,130,170,190,220,340,370,420,600,600,600,600,600
"GET","/questionnaire/household/{id}/summary/",77,0,180,179,94,342,33528,1.26,0.00,180,210,220,220,260,270,310,340,340,340,340,340
"POST","/questionnaire/household/{id}/summary/",77,0,120,138,76,388,233,1.26,0.00,120,140,150,170,220,250,280,390,390,390,390,390
"GET","/questionnaire/household/{id}/supervise/",82,0,120,134,66,474,8719,1.34,0.00,120,140,160,170,210,220,400,470,470,470,470,470
"POST","/questionnaire/household/{id}/supervise/",82,0,150,157,75,511,293,1.34,0.00,150,170,190,200,230,270,380,510,510,510,510,510
"GET","/questionnaire/household/{id}/white-ethnic-group/",90,0,110,136,67,521,11383,1.48,0.00,120,130,140,150,220,330,470,520,520,520,520,520
"POST","/questionnaire/household/{id}/white-ethnic-group/",90,0,140,163,77,525,285,1.48,0.00,140,170,200,220,250,340,460,530,530,530,530,530
"GET","/questionnaire/household/{id}/work-travel/",81,0,110,128,65,334,11182,1.33,0.00,110,140,160,160,200,250,260,330,330,330,330,330
"POST","/questionnaire/household/{id}/work-travel/",81,0,130,156,83,398,317,1.33,0.00,130,160,190,200,260,290,350,400,400,400,400,400
"GET","/questionnaire/number-of-bedrooms/",50,0,110,119,66,225,8495,0.82,0.00,110,130,140,160,180,200,230,230,230,230,230,230
"POST","/questionnaire/number-of-bedrooms/",50,0,140,152,77,406,265,0.82,0.00,140,180,190,200,220,280,410,410,410,410,410,410
"GET","/questionnaire/number-of-vehicles/",50,0,110,124,64,216,10615,0.82,0.00,110,140,160,170,180,210,220,220,220,220,220,220
"POST","/questionnaire/number-of-vehicles/",50,0,130,137,75,324,293,0.82,0.00,130,150,160,170,210,220,320,320,320,320,320,320
"GET","/questionnaire/own-or-rent/",50,0,120,131,72,248,9623,0.82,0.00,120,140,160,180,200,210,250,250,250,250,250,250
"POST","/questionnaire/own-or-rent/",50,0,120,132,74,329,271,0.82,0.00,120,130,140,170,220,250,330,330,330,330,330,330
"GET","/questionnaire/primary-person-list-collector/",56,0,100,129,68,386,9743,0.92,0.00,100,130,160,170,210,270,320,390,390,390,390,390
"POST","/questionnaire/primary-person-list-collector/",56,0,130,149,84,382,321,0.92,0.00,130,150,170,180,210,330,330,380,380,380,380,380
"GET","/questionnaire/relationships-interstitial/",54,0,110,117,66,235,7668,0.89,0.00,110,130,150,160,170,180,210,240,240,240,240,240
"POST","/questionnaire/relationships-interstitial/",54,0,140,152,71,324,261,0.89,0.00,140,160,180,200,270,300,320,320,320,320,320,320
"GET","/questionnaire/relationships/",54,0,89,99,56,214,295,0.89,0.00,91,110,130,130,150,160,160,210,210,210,210,210
"GET","/questionnaire/relationships/{id}/to/{id}/",54,0,120,131,69,267,13800,0.89,0.00,120,130,150,180,210,250,270,270,270,270,270,270
"POST","/questionnaire/relationships/{id}/to/{id}/",54,0,130,151,80,355,233,0.89,0.00,140,170,180,190,230,270,360,360,360,360,360,360
"GET","/questionnaire/self-contained/",50,0,110,124,70,233,10098,0.82,0.00,110,140,160,160,200,210,230,230,230,230,230,230
"POST","/questionnaire/self-contained/",50,0,140,154,82,328,271,0.82,0.00,140,170,190,220,250,270,330,330,330,330,330,330
"GET","/questionnaire/type-of-house/",52,0,110,121,62,267,8965,0.85,0.00,110,130,140,160,190,220,230,270,270,270,270,270
"POST","/questionnaire/type-of-house/",51,0,120,133,78,322,263,0.84,0.00,120,140,140,150,180,280,300,320,320,320,320,320
"GET","/questionnaire/visitor-list-collector/",54,0,100,111,63,195,9907,0.89,0.00,100,110,130,140,160,190,200,200,200,200,200,200
"POST","/questionnaire/visitor-list-collector/",54,0,130,135,79,366,295,0.89,0.00,130,140,150,160,200,230,230,370,370,370,370,370
"GET","/questionnaire/visitors/add-visitor/?previous=any-visitors",56,0,120,136,66,572,10114,0.92,0.00,120,140,180,180,210,250,290,570,570,570,570,570
"POST","/questionnaire/visitors/add-visitor/?previous=any-visitors",55,0,150,156,80,417,279,0.90,0.00,150,160,180,210,220,250,290,420,420,420,420,420
"GET","/questionnaire/visitors/{id}/usual-address-details/",31,0,110,127,80,292,9493,0.51,0.00,110,130,140,160,230,260,290,290,290,290,290,290
"POST","/questionnaire/visitors/{id}/usual-address-details/",31,0,120,150,71,316,297,0.51,0.00,120,180,180,190,240,290,320,320,320,320,320,320
"GET","/questionnaire/visitors/{id}/usual-household-address/",32,0,110,128,75,319,9259,0.52,0.00,110,130,150,170,220,250,320,320,320,320,320,320
"POST","/questionnaire/visitors/{id}/usual-household-address/",31,0,130,136,80,217,309,0.51,0.00,130,150,170,180,200,210,220,220,220,220,220,220
"GET","/questionnaire/visitors/{id}/visitor-date-of-birth/",33,0,110,123,65,384,9207,0.54,0.00,110,130,140,150,170,190,380,380,380,380,380,380
"POST","/questionnaire/visitors/{id}/visitor-date-of-birth/",33,0,140,146,85,257,289,0.54,0.00,140,170,180,190,220,250,260,260,260,260,260,260
"GET","/questionnaire/visitors/{id}/visitor-interstitial/",33,0,100,118,61,231,7668,0.54,0.00,100,120,130,150,200,210,230,230,230,230,230,230
"POST","/questionnaire/visitors/{id}/visitor-interstitial/",33,0,120,128,72,360,309,0.54,0.00,120,130,150,150,200,220,360,360,360,360,360,360
"GET","/questionnaire/visitors/{id}/visitor-sex/",33,0,130,136,71,224,8523,0.54,0.00,130,160,170,170,200,220,220,220,220,220,220,220
"POST","/questionnaire/visitors/{id}/visitor-sex/",33,0,130,145,82,590,313,0.54,0.00,130,150,150,180,210,220,590,590,590,590,590,590
"GET","/questionnaire/visitors/{id}/visitor-summary/",31,0,110,130,79,264,12932,0.51,0.00,110,140,150,150,180,260,260,260,260,260,260,260
"POST","/questionnaire/visitors/{id}/visitor-summary/",31,0,130,149,75,406,233,0.51,0.00,130,180,190,190,200,250,410,410,410,410,410,410
"GET","/questionnaire/who-lives-here-interstitial/",56,0,95,108,66,189,7737,0.92,0.00,97,120,130,140,160,180,190,190,190,190,190,190
"POST","/questionnaire/who-lives-here-interstitial/",56,0,110,123,76,275,293,0.92,0.00,110,130,140,150,180,190,240,280,280,280,280,280
"GET","/questionnaire/who-lives-here-section-summary/",54,0,120,125,76,246,9984,0.89,0.00,120,130,140,160,180,210,220,250,250,250,250,250
"POST","/questionnaire/who-lives-here-section-summary/",54,0,120,136,70,308,233,0.89,0.00,120,140,170,170,220,240,290,310,310,310,310,310
"GET","/session",56,0,200,213,95,417,233,0.92,0.00,210,230,260,260,330,390,400,420,420,420,420,420
"GET","/submitted/thank-you/",31,0,120,127,64,257,6710,0.51,0.00,120,140,170,180,210,240,260,260,260,260,260,260
"None","Aggregated",10736,0,120,140,53,679,5124,175.98,0.00,120,150,170,180,220,270,350,400,570,660,680,680
