"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"POST","/questionnaire/household/{id}/employment-status/",159,0,140,162,80,457,311,2.60,0.00,140,170,200,200,250,290,330,420,460,460,460,460
"GET","/questionnaire/household/{id}/ethnic-group/",171,0,130,146,66,565,11320,2.80,0.00,130,150,170,180,230,260,360,550,570,570,570,570
"POST","/questionnaire/household/{id}/ethnic-group/",171,0,140,162,75,599,305,2.80,0.00,140,160,190,210,250,320,390,530,600,600,600,600
"GET","/questionnaire/household/{id}/gcse/",159,0,120,140,64,356,10344,2.60,0.00,120,150,170,170,230,270,290,310,360,360,360,360
"POST","/questionnaire/household/{id}/gcse/",159,0,140,153,77,375,293,2.60,0.00,140,160,180,190,230,270,320,360,380,380,380,380
"GET","/questionnaire/household/{id}/health/",165,0,130,136,62,324,9198,2.70,0.00,130,140,160,170,210,230,250,290,320,320,320,320
"POST","/questionnaire/household/{id}/health/",163,0,140,161,74,525,289,2.67,0.00,140,170,190,210,250,300,390,410,530,530,530,530
"GET","/questionnaire/household/{id}/hours-worked/",155,0,120,135,62,462,9418,2.54,0.00,120,140,160,170,190,260,280,330,460,460,460,460
"POST","/questionnaire/household/{id}/hours-worked/",154,0,130,150,77,507,291,2.52,0.00,130,160,180,190,240,270,330,360,510,510,510,510
"GET","/questionnaire/household/{id}/in-education/",178,0,120,142,61,420,8589,2.92,0.00,130,150,160,170,230,280,350,370,420,420,420,420
"POST","/questionnaire/household/{id}/in-education/",177,0,140,158,76,498,301,2.90,0.00,140,160,190,210,240,300,400,420,500,500,500,500
"GET","/questionnaire/household/{id}/individual-interstitial/",194,0,130,143,61,384,7829,3.18,0.00,130,150,170,190,240,280,340,350,380,380,380,380
"POST","/questionnaire/household/{id}/individual-interstitial/",194,0,140,162,72,527,279,3.18,0.00,140,160,190,210,260,300,430,440,530,530,530,530
"GET","/questionnaire/household/{id}/job-description/",158,0,120,130,58,477,8452,2.59,0.00,120,140,150,160,200,230,280,370,480,480,480,480
"POST","/questionnaire/household/{id}/job-description/",158,0,140,148,66,354,305,2.59,0.00,140,150,170,180,240,290,330,340,350,350,350,350
"GET","/questionnaire/household/{id}/job-title/",158,0,120,133,64,432,8254,2.59,0.00,120,140,160,170,210,260,280,390,430,430,430,430
"POST","/questionnaire/household/{id}/job-title/",158,0,130,149,74,349,299,2.59,0.00,130,150,170,190,240,280,320,340,350,350,350,350
"GET","/questionnaire/household/{id}/language/",168,0,130,144,69,368,9986,2.75,0.00,130,150,180,180,220,270,310,330,370,370,370,370
"POST","/questionnaire/household/{id}/language/",166,0,150,163,74,392,287,2.72,0.00,150,170,190,210,240,280,360,380,390,390,390,390
"GET","/questionnaire/household/{id}/main-employment-block/",159,0,120,129,62,316,7646,2.60,0.00,120,130,150,160,180,230,290,300,320,320,320,320
"POST","/questionnaire/household/{id}/main-employment-block/",159,0,130,150,73,382,295,2.60,0.00,130,160,180,190,240,290,310,350,380,380,380,380
"GET","/questionnaire/household/{id}/main-job-type/",159,0,130,136,65,425,9196,2.60,0.00,130,150,160,170,190,250,290,400,430,430,430,430
"POST","/questionnaire/household/{id}/main-job-type/",159,0,140,153,78,346,295,2.60,0.00,140,160,180,190,230,270,310,320,350,350,350,350
"GET","/questionnaire/household/{id}/mainly-work-in-uk/",58,0,120,130,68,282,8627,0.95,0.00,120,140,150,150,190,220,230,280,280,280,280,280
"POST","/questionnaire/household/{id}/mainly-work-in-uk/",58,0,140,161,86,348,321,0.95,0.00,150,170,190,200,230,280,320,350,350,350,350,350
"GET","/questionnaire/household/{id}/marriage-type/",188,0,130,147,67,440,11055,3.08,0.00,140,150,180,190,230,270,320,370,440,440,440,440
"POST","/questionnaire/household/{id}/marriage-type/",186,0,140,164,74,626,315,3.05,0.00,140,170,190,200,250,360,430,580,630,630,630,630
"GET","/questionnaire/household/{id}/national-identity/",173,0,140,153,70,525,10893,2.83,0.00,140,160,180,190,230,300,350,420,530,530,530,530
"POST","/questionnaire/household/{id}/national-identity/",172,0,140,155,74,510,293,2.82,0.00,140,160,180,200,240,280,310,330,510,510,510,510
"GET","/questionnaire/household/{id}/nvq-level/",159,0,130,135,63,335,10474,2.60,0.00,130,140,160,170,200,220,240,280,340,340,340,340
"POST","/questionnaire/household/{id}/nvq-level/",159,0,140,154,69,371,283,2.60,0.00,140,160,170,190,250,310,340,350,370,370,370,370
"GET","/questionnaire/household/{id}/passports/",166,0,120,134,65,296,11227,2.72,0.00,120,150,160,170,200,220,240,290,300,300,300,300
"POST","/questionnaire/household/{id}/passports/",165,0,140,156,74,349,281,2.70,0.00,140,170,190,200,240,270,330,340,350,350,350,350
"GET","/questionnaire/household/{id}/past-usual-household-address/",174,0,130,139,65,566,10243,2.85,0.00,130,140,160,170,200,230,330,460,570,570,570,570
"POST","/questionnaire/household/{id}/past-usual-household-address/",173,0,140,160,78,549,303,2.83,0.00,140,160,190,210,250,290,320,360,550,550,550,550
"GET","/questionnaire/household/{id}/proxy/",193,0,130,138,62,455,8513,3.16,0.00,130,140,160,170,210,240,280,290,460,460,460,460
"POST","/questionnaire/household/{id}/proxy/",193,0,150,167,70,444,295,3.16,0.00,150,180,190,210,270,350,380,420,440,440,440,440
"GET","/questionnaire/household/{id}/qualifications/",159,0,130,146,69,408,7709,2.60,0.00,130,150,180,190,220,270,330,340,410,410,410,410
"POST","/questionnaire/household/{id}/qualifications/",159,0,140,157,76,346,297,2.60,0.00,140,170,190,200,240,280,310,330,350,350,350,350
"GET","/questionnaire/household/{id}/religion/",170,0,130,147,64,335,11123,2.78,0.00,130,160,190,200,230,250,280,330,340,340,340,340
"POST","/questionnaire/household/{id}/religion/",169,0,150,163,80,458,285,2.77,0.00,150,170,190,210,250,300,350,420,460,460,460,460
"GET","/questionnaire/household/{id}/sex/",188,0,120,134,64,391,8589,3.08,0.00,120,140,150,170,210,240,300,330,390,390,390,390
"POST","/questionnaire/household/{id}/sex/",188,0,150,171,74,611,295,3.08,0.00,150,170,190,220,290,340,480,530,610,610,610,610
"GET","/questionnaire/household/{id}/sexual-identity/",159,0,130,134,64,314,10259,2.60,0.00,130,140,160,170,190,230,260,290,310,310,310,310
"POST","/questionnaire/household/{id}/sexual-identity/",159,0,150,167,73,608,293,2.60,0.00,150,180,190,200,240,310,380,480,610,610,610,610
"GET","/questionnaire/household/{id}/summary/",153,0,170,182,90,381,33219,2.51,0.00,170,190,210,230,260,320,340,350,380,380,380,380
"POST","/questionnaire/household/{id}/summary/",152,0,140,161,79,424,233,2.49,0.00,140,170,190,210,280,300,330,370,420,420,420,420
"GET","/questionnaire/household/{id}/supervise/",158,0,120,131,62,365,8716,2.59,0.00,120,140,150,170,210,250,260,310,370,370,370,370
"POST","/questionnaire/household/{id}/supervise/",157,0,150,161,72,431,293,2.57,0.00,150,170,190,200,240,280,360,430,430,430,430,430
"GET","/questionnaire/household/{id}/white-ethnic-group/",171,0,130,138,66,402,11382,2.80,0.00,130,150,160,170,200,250,280,340,400,400,400,400
"POST","/questionnaire/household/{id}/white-ethnic-group/",170,0,140,161,80,368,285,2.78,0.00,140,170,190,210,270,300,310,340,370,370,370,370
"GET","/questionnaire/household/{id}/work-travel/",154,0,130,139,76,334,11179,2.52,0.00,130,150,160,170,200,250,280,310,330,330,330,330
"POST","/questionnaire/household/{id}/work-travel/",154,0,140,156,77,458,317,2.52,0.00,140,160,180,200,230,290,300,330,460,460,460,460
"GET","/questionnaire/number-of-bedrooms/",100,0,120,144,64,344,8495,1.64,0.00,120,140,160,170,250,330,330,340,340,340,340,340
"POST","/questionnaire/number-of-bedrooms/",100,0,140,173,76,557,265,1.64,0.00,150,180,200,230,300,370,520,560,560,560,560,560
"GET","/questionnaire/number-of-vehicles/",100,0,130,148,64,340,10615,1.64,0.00,130,160,180,190,230,250,330,340,340,340,340,340
"POST","/questionnaire/number-of-vehicles/",100,0,150,166,72,456,293,1.64,0.00,150,170,210,230,280,330,400,460,460,460,460,460
"GET","/questionnaire/own-or-rent/",100,0,140,162,65,497,9623,1.64,0.00,140,160,190,210,290,360,450,500,500,500,500,500
"POST","/questionnaire/own-or-rent/",100,0,140,172,71,577,271,1.64,0.00,150,190,200,230,300,350,440,580,580,580,580,580
"GET","/questionnaire/primary-person-list-collector/",100,0,130,131,70,401,9743,1.64,0.00,130,140,150,150,180,230,310,400,400,400,400,400
"POST","/questionnaire/primary-person-list-collector/",100,0,140,160,84,408,321,1.64,0.00,140,170,190,200,240,270,360,410,410,410,410,410
"GET","/questionnaire/relationships-interstitial/",100,0,120,131,63,329,7668,1.64,0.00,120,140,150,160,180,200,290,330,330,330,330,330
"POST","/questionnaire/relationships-interstitial/",100,0,140,161,76,439,261,1.64,0.00,140,170,190,200,270,320,360,440,440,440,440,440
"GET","/questionnaire/relationships/",100,0,110,135,57,432,295,1.64,0.00,110,150,180,190,220,260,390,430,430,430,430,430
"GET","/questionnaire/relationships/{id}/to/{id}/",100,0,140,160,78,364,13800,1.64,0.00,140,180,190,200,280,330,340,360,360,360,360,360
"POST","/questionnaire/relationships/{id}/to/{id}/",100,0,140,159,79,498,233,1.64,0.00,140,170,190,200,240,310,380,500,500,500,500,500
"GET","/questionnaire/self-contained/",100,0,130,144,67,581,10098,1.64,0.00,130,140,160,180,220,260,380,580,580,580,580,580
"POST","/questionnaire/self-contained/",100,0,140,161,84,489,271,1.64,0.00,140,160,190,200,240,330,460,490,490,490,490,490
"GET","/questionnaire/type-of-house/",100,0,130,149,70,512,8965,1.64,0.00,130,160,170,180,230,280,470,510,510,510,510,510
"POST","/questionnaire/type-of-house/",100,0,140,170,74,391,263,1.64,0.00,140,180,230,250,290,330,370,390,390,390,390,390
"GET","/questionnaire/visitor-list-collector/",100,0,140,149,66,397,9907,1.64,0.00,140,160,180,190,220,290,350,400,400,400,400,400
"POST","/questionnaire/visitor-list-collector/",100,0,140,164,74,404,295,1.64,0.00,140,180,200,240,270,310,340,400,400,400,400,400
"GET","/questionnaire/visitors/add-visitor/?previous=any-visitors",100,0,130,141,68,285,10114,1.64,0.00,130,150,160,180,210,270,280,290,290,290,290,290
"POST","/questionnaire/visitors/add-visitor/?previous=any-visitors",100,0,150,167,82,488,279,1.64,0.00,150,180,190,210,260,280,340,490,490,490,490,490
"GET","/questionnaire/visitors/{id}/usual-address-details/",54,0,130,142,65,297,9493,0.88,0.00,130,150,160,190,220,260,290,300,300,300,300,300
"POST","/questionnaire/visitors/{id}/usual-address-details/",54,0,150,161,83,350,297,0.88,0.00,150,160,190,210,260,270,300,350,350,350,350,350
"GET","/questionnaire/visitors/{id}/usual-household-address/",54,0,130,143,71,322,9259,0.88,0.00,140,150,160,170,230,270,300,320,320,320,320,320
"POST","/questionnaire/visitors/{id}/usual-household-address/",54,0,140,155,81,388,309,0.88,0.00,140,160,170,170,240,320,330,390,390,390,390,390
"GET","/questionnaire/visitors/{id}/visitor-date-of-birth/",57,0,130,134,77,276,9207,0.93,0.00,130,150,160,160,180,220,230,280,280,280,280,280
"POST","/questionnaire/visitors/{id}/visitor-date-of-birth/",55,0,160,164,88,407,289,0.90,0.00,160,180,190,200,220,270,310,410,410,410,410,410
"GET","/questionnaire/visitors/{id}/visitor-interstitial/",58,0,110,124,59,274,7668,0.95,0.00,110,130,150,160,200,220,230,270,270,270,270,270
"POST","/questionnaire/visitors/{id}/visitor-interstitial/",58,0,120,144,75,404,309,0.95,0.00,130,160,180,190,200,300,340,400,400,400,400,400
"GET","/questionnaire/visitors/{id}/visitor-sex/",54,0,120,138,63,362,8523,0.88,0.00,130,140,150,170,210,290,300,360,360,360,360,360
"POST","/questionnaire/visitors/{id}/visitor-sex/",54,0,140,155,76,433,313,0.88,0.00,140,160,190,200,220,300,330,430,430,430,430,430
"GET","/questionnaire/visitors/{id}/visitor-summary/",53,0,140,137,75,342,12932,0.87,0.00,140,150,160,160,170,180,240,340,340,340,340,340
"POST","/questionnaire/visitors/{id}/visitor-summary/",53,0,150,155,77,276,233,0.87,0.00,150,170,180,190,230,250,280,280,280,280,280,280
"GET","/questionnaire/who-lives-here-interstitial/",101,0,120,121,62,319,7737,1.65,0.00,120,130,140,150,170,190,220,230,320,320,320,320
"POST","/questionnaire/who-lives-here-interstitial/",101,0,140,154,74,381,293,1.65,0.00,140,160,180,190,240,280,320,320,380,380,380,380
"GET","/questionnaire/who-lives-here-section-summary/",100,0,120,135,69,463,9984,1.64,0.00,120,140,150,160,210,260,340,460,460,460,460,460
"POST","/questionnaire/who-lives-here-section-summary/",100,0,140,161,72,527,233,1.64,0.00,140,160,190,200,270,330,390,530,530,530,530,530
"GET","/session",101,0,220,244,95,922,233,1.65,0.00,220,270,310,330,370,400,510,640,920,920,920,920
"GET","/submitted/thank-you/",51,0,110,112,62,216,6710,0.84,0.00,110,120,140,140,150,190,190,220,220,220,220,220
"None","Aggregated",20150,0,130,149,53,922,5132,330.05,0.00,130,160,170,190,230,270,330,380,550,690,920,920
