"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/questionnaire/household/{id}/add-or-edit-primary-person/",66,0,230,335,92,1092,8444,1.08,0.00,240,380,420,520,860,870,970,1100,1100,1100,1100,1100
"POST","/questionnaire/household/{id}/add-or-edit-primary-person/",66,0,260,337,98,1193,287,1.08,0.00,270,430,450,510,650,750,850,1200,1200,1200,1200,1200
"GET","/questionnaire/household/{id}/another-address/",116,0,180,235,90,2086,10820,1.90,0.00,180,230,240,270,380,610,740,880,2100,2100,2100,2100
"POST","/questionnaire/household/{id}/another-address/",115,0,200,299,86,1267,293,1.88,0.00,200,250,310,440,650,920,1200,1200,1300,1300,1300,1300
"GET","/questionnaire/household/{id}/apprenticeship/",107,0,170,200,91,1275,8914,1.75,0.00,170,200,220,240,280,380,480,580,1300,1300,1300,1300
"POST","/questionnaire/household/{id}/apprenticeship/",106,0,180,210,114,1052,281,1.74,0.00,180,210,250,250,310,370,450,710,1100,1100,1100,1100
"GET","/questionnaire/household/{id}/armed-forces/",102,0,180,195,83,588,11158,1.67,0.00,180,190,220,240,310,390,500,510,590,590,590,590
"POST","/questionnaire/household/{id}/armed-forces/",102,0,190,237,101,1185,303,1.67,0.00,190,230,270,290,400,550,620,650,1200,1200,1200,1200
"GET","/questionnaire/household/{id}/birth-gender/",108,0,160,184,90,445,9600,1.77,0.00,170,200,220,230,290,320,390,410,450,450,450,450
"POST","/questionnaire/household/{id}/birth-gender/",108,0,190,218,90,998,297,1.77,0.00,200,220,260,270,370,450,500,570,1000,1000,1000,1000
"GET","/questionnaire/household/{id}/business-name/",96,0,170,200,82,1495,9256,1.57,0.00,170,200,230,250,310,360,390,1500,1500,1500,1500,1500
"POST","/questionnaire/household/{id}/business-name/",96,0,190,219,96,725,287,1.57,0.00,190,220,260,290,360,430,630,730,730,730,730,730
"GET","/questionnaire/household/{id}/carer/",108,0,180,194,80,1236,10362,1.77,0.00,180,190,210,220,280,330,410,540,1200,1200,1200,1200
"POST","/questionnaire/household/{id}/carer/",108,0,190,222,90,1441,299,1.77,0.00,190,230,250,280,330,390,620,620,1400,1400,1400,1400
"GET","/questionnaire/household/{id}/confirm-dob/",116,0,190,226,87,1001,8743,1.90,0.00,190,220,260,270,380,480,790,860,1000,1000,1000,1000
"POST","/questionnaire/household/{id}/confirm-dob/",116,0,210,282,102,1243,275,1.90,0.00,210,250,350,410,540,710,880,1000,1200,1200,1200,1200
"GET","/questionnaire/household/{id}/country-of-birth/",115,0,170,197,84,728,10202,1.88,0.00,170,210,230,260,330,370,500,520,730,730,730,730
"POST","/questionnaire/household/{id}/country-of-birth/",115,0,190,253,99,833,325,1.88,0.00,190,230,300,350,500,680,820,820,830,830,830,830
"GET","/questionnaire/household/{id}/current-marriage-status/",116,0,160,219,85,776,8738,1.90,0.00,160,210,270,320,420,490,590,610,780,780,780,780
"POST","/questionnaire/household/{id}/current-marriage-status/",116,0,200,254,104,1082,299,1.90,0.00,200,250,280,320,480,580,700,960,1100,1100,1100,1100
"GET","/questionnaire/household/{id}/date-of-birth/",117,0,190,242,78,1471,9172,1.92,0.00,190,230,260,290,470,540,850,860,1500,1500,1500,1500
"POST","/questionnaire/household/{id}/date-of-birth/",117,0,210,272,96,1113,291,1.92,0.00,210,260,330,350,510,660,880,950,1100,1100,1100,1100
"GET","/questionnaire/household/{id}/degree/",106,0,150,173,77,350,9083,1.74,0.00,160,190,200,220,260,300,350,350,350,350,350,350
"POST","/questionnaire/household/{id}/degree/",105,0,190,219,102,670,287,1.72,0.00,190,230,270,310,360,400,440,590,670,670,670,670
"GET","/questionnaire/household/{id}/disability/",109,0,170,200,85,1351,10146,1.78,0.00,170,190,230,250,290,380,570,630,1400,1400,1400,1400
"POST","/questionnaire/household/{id}/disability/",108,0,190,226,99,1008,279,1.77,0.00,190,220,260,280,330,390,820,940,1000,1000,1000,1000
"GET","/questionnaire/household/{id}/employer-address-workplace/",20,0,180,309,112,1530,10731,0.33,0.00,220,310,370,390,540,1500,1500,1500,1500,1500,1500,1500
"POST","/questionnaire/household/{id}/employer-address-workplace/",18,0,200,227,102,496,283,0.29,0.00,200,260,310,320,470,500,500,500,500,500,500,500
"GET","/questionnaire/household/{id}/employer-type-of-address/",78,0,170,190,80,611,9612,1.28,0.00,170,190,210,230,300,420,540,610,610,610,610,610
"POST","/questionnaire/household/{id}/employer-type-of-address/",78,0,200,231,82,617,288,1.28,0.00,200,250,270,310,410,510,550,620,620,620,620,620
"GET","/questionnaire/household/{id}/employers-business/",87,0,190,217,79,671,8450,1.42,0.00,190,240,270,300,370,420,530,670,670,670,670,670
"POST","/questionnaire/household/{id}/employers-business/",84,0,180,214,95,675,287,1.38,0.00,180,230,260,280,360,390,540,680,680,680,680,680
"GET","/questionnaire/household/{id}/employment-status/",101,0,180,207,83,671,11354,1.65,0.00,180,220,250,270,330,430,490,520,670,670,670,670
"POST","/questionnaire/household/{id}/employment-status/",99,0,210,239,84,578,311,1.62,0.00,210,270,290,320,410,470,490,580,580,580,580,580
"GET","/questionnaire/household/{id}/ethnic-group/",113,0,180,232,89,1844,11323,1.85,0.00,180,200,210,240,320,500,1300,1700,1800,1800,1800,1800
"POST","/questionnaire/household/{id}/ethnic-group/",112,0,180,256,104,1054,305,1.83,0.00,180,220,270,310,480,760,970,1000,1100,1100,1100,1100
"GET","/questionnaire/household/{id}/gcse/",104,0,180,209,101,812,10347,1.70,0.00,180,220,230,280,330,370,420,620,810,810,810,810
"POST","/questionnaire/household/{id}/gcse/",102,0,210,235,90,635,293,1.67,0.00,210,250,290,300,370,430,530,620,640,640,640,640
"GET","/questionnaire/household/{id}/health/",109,0,160,206,84,1644,9201,1.78,0.00,160,190,220,230,290,380,730,1300,1600,1600,1600,1600
"POST","/questionnaire/household/{id}/health/",109,0,190,221,93,965,289,1.78,0.00,190,220,250,280,380,450,570,600,970,970,970,970
"GET","/questionnaire/household/{id}/hours-worked/",82,0,200,228,87,1312,9414,1.34,0.00,200,230,250,280,340,400,1300,1300,1300,1300,1300,1300
"POST","/questionnaire/household/{id}/hours-worked/",80,0,190,218,93,649,291,1.31,0.00,190,230,270,300,410,460,490,650,650,650,650,650
"GET","/questionnaire/household/{id}/in-education/",115,0,170,231,78,2348,8591,1.88,0.00,170,200,260,290,390,520,630,870,2300,2300,2300,2300
"POST","/questionnaire/household/{id}/in-education/",115,0,200,288,99,2366,301,1.88,0.00,200,260,340,370,550,770,840,850,2400,2400,2400,2400
"GET","/questionnaire/household/{id}/individual-interstitial/",118,0,170,218,83,819,7829,1.93,0.00,170,210,270,320,380,470,740,780,820,820,820,820
"POST","/questionnaire/household/{id}/individual-interstitial/",117,0,200,270,89,1265,279,1.92,0.00,200,270,300,340,490,770,1100,1200,1300,1300,1300,1300
"GET","/questionnaire/household/{id}/job-description/",90,0,160,179,84,452,8451,1.47,0.00,160,190,210,230,280,300,450,450,450,450,450,450
"POST","/questionnaire/household/{id}/job-description/",87,0,190,220,88,691,305,1.42,0.00,190,230,270,290,350,470,610,690,690,690,690,690
"GET","/questionnaire/household/{id}/job-title/",94,0,170,205,87,1312,8254,1.54,0.00,170,200,220,240,300,440,580,1300,1300,1300,1300,1300
"POST","/questionnaire/household/{id}/job-title/",91,0,180,208,87,487,299,1.49,0.00,180,220,250,270,350,410,470,490,490,490,490,490
"GET","/questionnaire/household/{id}/language/",112,0,170,212,78,1882,9989,1.83,0.00,170,200,230,250,290,540,710,720,1900,1900,1900,1900
"POST","/questionnaire/household/{id}/language/",111,0,190,235,86,1469,287,1.82,0.00,190,230,250,250,350,670,800,1000,1500,1500,1500,1500
"GET","/questionnaire/household/{id}/main-employment-block/",99,0,160,174,75,545,7647,1.62,0.00,160,180,200,220,270,360,410,550,550,550,550,550
"POST","/questionnaire/household/{id}/main-employment-block/",99,0,200,232,92,611,295,1.62,0.00,200,250,300,320,400,460,600,610,610,610,610,610
"GET","/questionnaire/household/{id}/main-job-type/",98,0,170,193,93,534,9198,1.60,0.00,170,190,210,240,360,440,520,530,530,530,530,530
"POST","/questionnaire/household/{id}/main-job-type/",96,0,200,225,92,684,295,1.57,0.00,200,230,260,270,380,480,560,680,680,680,680,680
"GET","/questionnaire/household/{id}/mainly-work-in-uk/",20,0,160,192,82,328,8627,0.33,0.00,180,220,250,270,320,330,330,330,330,330,330,330
"POST","/questionnaire/household/{id}/mainly-work-in-uk/",20,0,200,285,96,1302,321,0.33,0.00,220,290,330,420,540,1300,1300,1300,1300,1300,1300,1300
"GET","/questionnaire/household/{id}/marriage-type/",116,0,160,212,88,873,11057,1.90,0.00,160,200,230,240,360,580,770,870,870,870,870,870
"POST","/questionnaire/household/{id}/marriage-type/",116,0,200,272,102,826,315,1.90,0.00,200,250,300,400,640,730,790,820,830,830,830,830
"GET","/questionnaire/household/{id}/national-identity/",115,0,180,227,90,851,10896,1.88,0.00,180,220,250,280,400,500,710,790,850,850,850,850
"POST","/questionnaire/household/{id}/national-identity/",114,0,200,265,95,916,293,1.87,0.00,200,250,280,330,510,710,900,900,920,920,920,920
"GET","/questionnaire/household/{id}/nvq-level/",105,0,180,187,95,479,10477,1.72,0.00,180,200,220,230,260,300,410,430,480,480,480,480
"POST","/questionnaire/household/{id}/nvq-level/",105,0,190,205,103,670,283,1.72,0.00,190,220,230,250,300,330,430,430,670,670,670,670
"GET","/questionnaire/household/{id}/passports/",110,0,180,207,91,527,11230,1.80,0.00,180,200,270,300,370,410,500,500,530,530,530,530
"POST","/questionnaire/household/{id}/passports/",110,0,190,221,102,908,281,1.80,0.00,190,240,280,290,360,460,460,650,910,910,910,910
"GET","/questionnaire/household/{id}/past-usual-household-address/",115,0,170,243,76,2140,10246,1.88,0.00,170,210,220,270,500,590,810,850,2100,2100,2100,2100
"POST","/questionnaire/household/{id}/past-usual-household-address/",115,0,180,264,101,1959,303,1.88,0.00,180,230,310,350,450,680,820,1400,2000,2000,2000,2000
"GET","/questionnaire/household/{id}/proxy/",117,0,170,221,84,996,8513,1.92,0.00,170,210,260,290,360,610,690,770,1000,1000,1000,1000
"POST","/questionnaire/household/{id}/proxy/",117,0,200,261,97,1535,295,1.92,0.00,200,250,270,310,460,640,940,1000,1500,1500,1500,1500
"GET","/questionnaire/household/{id}/qualifications/",108,0,170,191,92,1224,7710,1.77,0.00,170,200,220,240,280,370,470,490,1200,1200,1200,1200
"POST","/questionnaire/household/{id}/qualifications/",108,0,180,192,97,481,297,1.77,0.00,180,200,220,260,300,330,350,460,480,480,480,480
"GET","/questionnaire/household/{id}/religion/",112,0,170,223,88,1545,11126,1.83,0.00,170,210,230,260,360,510,770,780,1500,1500,1500,1500
"POST","/questionnaire/household/{id}/religion/",112,0,180,239,92,2409,285,1.83,0.00,180,210,250,260,370,590,660,860,2400,2400,2400,2400
"GET","/questionnaire/household/{id}/sex/",116,0,160,197,79,987,8591,1.90,0.00,160,190,220,230,360,430,630,630,990,990,990,990
"POST","/questionnaire/household/{id}/sex/",116,0,200,280,99,1343,295,1.90,0.00,200,240,310,350,590,770,1000,1100,1300,1300,1300,1300
"GET","/questionnaire/household/{id}/sexual-identity/",108,0,160,198,83,664,10262,1.77,0.00,170,210,250,270,330,390,480,610,660,660,660,660
"POST","/questionnaire/household/{id}/sexual-identity/",108,0,180,201,94,500,293,1.77,0.00,180,220,240,260,310,360,470,490,500,500,500,500
"GET","/questionnaire/household/{id}/summary/",76,0,210,252,115,583,32515,1.24,0.00,210,260,340,360,410,490,580,580,580,580,580,580
"POST","/questionnaire/household/{id}/summary/",75,0,190,206,86,549,233,1.23,0.00,190,230,250,270,330,420,460,550,550,550,550,550
"GET","/questionnaire/household/{id}/supervise/",84,0,160,194,80,1327,8713,1.38,0.00,160,190,220,240,310,380,700,1300,1300,1300,1300,1300
"POST","/questionnaire/household/{id}/supervise/",84,0,180,204,91,779,293,1.38,0.00,180,210,230,260,350,410,500,780,780,780,780,780
"GET","/questionnaire/household/{id}/white-ethnic-group/",112,0,170,205,86,792,11385,1.83,0.00,180,200,240,260,340,460,520,590,790,790,790,790
"POST","/questionnaire/household/{id}/white-ethnic-group/",112,0,190,246,107,887,285,1.83,0.00,190,240,290,320,400,590,830,860,890,890,890,890
"GET","/questionnaire/household/{id}/work-travel/",80,0,180,199,83,538,11174,1.31,0.00,180,220,260,260,290,380,510,540,540,540,540,540
"POST","/questionnaire/household/{id}/work-travel/",79,0,210,236,82,1189,317,1.29,0.00,210,240,270,280,340,530,710,1200,1200,1200,1200,1200
"GET","/questionnaire/number-of-bedrooms/",61,0,190,235,93,784,8495,1.00,0.00,190,250,290,300,420,520,670,780,780,780,780,780
"POST","/questionnaire/number-of-bedrooms/",61,0,220,276,101,1193,265,1.00,0.00,220,290,330,370,490,590,680,1200,1200,1200,1200,1200
"GET","/questionnaire/number-of-vehicles/",60,0,170,258,103,918,10615,0.98,0.00,180,260,290,340,570,770,840,920,920,920,920,920
"POST","/questionnaire/number-of-vehicles/",60,0,230,282,94,1083,293,0.98,0.00,250,300,340,390,480,590,1000,1100,1100,1100,1100,1100
"GET","/questionnaire/own-or-rent/",61,0,180,224,79,828,9623,1.00,0.00,180,240,280,320,370,460,700,830,830,830,830,830
"POST","/questionnaire/own-or-rent/",60,0,190,245,99,960,271,0.98,0.00,200,240,280,350,490,580,780,960,960,960,960,960
"GET","/questionnaire/primary-person-list-collector/",66,0,230,294,87,932,9743,1.08,0.00,240,320,410,450,590,750,850,930,930,930,930,930
"POST","/questionnaire/primary-person-list-collector/",66,0,260,366,99,1339,321,1.08,0.00,270,360,480,580,800,830,1200,1300,1300,1300,1300,1300
"GET","/questionnaire/relationships-interstitial/",65,0,280,301,86,741,7668,1.06,0.00,280,370,420,500,550,640,710,740,740,740,740,740
"POST","/questionnaire/relationships-interstitial/",65,0,290,369,117,1134,261,1.06,0.00,290,380,540,610,680,850,1100,1100,1100,1100,1100,1100
"GET","/questionnaire/relationships/",65,0,190,262,71,929,295,1.06,0.00,190,270,360,420,520,630,800,930,930,930,930,930
"GET","/questionnaire/relationships/{id}/to/{id}/",65,0,210,317,94,768,13800,1.06,0.00,210,370,460,520,630,680,740,770,770,770,770,770
"POST","/questionnaire/relationships/{id}/to/{id}/",64,0,250,355,93,844,233,1.05,0.00,280,500,550,570,700,720,800,840,840,840,840,840
"GET","/questionnaire/self-contained/",61,0,190,240,101,805,10098,1.00,0.00,190,230,280,360,400,450,780,810,810,810,810,810
"POST","/questionnaire/self-contained/",61,0,210,291,94,1285,271,1.00,0.00,210,320,370,400,490,700,1100,1300,1300,1300,1300,1300
"GET","/questionnaire/type-of-house/",61,0,200,278,90,900,8965,1.00,0.00,200,330,390,430,510,640,740,900,900,900,900,900
"POST","/questionnaire/type-of-house/",61,0,210,318,109,1135,263,1.00,0.00,210,360,460,490,600,670,940,1100,1100,1100,1100,1100
"GET","/questionnaire/visitor-list-collector/",66,0,250,307,77,824,9907,1.08,0.00,260,350,440,460,620,690,780,820,820,820,820,820
"POST","/questionnaire/visitor-list-collector/",65,0,260,344,102,1159,295,1.06,0.00,260,410,500,560,700,720,1100,1200,1200,1200,1200,1200
"GET","/questionnaire/visitors/add-visitor/?previous=any-visitors",66,0,240,302,89,897,10114,1.08,0.00,250,370,440,470,570,610,740,900,900,900,900,900
"POST","/questionnaire/visitors/add-visitor/?previous=any-visitors",66,0,350,418,120,1191,279,1.08,0.00,370,520,630,700,830,910,1000,1200,1200,1200,1200,1200
"GET","/questionnaire/visitors/{id}/usual-address-details/",16,0,170,190,77,340,9493,0.26,0.00,170,210,250,250,320,340,340,340,340,340,340,340
"POST","/questionnaire/visitors/{id}/usual-address-details/",16,0,170,224,97,481,297,0.26,0.00,170,250,300,300,430,480,480,480,480,480,480,480
"GET","/questionnaire/visitors/{id}/usual-household-address/",16,0,150,174,79,319,9259,0.26,0.00,180,180,210,210,270,320,320,320,320,320,320,320
"POST","/questionnaire/visitors/{id}/usual-household-address/",16,0,160,226,107,461,309,0.26,0.00,190,250,310,310,400,460,460,460,460,460,460,460
"GET","/questionnaire/visitors/{id}/visitor-date-of-birth/",16,0,160,206,92,353,9207,0.26,0.00,210,230,280,280,320,350,350,350,350,350,350,350
"POST","/questionnaire/visitors/{id}/visitor-date-of-birth/",16,0,220,229,89,532,289,0.26,0.00,230,280,280,280,370,530,530,530,530,530,530,530
"GET","/questionnaire/visitors/{id}/visitor-interstitial/",17,0,190,217,105,407,7668,0.28,0.00,190,270,280,320,390,410,410,410,410,410,410,410
"POST","/questionnaire/visitors/{id}/visitor-interstitial/",17,0,150,174,92,311,309,0.28,0.00,150,200,220,240,300,310,310,310,310,310,310,310
"GET","/questionnaire/visitors/{id}/visitor-sex/",16,0,170,218,85,470,8523,0.26,0.00,200,270,310,310,410,470,470,470,470,470,470,470
"POST","/questionnaire/visitors/{id}/visitor-sex/",16,0,170,235,98,528,313,0.26,0.00,190,280,320,320,460,530,530,530,530,530,530,530
"GET","/questionnaire/visitors/{id}/visitor-summary/",16,0,160,199,88,409,12932,0.26,0.00,170,230,270,270,330,410,410,410,410,410,410,410
"POST","/questionnaire/visitors/{id}/visitor-summary/",16,0,170,217,105,466,233,0.26,0.00,190,220,310,310,400,470,470,470,470,470,470,470
"GET","/questionnaire/who-lives-here-interstitial/",66,0,200,255,80,945,7737,1.08,0.00,210,260,340,350,460,650,710,950,950,950,950,950
"POST","/questionnaire/who-lives-here-interstitial/",66,0,270,361,100,1087,293,1.08,0.00,280,430,500,540,630,920,1100,1100,1100,1100,1100,1100
"GET","/questionnaire/who-lives-here-section-summary/",65,0,300,317,84,1002,9984,1.06,0.00,300,380,450,470,580,710,870,1000,1000,1000,1000,1000
"POST","/questionnaire/who-lives-here-section-summary/",65,0,220,285,95,740,233,1.06,0.00,220,300,380,430,590,640,730,740,740,740,740,740
"GET","/session",66,0,340,454,151,1721,233,1.08,0.00,350,400,480,490,980,1300,1600,1700,1700,1700,1700,1700
"GET","/submitted/thank-you/",16,0,180,197,78,383,6710,0.26,0.00,180,190,250,250,350,380,380,380,380,380,380,380
"None","Aggregated",12281,0,190,245,66,2409,5105,201.11,0.00,190,240,280,320,450,600,780,930,1600,2400,2400,2400
