"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"POST","/questionnaire/anyone-else-temp-away-list-collector/",3,0,91,99,81,125,259,0.05,0.00,91,91,130,130,130,130,130,130,130,130,130,130
"GET","/questionnaire/central-heating/",3,0,71,70,70,71,12114,0.05,0.00,71,71,72,72,72,72,72,72,72,72,72,72
"POST","/questionnaire/central-heating/",3,0,85,86,81,92,257,0.05,0.00,85,85,92,92,92,92,92,92,92,92,92,92
"GET","/questionnaire/household/add-person/",4,0,68,76,65,105,8592,0.07,0.00,69,69,110,110,110,110,110,110,110,110,110,110
"POST","/questionnaire/household/add-person/",4,0,83,89,81,107,287,0.07,0.00,85,85,110,110,110,110,110,110,110,110,110,110
"GET","/questionnaire/household/{id}/a-level/",6,0,71,82,66,112,10321,0.10,0.00,71,71,110,110,110,110,110,110,110,110,110,110
"POST","/questionnaire/household/{id}/a-level/",6,0,82,104,80,216,277,0.10,0.00,83,83,83,83,220,220,220,220,220,220,220,220
"GET","/questionnaire/household/{id}/add-or-edit-primary-person/",4,0,68,68,66,69,8444,0.07,0.00,70,70,70,70,70,70,70,70,70,70,70,70
"POST","/questionnaire/household/{id}/add-or-edit-primary-person/",4,0,86,89,79,98,287,0.07,0.00,93,93,99,99,99,99,99,99,99,99,99,99
"GET","/questionnaire/household/{id}/another-address/",6,0,70,75,64,105,10820,0.10,0.00,71,71,72,72,110,110,110,110,110,110,110,110
"POST","/questionnaire/household/{id}/another-address/",6,0,86,93,80,110,293,0.10,0.00,99,99,100,100,110,110,110,110,110,110,110,110
"GET","/questionnaire/household/{id}/apprenticeship/",6,0,70,70,68,74,8916,0.10,0.00,70,70,72,72,75,75,75,75,75,75,75,75
"POST","/questionnaire/household/{id}/apprenticeship/",6,0,82,86,79,97,281,0.10,0.00,86,86,96,96,98,98,98,98,98,98,98,98
"GET","/questionnaire/household/{id}/armed-forces/",6,0,71,76,68,103,11161,0.10,0.00,71,71,73,73,100,100,100,100,100,100,100,100
"POST","/questionnaire/household/{id}/armed-forces/",6,0,86,89,75,116,303,0.10,0.00,86,86,91,91,120,120,120,120,120,120,120,120
"GET","/questionnaire/household/{id}/birth-gender/",6,0,70,70,69,72,9602,0.10,0.00,70,70,72,72,73,73,73,73,73,73,73,73
"POST","/questionnaire/household/{id}/birth-gender/",6,0,100,133,79,247,297,0.10,0.00,120,120,180,180,250,250,250,250,250,250,250,250
"GET","/questionnaire/household/{id}/business-name/",6,0,70,76,68,106,9261,0.10,0.00,71,71,72,72,110,110,110,110,110,110,110,110
"POST","/questionnaire/household/{id}/business-name/",6,0,85,87,80,94,287,0.10,0.00,90,90,93,93,94,94,94,94,94,94,94,94
"GET","/questionnaire/household/{id}/carer/",6,0,69,76,65,115,10364,0.10,0.00,70,70,75,75,120,120,120,120,120,120,120,120
"POST","/questionnaire/household/{id}/carer/",6,0,84,98,81,156,299,0.10,0.00,89,89,97,97,160,160,160,160,160,160,160,160
"GET","/questionnaire/household/{id}/confirm-dob/",6,0,70,77,65,112,8743,0.10,0.00,71,71,78,78,110,110,110,110,110,110,110,110
"POST","/questionnaire/household/{id}/confirm-dob/",6,0,83,91,78,134,275,0.10,0.00,83,83,84,84,130,130,130,130,130,130,130,130
"GET","/questionnaire/household/{id}/country-of-birth/",6,0,73,74,70,83,10203,0.10,0.00,74,74,74,74,84,84,84,84,84,84,84,84
"POST","/questionnaire/household/{id}/country-of-birth/",6,0,80,85,77,98,325,0.10,0.00,83,83,93,93,99,99,99,99,99,99,99,99
"GET","/questionnaire/household/{id}/current-marriage-status/",6,0,69,75,65,114,8738,0.10,0.00,69,69,70,70,110,110,110,110,110,110,110,110
"POST","/questionnaire/household/{id}/current-marriage-status/",6,0,81,80,73,83,299,0.10,0.00,82,82,84,84,84,84,84,84,84,84,84,84
"GET","/questionnaire/household/{id}/date-of-birth/",6,0,68,68,67,70,9173,0.10,0.00,68,68,69,69,71,71,71,71,71,71,71,71
"POST","/questionnaire/household/{id}/date-of-birth/",6,0,100,98,80,119,291,0.10,0.00,100,100,110,110,120,120,120,120,120,120,120,120
"GET","/questionnaire/household/{id}/degree/",6,0,69,84,68,125,9085,0.10,0.00,70,70,110,110,130,130,130,130,130,130,130,130
"POST","/questionnaire/household/{id}/degree/",6,0,83,87,80,98,287,0.10,0.00,85,85,98,98,99,99,99,99,99,99,99,99
"GET","/questionnaire/household/{id}/disability/",6,0,69,69,64,72,10148,0.10,0.00,69,69,71,71,72,72,72,72,72,72,72,72
"POST","/questionnaire/household/{id}/disability/",6,0,85,86,76,96,279,0.10,0.00,87,87,96,96,96,96,96,96,96,96,96,96
"GET","/questionnaire/household/{id}/employer-address-workplace/",3,0,71,70,70,72,10731,0.05,0.00,71,71,72,72,72,72,72,72,72,72,72,72
"POST","/questionnaire/household/{id}/employer-address-workplace/",3,0,88,94,81,114,283,0.05,0.00,88,88,110,110,110,110,110,110,110,110,110,110
"GET","/questionnaire/household/{id}/employer-type-of-address/",6,0,71,76,68,103,9624,0.10,0.00,72,72,73,73,100,100,100,100,100,100,100,100
"POST","/questionnaire/household/{id}/employer-type-of-address/",6,0,83,86,80,97,293,0.10,0.00,84,84,97,97,97,97,97,97,97,97,97,97
"GET","/questionnaire/household/{id}/employers-business/",6,0,68,74,64,101,8453,0.10,0.00,71,71,73,73,100,100,100,100,100,100,100,100
"POST","/questionnaire/household/{id}/employers-business/",6,0,83,90,81,116,287,0.10,0.00,84,84,96,96,120,120,120,120,120,120,120,120
"GET","/questionnaire/household/{id}/employment-status/",6,0,71,78,70,101,11357,0.10,0.00,74,74,82,82,100,100,100,100,100,100,100,100
"POST","/questionnaire/household/{id}/employment-status/",6,0,82,87,81,102,311,0.10,0.00,84,84,90,90,100,100,100,100,100,100,100,100
"GET","/questionnaire/household/{id}/ethnic-group/",6,0,73,76,66,103,11324,0.10,0.00,73,73,74,74,100,100,100,100,100,100,100,100
"POST","/questionnaire/household/{id}/ethnic-group/",6,0,82,83,75,96,305,0.10,0.00,83,83,85,85,96,96,96,96,96,96,96,96
"GET","/questionnaire/household/{id}/gcse/",6,0,71,75,65,103,10349,0.10,0.00,71,71,72,72,100,100,100,100,100,100,100,100
"POST","/questionnaire/household/{id}/gcse/",6,0,84,89,78,108,293,0.10,0.00,84,84,97,97,110,110,110,110,110,110,110,110
"GET","/questionnaire/household/{id}/health/",6,0,69,68,66,69,9203,0.10,0.00,69,69,70,70,70,70,70,70,70,70,70,70
"POST","/questionnaire/household/{id}/health/",6,0,87,92,85,116,289,0.10,0.00,87,87,92,92,120,120,120,120,120,120,120,120
"GET","/questionnaire/household/{id}/hours-worked/",6,0,68,75,64,108,9424,0.10,0.00,71,71,72,72,110,110,110,110,110,110,110,110
"POST","/questionnaire/household/{id}/hours-worked/",6,0,80,82,71,99,291,0.10,0.00,81,81,85,85,99,99,99,99,99,99,99,99
"GET","/questionnaire/household/{id}/in-education/",6,0,71,87,67,111,8592,0.10,0.00,100,100,100,100,110,110,110,110,110,110,110,110
"POST","/questionnaire/household/{id}/in-education/",6,0,82,85,80,99,301,0.10,0.00,84,84,85,85,99,99,99,99,99,99,99,99
"GET","/questionnaire/household/{id}/individual-interstitial/",6,0,67,67,65,69,7830,0.10,0.00,67,67,69,69,69,69,69,69,69,69,69,69
"POST","/questionnaire/household/{id}/individual-interstitial/",6,0,83,90,80,124,279,0.10,0.00,87,87,87,87,120,120,120,120,120,120,120,120
"GET","/questionnaire/household/{id}/job-description/",6,0,68,75,65,106,8456,0.10,0.00,68,68,76,76,110,110,110,110,110,110,110,110
"POST","/questionnaire/household/{id}/job-description/",6,0,82,88,77,112,305,0.10,0.00,84,84,95,95,110,110,110,110,110,110,110,110
"GET","/questionnaire/household/{id}/job-title/",6,0,68,68,66,71,8257,0.10,0.00,68,68,68,68,71,71,71,71,71,71,71,71
"POST","/questionnaire/household/{id}/job-title/",6,0,85,91,81,114,299,0.10,0.00,86,86,99,99,110,110,110,110,110,110,110,110
"GET","/questionnaire/household/{id}/language/",6,0,71,85,70,104,9990,0.10,0.00,95,95,100,100,100,100,100,100,100,100,100,100
"POST","/questionnaire/household/{id}/language/",6,0,83,84,80,89,287,0.10,0.00,85,85,87,87,89,89,89,89,89,89,89,89
"GET","/questionnaire/household/{id}/main-employment-block/",6,0,69,81,65,112,7649,0.10,0.00,70,70,110,110,110,110,110,110,110,110,110,110
"POST","/questionnaire/household/{id}/main-employment-block/",6,0,80,80,76,82,295,0.10,0.00,81,81,82,82,82,82,82,82,82,82,82,82
"GET","/questionnaire/household/{id}/main-job-type/",6,0,70,76,69,107,9202,0.10,0.00,70,70,71,71,110,110,110,110,110,110,110,110
"POST","/questionnaire/household/{id}/main-job-type/",6,0,83,87,81,98,295,0.10,0.00,84,84,94,94,98,98,98,98,98,98,98,98
"GET","/questionnaire/household/{id}/mainly-work-in-uk/",3,0,71,71,68,75,8627,0.05,0.00,71,71,76,76,76,76,76,76,76,76,76,76
"POST","/questionnaire/household/{id}/mainly-work-in-uk/",3,0,83,94,79,121,321,0.05,0.00,83,83,120,120,120,120,120,120,120,120,120,120
"GET","/questionnaire/household/{id}/marriage-type/",6,0,73,84,70,116,11057,0.10,0.00,73,73,100,100,120,120,120,120,120,120,120,120
"POST","/questionnaire/household/{id}/marriage-type/",6,0,81,87,76,120,315,0.10,0.00,82,82,86,86,120,120,120,120,120,120,120,120
"GET","/questionnaire/household/{id}/national-identity/",6,0,69,70,67,77,10897,0.10,0.00,70,70,71,71,78,78,78,78,78,78,78,78
"POST","/questionnaire/household/{id}/national-identity/",6,0,80,81,78,87,293,0.10,0.00,81,81,84,84,88,88,88,88,88,88,88,88
"GET","/questionnaire/household/{id}/nvq-level/",6,0,73,83,67,109,10479,0.10,0.00,74,74,100,100,110,110,110,110,110,110,110,110
"POST","/questionnaire/household/{id}/nvq-level/",6,0,83,86,79,104,283,0.10,0.00,84,84,84,84,100,100,100,100,100,100,100,100
"GET","/questionnaire/household/{id}/passports/",6,0,71,78,68,110,11231,0.10,0.00,72,72,80,80,110,110,110,110,110,110,110,110
"POST","/questionnaire/household/{id}/passports/",6,0,82,88,80,115,281,0.10,0.00,84,84,86,86,120,120,120,120,120,120,120,120
"GET","/questionnaire/household/{id}/past-usual-household-address/",6,0,71,72,69,83,10247,0.10,0.00,71,71,73,73,84,84,84,84,84,84,84,84
"POST","/questionnaire/household/{id}/past-usual-household-address/",6,0,82,88,80,115,303,0.10,0.00,83,83,90,90,120,120,120,120,120,120,120,120
"GET","/questionnaire/household/{id}/proxy/",6,0,70,82,68,110,8514,0.10,0.00,73,73,110,110,110,110,110,110,110,110,110,110
"POST","/questionnaire/household/{id}/proxy/",6,0,82,95,78,118,295,0.10,0.00,96,96,110,110,120,120,120,120,120,120,120,120
"GET","/questionnaire/household/{id}/qualifications/",6,0,65,65,62,69,7711,0.10,0.00,66,66,68,68,70,70,70,70,70,70,70,70
"POST","/questionnaire/household/{id}/qualifications/",6,0,80,81,78,84,297,0.10,0.00,82,82,84,84,84,84,84,84,84,84,84,84
"GET","/questionnaire/household/{id}/religion/",6,0,70,71,69,74,11127,0.10,0.00,71,71,75,75,75,75,75,75,75,75,75,75
"POST","/questionnaire/household/{id}/religion/",6,0,81,82,78,90,285,0.10,0.00,81,81,85,85,91,91,91,91,91,91,91,91
"GET","/questionnaire/household/{id}/sex/",6,0,68,75,66,107,8591,0.10,0.00,70,70,70,70,110,110,110,110,110,110,110,110
"POST","/questionnaire/household/{id}/sex/",6,0,82,91,79,115,295,0.10,0.00,90,90,100,100,120,120,120,120,120,120,120,120
"GET","/questionnaire/household/{id}/sexual-identity/",6,0,70,82,69,111,10264,0.10,0.00,70,70,110,110,110,110,110,110,110,110,110,110
"POST","/questionnaire/household/{id}/sexual-identity/",6,0,83,91,82,126,293,0.10,0.00,84,84,93,93,130,130,130,130,130,130,130,130
"GET","/questionnaire/household/{id}/summary/",6,0,99,103,89,133,33818,0.10,0.00,99,99,100,100,130,130,130,130,130,130,130,130
"POST","/questionnaire/household/{id}/summary/",6,0,80,93,76,124,233,0.10,0.00,82,82,120,120,120,120,120,120,120,120,120,120
"GET","/questionnaire/household/{id}/supervise/",6,0,69,74,66,105,8722,0.10,0.00,69,69,70,70,110,110,110,110,110,110,110,110
"POST","/questionnaire/household/{id}/supervise/",6,0,83,84,80,91,293,0.10,0.00,83,83,86,86,91,91,91,91,91,91,91,91
"GET","/questionnaire/household/{id}/white-ethnic-group/",6,0,73,77,69,105,11386,0.10,0.00,74,74,75,75,110,110,110,110,110,110,110,110
"POST","/questionnaire/household/{id}/white-ethnic-group/",6,0,84,92,82,118,285,0.10,0.00,93,93,95,95,120,120,120,120,120,120,120,120
"GET","/questionnaire/household/{id}/work-travel/",6,0,72,77,66,109,11185,0.10,0.00,73,73,74,74,110,110,110,110,110,110,110,110
"POST","/questionnaire/household/{id}/work-travel/",6,0,82,86,79,110,317,0.10,0.00,82,82,87,87,110,110,110,110,110,110,110,110
"GET","/questionnaire/number-of-bedrooms/",3,0,67,67,65,69,8495,0.05,0.00,67,67,69,69,69,69,69,69,69,69,69,69
"POST","/questionnaire/number-of-bedrooms/",3,0,95,88,75,96,265,0.05,0.00,95,95,96,96,96,96,96,96,96,96,96,96
"GET","/questionnaire/number-of-vehicles/",3,0,69,80,68,105,10615,0.05,0.00,69,69,110,110,110,110,110,110,110,110,110,110
"POST","/questionnaire/number-of-vehicles/",3,0,76,80,72,92,293,0.05,0.00,76,76,93,93,93,93,93,93,93,93,93,93
"GET","/questionnaire/own-or-rent/",3,0,68,78,65,103,9623,0.05,0.00,68,68,100,100,100,100,100,100,100,100,100,100
"POST","/questionnaire/own-or-rent/",3,0,82,80,78,82,271,0.05,0.00,82,82,82,82,82,82,82,82,82,82,82,82
"GET","/questionnaire/primary-person-list-collector/",4,0,70,85,68,131,9743,0.07,0.00,70,70,130,130,130,130,130,130,130,130,130,130
"POST","/questionnaire/primary-person-list-collector/",4,0,91,95,84,104,321,0.07,0.00,100,100,100,100,100,100,100,100,100,100,100,100
"GET","/questionnaire/relationships-interstitial/",3,0,67,70,65,77,7668,0.05,0.00,67,67,77,77,77,77,77,77,77,77,77,77
"POST","/questionnaire/relationships-interstitial/",3,0,79,84,74,99,261,0.05,0.00,79,79,99,99,99,99,99,99,99,99,99,99
"GET","/questionnaire/relationships/",3,0,59,59,58,61,295,0.05,0.00,59,59,62,62,62,62,62,62,62,62,62,62
"GET","/questionnaire/relationships/{id}/to/{id}/",3,0,72,74,71,79,13800,0.05,0.00,72,72,79,79,79,79,79,79,79,79,79,79
"POST","/questionnaire/relationships/{id}/to/{id}/",3,0,82,86,80,96,233,0.05,0.00,82,82,97,97,97,97,97,97,97,97,97,97
"GET","/questionnaire/self-contained/",3,0,72,84,70,111,10098,0.05,0.00,72,72,110,110,110,110,110,110,110,110,110,110
"POST","/questionnaire/self-contained/",3,0,79,83,75,96,271,0.05,0.00,79,79,96,96,96,96,96,96,96,96,96,96
"GET","/questionnaire/type-of-house/",3,0,67,68,65,71,8965,0.05,0.00,67,67,72,72,72,72,72,72,72,72,72,72
"POST","/questionnaire/type-of-house/",3,0,81,80,73,88,263,0.05,0.00,81,81,88,88,88,88,88,88,88,88,88,88
"GET","/questionnaire/visitor-list-collector/",3,0,69,69,68,70,9907,0.05,0.00,69,69,71,71,71,71,71,71,71,71,71,71
"POST","/questionnaire/visitor-list-collector/",3,0,83,87,75,103,295,0.05,0.00,83,83,100,100,100,100,100,100,100,100,100,100
"GET","/questionnaire/visitors/add-visitor/?previous=any-visitors",3,0,70,86,67,121,10114,0.05,0.00,70,70,120,120,120,120,120,120,120,120,120,120
"POST","/questionnaire/visitors/add-visitor/?previous=any-visitors",3,0,83,87,79,99,279,0.05,0.00,83,83,99,99,99,99,99,99,99,99,99,99
"GET","/questionnaire/visitors/{id}/usual-address-details/",3,0,69,73,68,82,9493,0.05,0.00,69,69,82,82,82,82,82,82,82,82,82,82
"POST","/questionnaire/visitors/{id}/usual-address-details/",3,0,80,80,79,82,297,0.05,0.00,80,80,82,82,82,82,82,82,82,82,82,82
"GET","/questionnaire/visitors/{id}/usual-household-address/",3,0,69,68,67,69,9259,0.05,0.00,69,69,69,69,69,69,69,69,69,69,69,69
"POST","/questionnaire/visitors/{id}/usual-household-address/",3,0,83,81,78,83,309,0.05,0.00,83,83,84,84,84,84,84,84,84,84,84,84
"GET","/questionnaire/visitors/{id}/visitor-date-of-birth/",3,0,70,69,66,70,9207,0.05,0.00,70,70,70,70,70,70,70,70,70,70,70,70
"POST","/questionnaire/visitors/{id}/visitor-date-of-birth/",3,0,83,93,81,117,289,0.05,0.00,83,83,120,120,120,120,120,120,120,120,120,120
"GET","/questionnaire/visitors/{id}/visitor-interstitial/",3,0,67,66,65,68,7668,0.05,0.00,67,67,68,68,68,68,68,68,68,68,68,68
"POST","/questionnaire/visitors/{id}/visitor-interstitial/",3,0,81,80,76,83,309,0.05,0.00,81,81,83,83,83,83,83,83,83,83,83,83
"GET","/questionnaire/visitors/{id}/visitor-sex/",3,0,108,94,67,108,8523,0.05,0.00,110,110,110,110,110,110,110,110,110,110,110,110
"POST","/questionnaire/visitors/{id}/visitor-sex/",3,0,81,79,77,82,313,0.05,0.00,81,81,82,82,82,82,82,82,82,82,82,82
"GET","/questionnaire/visitors/{id}/visitor-summary/",3,0,74,72,68,75,12932,0.05,0.00,74,74,76,76,76,76,76,76,76,76,76,76
"POST","/questionnaire/visitors/{id}/visitor-summary/",3,0,78,79,78,80,233,0.05,0.00,78,78,81,81,81,81,81,81,81,81,81,81
"GET","/questionnaire/who-lives-here-interstitial/",4,0,66,82,65,131,7737,0.07,0.00,69,69,130,130,130,130,130,130,130,130,130,130
"POST","/questionnaire/who-lives-here-interstitial/",4,0,100,102,80,115,293,0.07,0.00,110,110,120,120,120,120,120,120,120,120,120,120
"GET","/questionnaire/who-lives-here-section-summary/",3,0,68,80,67,105,9984,0.05,0.00,68,68,110,110,110,110,110,110,110,110,110,110
"POST","/questionnaire/who-lives-here-section-summary/",3,0,110,112,98,128,233,0.05,0.00,110,110,130,130,130,130,130,130,130,130,130,130
"GET","/session",4,0,110,208,102,488,233,0.07,0.00,130,130,490,490,490,490,490,490,490,490,490,490
"GET","/submitted/thank-you/",3,0,58,69,55,94,6710,0.05,0.00,58,58,95,95,95,95,95,95,95,95,95,95
"None","Aggregated",728,0,80,83,55,488,5143,11.94,0.00,80,83,87,95,110,120,130,160,490,490,490,490
