"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/questionnaire/household/{id}/birth-gender/",25,0,85,92,71,172,9598,0.41,0.00,85,91,95,98,110,150,170,170,170,170,170,170
"POST","/questionnaire/household/{id}/birth-gender/",25,0,99,107,87,157,297,0.41,0.00,99,110,110,120,140,150,160,160,160,160,160,160
"GET","/questionnaire/household/{id}/business-name/",25,0,85,91,74,142,9256,0.41,0.00,85,95,96,97,120,130,140,140,140,140,140,140
"POST","/questionnaire/household/{id}/business-name/",25,0,100,106,87,154,287,0.41,0.00,100,100,110,140,140,150,150,150,150,150,150,150
"GET","/questionnaire/household/{id}/carer/",25,0,85,93,76,169,10359,0.41,0.00,85,89,91,100,120,140,170,170,170,170,170,170
"POST","/questionnaire/household/{id}/carer/",25,0,99,105,86,165,299,0.41,0.00,99,110,110,110,140,150,170,170,170,170,170,170
"GET","/questionnaire/household/{id}/confirm-dob/",26,0,91,97,79,159,8739,0.43,0.00,91,96,97,110,130,140,160,160,160,160,160,160
"POST","/questionnaire/household/{id}/confirm-dob/",25,0,100,109,85,162,275,0.41,0.00,100,110,120,130,150,160,160,160,160,160,160,160
"GET","/questionnaire/household/{id}/country-of-birth/",25,0,89,94,75,157,10199,0.41,0.00,89,95,95,100,130,130,160,160,160,160,160,160
"POST","/questionnaire/household/{id}/country-of-birth/",25,0,99,100,88,125,325,0.41,0.00,99,100,110,110,110,120,130,130,130,130,130,130
"GET","/questionnaire/household/{id}/current-marriage-status/",25,0,97,108,73,195,8734,0.41,0.00,97,120,130,140,160,160,200,200,200,200,200,200
"POST","/questionnaire/household/{id}/current-marriage-status/",25,0,96,102,85,163,299,0.41,0.00,96,100,100,110,130,140,160,160,160,160,160,160
"GET","/questionnaire/household/{id}/date-of-birth/",26,0,87,91,75,137,9169,0.43,0.00,87,93,94,96,110,120,140,140,140,140,140,140
"POST","/questionnaire/household/{id}/date-of-birth/",26,0,96,100,87,140,291,0.43,0.00,97,99,100,110,110,130,140,140,140,140,140,140
"GET","/questionnaire/household/{id}/degree/",25,0,84,89,73,153,9081,0.41,0.00,84,86,90,96,110,120,150,150,150,150,150,150
"POST","/questionnaire/household/{id}/degree/",25,0,100,106,89,155,287,0.41,0.00,100,110,110,120,130,140,160,160,160,160,160,160
"GET","/questionnaire/household/{id}/disability/",25,0,86,90,74,133,10143,0.41,0.00,86,89,96,100,120,120,130,130,130,130,130,130
"POST","/questionnaire/household/{id}/disability/",25,0,100,104,84,150,279,0.41,0.00,100,100,110,120,130,130,150,150,150,150,150,150
"GET","/questionnaire/household/{id}/employer-address-workplace/",10,0,83,88,79,119,10731,0.16,0.00,84,86,92,97,120,120,120,120,120,120,120,120
"POST","/questionnaire/household/{id}/employer-address-workplace/",10,0,98,102,90,135,283,0.16,0.00,99,100,100,110,140,140,140,140,140,140,140,140
"GET","/questionnaire/household/{id}/employer-type-of-address/",24,0,80,85,76,128,9620,0.39,0.00,82,84,88,88,90,120,130,130,130,130,130,130
"POST","/questionnaire/household/{id}/employer-type-of-address/",22,0,96,99,87,138,292,0.36,0.00,96,98,100,100,110,120,140,140,140,140,140,140
"GET","/questionnaire/household/{id}/employers-business/",25,0,81,83,71,114,8451,0.41,0.00,81,85,85,87,89,94,110,110,110,110,110,110
"POST","/questionnaire/household/{id}/employers-business/",25,0,95,99,84,129,287,0.41,0.00,95,100,100,110,110,130,130,130,130,130,130,130
"GET","/questionnaire/household/{id}/employment-status/",25,0,85,90,75,128,11354,0.41,0.00,85,89,90,98,120,130,130,130,130,130,130,130
"POST","/questionnaire/household/{id}/employment-status/",25,0,99,104,88,157,311,0.41,0.00,99,100,110,120,120,120,160,160,160,160,160,160
"GET","/questionnaire/household/{id}/ethnic-group/",25,0,87,94,79,149,11319,0.41,0.00,87,92,94,110,120,130,150,150,150,150,150,150
"POST","/questionnaire/household/{id}/ethnic-group/",25,0,97,100,81,140,305,0.41,0.00,97,100,100,110,110,130,140,140,140,140,140,140
"GET","/questionnaire/household/{id}/gcse/",25,0,89,92,77,134,10345,0.41,0.00,89,92,93,100,120,120,130,130,130,130,130,130
"POST","/questionnaire/household/{id}/gcse/",25,0,100,115,88,197,293,0.41,0.00,100,110,130,140,160,180,200,200,200,200,200,200
"GET","/questionnaire/household/{id}/health/",25,0,87,92,75,128,9199,0.41,0.00,87,91,100,100,120,130,130,130,130,130,130,130
"POST","/questionnaire/household/{id}/health/",25,0,97,104,90,154,289,0.41,0.00,97,100,100,120,130,130,150,150,150,150,150,150
"GET","/questionnaire/household/{id}/hours-worked/",25,0,88,91,76,143,9419,0.41,0.00,88,94,94,96,120,130,140,140,140,140,140,140
"POST","/questionnaire/household/{id}/hours-worked/",24,0,97,108,85,210,291,0.39,0.00,97,100,110,130,140,150,210,210,210,210,210,210
"GET","/questionnaire/household/{id}/in-education/",25,0,86,92,75,150,8588,0.41,0.00,86,93,100,100,120,130,150,150,150,150,150,150
"POST","/questionnaire/household/{id}/in-education/",25,0,97,101,87,136,301,0.41,0.00,97,100,100,110,130,130,140,140,140,140,140,140
"GET","/questionnaire/household/{id}/individual-interstitial/",27,0,80,88,70,163,7829,0.44,0.00,80,85,91,92,120,140,160,160,160,160,160,160
"POST","/questionnaire/household/{id}/individual-interstitial/",27,0,93,96,81,138,279,0.44,0.00,93,97,100,100,110,110,140,140,140,140,140,140
"GET","/questionnaire/household/{id}/job-description/",25,0,88,94,74,132,8453,0.41,0.00,88,95,97,120,130,130,130,130,130,130,130,130
"POST","/questionnaire/household/{id}/job-description/",25,0,95,103,86,171,305,0.41,0.00,95,100,110,110,140,140,170,170,170,170,170,170
"GET","/questionnaire/household/{id}/job-title/",25,0,81,86,72,159,8255,0.41,0.00,81,83,87,89,100,120,160,160,160,160,160,160
"POST","/questionnaire/household/{id}/job-title/",25,0,100,106,87,183,299,0.41,0.00,100,100,110,120,130,160,180,180,180,180,180,180
"GET","/questionnaire/household/{id}/language/",25,0,86,94,78,146,9985,0.41,0.00,86,96,100,110,130,130,150,150,150,150,150,150
"POST","/questionnaire/household/{id}/language/",25,0,100,109,88,205,287,0.41,0.00,100,110,120,120,130,150,210,210,210,210,210,210
"GET","/questionnaire/household/{id}/main-employment-block/",25,0,81,87,69,135,7647,0.41,0.00,81,84,86,110,120,130,140,140,140,140,140,140
"POST","/questionnaire/household/{id}/main-employment-block/",25,0,97,100,87,152,295,0.41,0.00,97,100,100,110,120,130,150,150,150,150,150,150
"GET","/questionnaire/household/{id}/main-job-type/",25,0,86,92,75,130,9198,0.41,0.00,86,94,100,100,120,130,130,130,130,130,130,130
"POST","/questionnaire/household/{id}/main-job-type/",25,0,100,105,88,136,295,0.41,0.00,100,110,110,120,130,130,140,140,140,140,140,140
"GET","/questionnaire/household/{id}/mainly-work-in-uk/",10,0,84,88,77,136,8627,0.16,0.00,84,85,86,92,140,140,140,140,140,140,140,140
"POST","/questionnaire/household/{id}/mainly-work-in-uk/",10,0,97,100,88,114,321,0.16,0.00,100,100,110,110,110,110,110,110,110,110,110,110
"GET","/questionnaire/household/{id}/marriage-type/",25,0,88,94,76,150,11053,0.41,0.00,88,94,97,110,120,130,150,150,150,150,150,150
"POST","/questionnaire/household/{id}/marriage-type/",25,0,100,106,86,181,315,0.41,0.00,100,110,110,120,140,140,180,180,180,180,180,180
"GET","/questionnaire/household/{id}/national-identity/",25,0,91,91,77,124,10892,0.41,0.00,91,93,95,97,110,120,120,120,120,120,120,120
"POST","/questionnaire/household/{id}/national-identity/",25,0,96,101,85,151,293,0.41,0.00,96,98,100,120,140,150,150,150,150,150,150,150
"GET","/questionnaire/household/{id}/nvq-level/",25,0,85,95,73,186,10475,0.41,0.00,85,90,99,110,130,130,190,190,190,190,190,190
"POST","/questionnaire/household/{id}/nvq-level/",25,0,110,108,86,153,283,0.41,0.00,110,110,120,130,130,130,150,150,150,150,150,150
"GET","/questionnaire/household/{id}/passports/",25,0,90,96,78,138,11227,0.41,0.00,90,97,100,120,130,130,140,140,140,140,140,140
"POST","/questionnaire/household/{id}/passports/",25,0,100,107,85,159,281,0.41,0.00,100,110,120,120,140,150,160,160,160,160,160,160
"GET","/questionnaire/household/{id}/past-usual-household-address/",25,0,88,91,74,134,10242,0.41,0.00,88,91,97,99,120,120,130,130,130,130,130,130
"POST","/questionnaire/household/{id}/past-usual-household-address/",25,0,100,103,84,143,303,0.41,0.00,100,100,110,110,130,140,140,140,140,140,140,140
"GET","/questionnaire/household/{id}/proxy/",27,0,83,89,72,142,8513,0.44,0.00,83,86,96,96,110,120,140,140,140,140,140,140
"POST","/questionnaire/household/{id}/proxy/",26,0,98,105,81,157,295,0.43,0.00,100,100,110,120,140,150,160,160,160,160,160,160
"GET","/questionnaire/household/{id}/qualifications/",25,0,79,84,74,122,7709,0.41,0.00,79,86,89,91,110,120,120,120,120,120,120,120
"POST","/questionnaire/household/{id}/qualifications/",25,0,94,105,83,189,297,0.41,0.00,94,100,100,130,130,150,190,190,190,190,190,190
"GET","/questionnaire/household/{id}/religion/",25,0,85,85,78,114,11123,0.41,0.00,85,86,88,88,90,94,110,110,110,110,110,110
"POST","/questionnaire/household/{id}/religion/",25,0,99,101,85,147,285,0.41,0.00,99,100,100,110,120,130,150,150,150,150,150,150
"GET","/questionnaire/household/{id}/sex/",25,0,87,92,74,151,8587,0.41,0.00,87,88,95,100,120,130,150,150,150,150,150,150
"POST","/questionnaire/household/{id}/sex/",25,0,100,106,84,175,295,0.41,0.00,100,100,110,130,140,140,180,180,180,180,180,180
"GET","/questionnaire/household/{id}/sexual-identity/",25,0,84,93,74,142,10260,0.41,0.00,84,97,100,110,120,120,140,140,140,140,140,140
"POST","/questionnaire/household/{id}/sexual-identity/",25,0,99,106,82,179,293,0.41,0.00,99,100,110,130,140,150,180,180,180,180,180,180
"GET","/questionnaire/household/{id}/summary/",22,0,110,116,98,159,33593,0.36,0.00,110,120,120,130,130,140,160,160,160,160,160,160
"POST","/questionnaire/household/{id}/summary/",22,0,92,99,85,146,233,0.36,0.00,93,98,100,100,130,130,150,150,150,150,150,150
"GET","/questionnaire/household/{id}/supervise/",25,0,86,91,76,123,8717,0.41,0.00,86,91,96,99,120,120,120,120,120,120,120,120
"POST","/questionnaire/household/{id}/supervise/",25,0,110,118,87,193,293,0.41,0.00,110,130,130,140,150,170,190,190,190,190,190,190
"GET","/questionnaire/household/{id}/white-ethnic-group/",25,0,87,90,79,128,11381,0.41,0.00,87,89,91,95,120,130,130,130,130,130,130,130
"POST","/questionnaire/household/{id}/white-ethnic-group/",25,0,100,109,86,150,285,0.41,0.00,100,120,120,130,140,150,150,150,150,150,150,150
"GET","/questionnaire/household/{id}/work-travel/",24,0,89,98,80,134,11181,0.39,0.00,91,100,120,120,120,130,130,130,130,130,130,130
"POST","/questionnaire/household/{id}/work-travel/",24,0,97,105,85,144,317,0.39,0.00,98,100,120,130,140,140,140,140,140,140,140,140
"GET","/questionnaire/number-of-bedrooms/",15,0,84,89,73,128,8495,0.25,0.00,84,85,93,100,120,130,130,130,130,130,130,130
"POST","/questionnaire/number-of-bedrooms/",15,0,94,101,80,170,265,0.25,0.00,94,97,110,110,130,170,170,170,170,170,170,170
"GET","/questionnaire/number-of-vehicles/",15,0,92,96,78,156,10615,0.25,0.00,92,98,110,110,120,160,160,160,160,160,160,160
"POST","/questionnaire/number-of-vehicles/",15,0,91,102,84,172,293,0.25,0.00,91,94,120,130,130,170,170,170,170,170,170,170
"GET","/questionnaire/own-or-rent/",15,0,86,87,76,122,9623,0.25,0.00,86,87,91,91,110,120,120,120,120,120,120,120
"POST","/questionnaire/own-or-rent/",15,0,97,111,83,181,271,0.25,0.00,97,100,130,150,170,180,180,180,180,180,180,180
"GET","/questionnaire/primary-person-list-collector/",15,0,90,99,73,137,9743,0.25,0.00,90,100,130,130,140,140,140,140,140,140,140,140
"POST","/questionnaire/primary-person-list-collector/",15,0,110,117,88,164,321,0.25,0.00,110,120,130,140,160,160,160,160,160,160,160,160
"GET","/questionnaire/relationships-interstitial/",15,0,76,80,72,118,7668,0.25,0.00,76,79,82,88,91,120,120,120,120,120,120,120
"POST","/questionnaire/relationships-interstitial/",15,0,99,102,81,150,261,0.25,0.00,99,100,110,120,130,150,150,150,150,150,150,150
"GET","/questionnaire/relationships/",15,0,75,79,69,109,295,0.25,0.00,75,76,81,82,110,110,110,110,110,110,110,110
"GET","/questionnaire/relationships/{id}/to/{id}/",15,0,89,90,81,109,13800,0.25,0.00,89,91,93,94,110,110,110,110,110,110,110,110
"POST","/questionnaire/relationships/{id}/to/{id}/",15,0,95,113,87,177,233,0.25,0.00,95,110,150,150,160,180,180,180,180,180,180,180
"GET","/questionnaire/self-contained/",15,0,84,87,77,112,10098,0.25,0.00,84,85,92,100,100,110,110,110,110,110,110,110
"POST","/questionnaire/self-contained/",15,0,100,112,82,190,271,0.25,0.00,100,110,130,130,170,190,190,190,190,190,190,190
"GET","/questionnaire/type-of-house/",15,0,81,89,75,132,8965,0.25,0.00,81,87,89,100,130,130,130,130,130,130,130,130
"POST","/questionnaire/type-of-house/",15,0,92,96,85,131,263,0.25,0.00,92,96,97,99,120,130,130,130,130,130,130,130
"GET","/questionnaire/visitor-list-collector/",15,0,85,92,77,134,9907,0.25,0.00,85,87,100,110,130,130,130,130,130,130,130,130
"POST","/questionnaire/visitor-list-collector/",15,0,93,102,86,151,295,0.25,0.00,93,110,110,110,150,150,150,150,150,150,150,150
"GET","/questionnaire/visitors/add-visitor/?previous=any-visitors",15,0,91,95,74,149,10114,0.25,0.00,91,96,99,100,110,150,150,150,150,150,150,150
"POST","/questionnaire/visitors/add-visitor/?previous=any-visitors",15,0,100,113,93,147,279,0.25,0.00,100,120,130,130,140,150,150,150,150,150,150,150
"GET","/questionnaire/visitors/{id}/usual-address-details/",10,0,91,90,76,108,9493,0.16,0.00,91,96,97,100,110,110,110,110,110,110,110,110
"POST","/questionnaire/visitors/{id}/usual-address-details/",10,0,98,102,89,134,297,0.16,0.00,100,110,110,110,130,130,130,130,130,130,130,130
"GET","/questionnaire/visitors/{id}/usual-household-address/",10,0,82,83,75,95,9259,0.16,0.00,84,85,89,90,95,95,95,95,95,95,95,95
"POST","/questionnaire/visitors/{id}/usual-household-address/",10,0,97,109,85,172,309,0.16,0.00,99,110,130,130,170,170,170,170,170,170,170,170
"GET","/questionnaire/visitors/{id}/visitor-date-of-birth/",10,0,88,93,76,125,9207,0.16,0.00,92,96,98,110,130,130,130,130,130,130,130,130
"POST","/questionnaire/visitors/{id}/visitor-date-of-birth/",10,0,94,97,83,113,289,0.16,0.00,97,100,110,110,110,110,110,110,110,110,110,110
"GET","/questionnaire/visitors/{id}/visitor-interstitial/",10,0,77,91,69,133,7668,0.16,0.00,81,91,110,120,130,130,130,130,130,130,130,130
"POST","/questionnaire/visitors/{id}/visitor-interstitial/",10,0,92,99,84,132,309,0.16,0.00,94,96,120,120,130,130,130,130,130,130,130,130
"GET","/questionnaire/visitors/{id}/visitor-sex/",10,0,81,88,75,116,8523,0.16,0.00,87,88,93,110,120,120,120,120,120,120,120,120
"POST","/questionnaire/visitors/{id}/visitor-sex/",10,0,100,105,89,130,313,0.16,0.00,110,110,110,110,130,130,130,130,130,130,130,130
"GET","/questionnaire/visitors/{id}/visitor-summary/",10,0,88,103,84,151,12932,0.16,0.00,95,110,120,130,150,150,150,150,150,150,150,150
"POST","/questionnaire/visitors/{id}/visitor-summary/",10,0,90,90,83,98,233,0.16,0.00,91,93,94,95,98,98,98,98,98,98,98,98
"GET","/questionnaire/who-lives-here-interstitial/",15,0,120,113,75,160,7737,0.25,0.00,120,130,130,140,140,160,160,160,160,160,160,160
"POST","/questionnaire/who-lives-here-interstitial/",15,0,98,113,82,177,293,0.25,0.00,98,110,140,150,170,180,180,180,180,180,180,180
"GET","/questionnaire/who-lives-here-section-summary/",15,0,85,88,71,120,9984,0.25,0.00,85,88,94,110,110,120,120,120,120,120,120,120
"POST","/questionnaire/who-lives-here-section-summary/",15,0,110,108,82,169,233,0.25,0.00,110,110,110,120,160,170,170,170,170,170,170,170
"GET","/session",15,0,140,204,115,444,233,0.25,0.00,140,200,270,310,420,440,440,440,440,440,440,440
"GET","/submitted/thank-you/",10,0,76,83,69,115,6710,0.16,0.00,77,78,88,110,120,120,120,120,120,120,120,120
"None","Aggregated",3046,0,93,99,61,444,5131,49.94,0.00,93,99,110,110,130,140,160,180,270,440,440,440
