"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/questionnaire/household/{id}/another-address/",6,0,79,86,74,118,10820,0.10,0.00,85,85,87,87,120,120,120,120,120,120,120,120
"POST","/questionnaire/household/{id}/another-address/",6,0,91,93,85,100,293,0.10,0.00,96,96,98,98,100,100,100,100,100,100,100,100
"GET","/questionnaire/household/{id}/apprenticeship/",5,0,80,79,75,83,8912,0.08,0.00,80,81,81,83,83,83,83,83,83,83,83,83
"POST","/questionnaire/household/{id}/apprenticeship/",5,0,94,96,89,106,281,0.08,0.00,94,99,99,110,110,110,110,110,110,110,110,110
"GET","/questionnaire/household/{id}/armed-forces/",5,0,83,96,80,121,11157,0.08,0.00,83,120,120,120,120,120,120,120,120,120,120,120
"POST","/questionnaire/household/{id}/armed-forces/",5,0,95,139,90,294,303,0.08,0.00,95,130,130,290,290,290,290,290,290,290,290,290
"GET","/questionnaire/household/{id}/birth-gender/",5,0,79,79,74,84,9598,0.08,0.00,79,81,81,85,85,85,85,85,85,85,85,85
"POST","/questionnaire/household/{id}/birth-gender/",5,0,93,93,86,99,297,0.08,0.00,93,95,95,100,100,100,100,100,100,100,100,100
"GET","/questionnaire/household/{id}/business-name/",5,0,84,94,74,130,9256,0.08,0.00,84,110,110,130,130,130,130,130,130,130,130,130
"POST","/questionnaire/household/{id}/business-name/",5,0,93,92,89,96,287,0.08,0.00,93,94,94,97,97,97,97,97,97,97,97,97
"GET","/questionnaire/household/{id}/carer/",5,0,83,81,78,84,10359,0.08,0.00,83,83,83,85,85,85,85,85,85,85,85,85
"POST","/questionnaire/household/{id}/carer/",5,0,110,114,91,153,299,0.08,0.00,110,130,130,150,150,150,150,150,150,150,150,150
"GET","/questionnaire/household/{id}/confirm-dob/",6,0,78,85,73,117,8743,0.10,0.00,82,82,85,85,120,120,120,120,120,120,120,120
"POST","/questionnaire/household/{id}/confirm-dob/",6,0,99,104,84,127,275,0.10,0.00,110,110,110,110,130,130,130,130,130,130,130,130
"GET","/questionnaire/household/{id}/country-of-birth/",6,0,82,81,73,84,10203,0.10,0.00,83,83,84,84,85,85,85,85,85,85,85,85
"POST","/questionnaire/household/{id}/country-of-birth/",6,0,90,95,84,107,325,0.10,0.00,98,98,100,100,110,110,110,110,110,110,110,110
"GET","/questionnaire/household/{id}/current-marriage-status/",6,0,78,81,74,94,8738,0.10,0.00,81,81,84,84,95,95,95,95,95,95,95,95
"POST","/questionnaire/household/{id}/current-marriage-status/",6,0,94,96,82,128,299,0.10,0.00,95,95,96,96,130,130,130,130,130,130,130,130
"GET","/questionnaire/household/{id}/date-of-birth/",6,0,80,79,75,85,9173,0.10,0.00,80,80,81,81,85,85,85,85,85,85,85,85
"POST","/questionnaire/household/{id}/date-of-birth/",6,0,96,104,86,152,291,0.10,0.00,100,100,100,100,150,150,150,150,150,150,150,150
"GET","/questionnaire/household/{id}/degree/",5,0,83,81,73,87,9081,0.08,0.00,83,84,84,88,88,88,88,88,88,88,88,88
"POST","/questionnaire/household/{id}/degree/",5,0,96,97,94,103,287,0.08,0.00,96,100,100,100,100,100,100,100,100,100,100,100
"GET","/questionnaire/household/{id}/disability/",5,0,81,83,78,90,10143,0.08,0.00,81,86,86,91,91,91,91,91,91,91,91,91
"POST","/questionnaire/household/{id}/disability/",5,0,94,97,87,108,279,0.08,0.00,94,100,100,110,110,110,110,110,110,110,110,110
"GET","/questionnaire/household/{id}/employer-address-workplace/",2,0,86,113,85,141,10731,0.03,0.00,140,140,140,140,140,140,140,140,140,140,140,140
"POST","/questionnaire/household/{id}/employer-address-workplace/",2,0,99,106,99,113,283,0.03,0.00,110,110,110,110,110,110,110,110,110,110,110,110
"GET","/questionnaire/household/{id}/employer-type-of-address/",5,0,80,79,73,85,9619,0.08,0.00,80,83,83,86,86,86,86,86,86,86,86,86
"POST","/questionnaire/household/{id}/employer-type-of-address/",5,0,97,108,88,149,291,0.08,0.00,97,110,110,150,150,150,150,150,150,150,150,150
"GET","/questionnaire/household/{id}/employers-business/",5,0,83,98,74,136,8451,0.08,0.00,83,120,120,140,140,140,140,140,140,140,140,140
"POST","/questionnaire/household/{id}/employers-business/",5,0,94,93,86,97,287,0.08,0.00,94,94,94,98,98,98,98,98,98,98,98,98
"GET","/questionnaire/household/{id}/employment-status/",5,0,83,92,76,139,11354,0.08,0.00,83,85,85,140,140,140,140,140,140,140,140,140
"POST","/questionnaire/household/{id}/employment-status/",5,0,89,112,86,207,311,0.08,0.00,89,91,91,210,210,210,210,210,210,210,210,210
"GET","/questionnaire/household/{id}/ethnic-group/",6,0,80,81,74,87,11324,0.10,0.00,83,83,85,85,88,88,88,88,88,88,88,88
"POST","/questionnaire/household/{id}/ethnic-group/",6,0,89,92,85,100,305,0.10,0.00,91,91,99,99,100,100,100,100,100,100,100,100
"GET","/questionnaire/household/{id}/gcse/",5,0,79,78,74,79,10345,0.08,0.00,79,79,79,80,80,80,80,80,80,80,80,80
"POST","/questionnaire/household/{id}/gcse/",5,0,96,100,88,132,293,0.08,0.00,96,96,96,130,130,130,130,130,130,130,130,130
"GET","/questionnaire/household/{id}/health/",5,0,84,88,74,116,9199,0.08,0.00,84,87,87,120,120,120,120,120,120,120,120,120
"POST","/questionnaire/household/{id}/health/",5,0,93,93,87,99,289,0.08,0.00,93,99,99,100,100,100,100,100,100,100,100,100
"GET","/questionnaire/household/{id}/hours-worked/",5,0,78,78,74,84,9419,0.08,0.00,78,78,78,84,84,84,84,84,84,84,84,84
"POST","/questionnaire/household/{id}/hours-worked/",5,0,110,115,99,132,291,0.08,0.00,110,130,130,130,130,130,130,130,130,130,130,130
"GET","/questionnaire/household/{id}/in-education/",6,0,76,91,72,132,8592,0.10,0.00,80,80,120,120,130,130,130,130,130,130,130,130
"POST","/questionnaire/household/{id}/in-education/",6,0,94,98,87,127,301,0.10,0.00,95,95,99,99,130,130,130,130,130,130,130,130
"GET","/questionnaire/household/{id}/individual-interstitial/",6,0,82,90,75,116,7830,0.10,0.00,83,83,110,110,120,120,120,120,120,120,120,120
"POST","/questionnaire/household/{id}/individual-interstitial/",6,0,92,101,83,137,279,0.10,0.00,95,95,110,110,140,140,140,140,140,140,140,140
"GET","/questionnaire/household/{id}/job-description/",5,0,79,78,73,81,8453,0.08,0.00,79,80,80,81,81,81,81,81,81,81,81,81
"POST","/questionnaire/household/{id}/job-description/",5,0,94,101,89,120,305,0.08,0.00,94,110,110,120,120,120,120,120,120,120,120,120
"GET","/questionnaire/household/{id}/job-title/",5,0,76,77,74,84,8255,0.08,0.00,76,78,78,84,84,84,84,84,84,84,84,84
"POST","/questionnaire/household/{id}/job-title/",5,0,92,106,89,131,299,0.08,0.00,92,130,130,130,130,130,130,130,130,130,130,130
"GET","/questionnaire/household/{id}/language/",6,0,80,80,79,84,9990,0.10,0.00,80,80,81,81,84,84,84,84,84,84,84,84
"POST","/questionnaire/household/{id}/language/",6,0,95,107,92,133,287,0.10,0.00,100,100,130,130,130,130,130,130,130,130,130,130
"GET","/questionnaire/household/{id}/main-employment-block/",5,0,78,84,70,114,7647,0.08,0.00,78,81,81,110,110,110,110,110,110,110,110,110
"POST","/questionnaire/household/{id}/main-employment-block/",5,0,89,97,84,131,295,0.08,0.00,89,94,94,130,130,130,130,130,130,130,130,130
"GET","/questionnaire/household/{id}/main-job-type/",5,0,82,86,77,109,9198,0.08,0.00,82,84,84,110,110,110,110,110,110,110,110,110
"POST","/questionnaire/household/{id}/main-job-type/",5,0,94,104,87,146,295,0.08,0.00,94,110,110,150,150,150,150,150,150,150,150,150
"GET","/questionnaire/household/{id}/mainly-work-in-uk/",2,0,74,100,73,126,8627,0.03,0.00,130,130,130,130,130,130,130,130,130,130,130,130
"POST","/questionnaire/household/{id}/mainly-work-in-uk/",2,0,92,103,92,114,321,0.03,0.00,110,110,110,110,110,110,110,110,110,110,110,110
"GET","/questionnaire/household/{id}/marriage-type/",6,0,82,90,76,124,11057,0.10,0.00,84,84,94,94,120,120,120,120,120,120,120,120
"POST","/questionnaire/household/{id}/marriage-type/",6,0,100,105,97,126,315,0.10,0.00,100,100,100,100,130,130,130,130,130,130,130,130
"GET","/questionnaire/household/{id}/national-identity/",6,0,79,86,75,115,10897,0.10,0.00,82,82,88,88,120,120,120,120,120,120,120,120
"POST","/questionnaire/household/{id}/national-identity/",6,0,94,97,85,124,293,0.10,0.00,94,94,96,96,120,120,120,120,120,120,120,120
"GET","/questionnaire/household/{id}/nvq-level/",5,0,81,87,77,117,10475,0.08,0.00,81,84,84,120,120,120,120,120,120,120,120,120
"POST","/questionnaire/household/{id}/nvq-level/",5,0,92,94,89,101,283,0.08,0.00,92,97,97,100,100,100,100,100,100,100,100,100
"GET","/questionnaire/household/{id}/passports/",6,0,85,88,79,110,11231,0.10,0.00,86,86,91,91,110,110,110,110,110,110,110,110
"POST","/questionnaire/household/{id}/passports/",5,0,96,98,82,125,281,0.08,0.00,96,98,98,130,130,130,130,130,130,130,130,130
"GET","/questionnaire/household/{id}/past-usual-household-address/",6,0,76,81,75,104,10247,0.10,0.00,79,79,81,81,100,100,100,100,100,100,100,100
"POST","/questionnaire/household/{id}/past-usual-household-address/",6,0,88,96,83,130,303,0.10,0.00,92,92,96,96,130,130,130,130,130,130,130,130
"GET","/questionnaire/household/{id}/proxy/",6,0,78,78,72,86,8514,0.10,0.00,79,79,80,80,86,86,86,86,86,86,86,86
"POST","/questionnaire/household/{id}/proxy/",6,0,95,97,82,124,295,0.10,0.00,96,96,97,97,120,120,120,120,120,120,120,120
"GET","/questionnaire/household/{id}/qualifications/",5,0,77,86,73,114,7709,0.08,0.00,77,90,90,110,110,110,110,110,110,110,110,110
"POST","/questionnaire/household/{id}/qualifications/",5,0,92,93,89,101,297,0.08,0.00,92,93,93,100,100,100,100,100,100,100,100,100
"GET","/questionnaire/household/{id}/religion/",6,0,81,81,75,85,11127,0.10,0.00,82,82,84,84,85,85,85,85,85,85,85,85
"POST","/questionnaire/household/{id}/religion/",6,0,91,90,80,96,285,0.10,0.00,92,92,94,94,96,96,96,96,96,96,96,96
"GET","/questionnaire/household/{id}/sex/",6,0,82,86,76,109,8591,0.10,0.00,83,83,87,87,110,110,110,110,110,110,110,110
"POST","/questionnaire/household/{id}/sex/",6,0,90,103,86,134,295,0.10,0.00,93,93,130,130,130,130,130,130,130,130,130,130
"GET","/questionnaire/household/{id}/sexual-identity/",5,0,80,99,77,138,10260,0.08,0.00,80,120,120,140,140,140,140,140,140,140,140,140
"POST","/questionnaire/household/{id}/sexual-identity/",5,0,94,99,88,124,293,0.08,0.00,94,99,99,120,120,120,120,120,120,120,120,120
"GET","/questionnaire/household/{id}/summary/",5,0,110,106,96,115,33323,0.08,0.00,110,110,110,120,120,120,120,120,120,120,120,120
"POST","/questionnaire/household/{id}/summary/",5,0,92,96,86,124,233,0.08,0.00,92,95,95,120,120,120,120,120,120,120,120,120
"GET","/questionnaire/household/{id}/supervise/",5,0,81,81,73,91,8717,0.08,0.00,81,84,84,92,92,92,92,92,92,92,92,92
"POST","/questionnaire/household/{id}/supervise/",5,0,98,102,89,129,293,0.08,0.00,98,100,100,130,130,130,130,130,130,130,130,130
"GET","/questionnaire/household/{id}/white-ethnic-group/",6,0,90,102,76,129,11386,0.10,0.00,120,120,120,120,130,130,130,130,130,130,130,130
"POST","/questionnaire/household/{id}/white-ethnic-group/",6,0,95,98,82,128,285,0.10,0.00,97,97,98,98,130,130,130,130,130,130,130,130
"GET","/questionnaire/household/{id}/work-travel/",5,0,84,88,75,113,11180,0.08,0.00,84,91,91,110,110,110,110,110,110,110,110,110
"POST","/questionnaire/household/{id}/work-travel/",5,0,90,90,85,95,317,0.08,0.00,90,93,93,96,96,96,96,96,96,96,96,96
"GET","/questionnaire/number-of-bedrooms/",3,0,77,77,75,80,8495,0.05,0.00,77,77,80,80,80,80,80,80,80,80,80,80
"POST","/questionnaire/number-of-bedrooms/",3,0,94,94,93,94,265,0.05,0.00,95,95,95,95,95,95,95,95,95,95,95,95
"GET","/questionnaire/number-of-vehicles/",3,0,82,79,70,87,10615,0.05,0.00,82,82,88,88,88,88,88,88,88,88,88,88
"POST","/questionnaire/number-of-vehicles/",3,0,96,103,92,120,293,0.05,0.00,96,96,120,120,120,120,120,120,120,120,120,120
"GET","/questionnaire/own-or-rent/",3,0,94,97,83,115,9623,0.05,0.00,94,94,120,120,120,120,120,120,120,120,120,120
"POST","/questionnaire/own-or-rent/",3,0,93,95,89,103,271,0.05,0.00,93,93,100,100,100,100,100,100,100,100,100,100
"GET","/questionnaire/primary-person-list-collector/",3,0,83,88,78,102,9743,0.05,0.00,83,83,100,100,100,100,100,100,100,100,100,100
"POST","/questionnaire/primary-person-list-collector/",3,0,93,114,90,160,321,0.05,0.00,93,93,160,160,160,160,160,160,160,160,160,160
"GET","/questionnaire/relationships-interstitial/",3,0,75,74,70,79,7668,0.05,0.00,75,75,79,79,79,79,79,79,79,79,79,79
"POST","/questionnaire/relationships-interstitial/",3,0,95,94,93,95,261,0.05,0.00,95,95,95,95,95,95,95,95,95,95,95,95
"GET","/questionnaire/relationships/",3,0,73,83,71,104,295,0.05,0.00,73,73,100,100,100,100,100,100,100,100,100,100
"GET","/questionnaire/relationships/{id}/to/{id}/",3,0,86,86,85,89,13800,0.05,0.00,86,86,89,89,89,89,89,89,89,89,89,89
"POST","/questionnaire/relationships/{id}/to/{id}/",3,0,97,96,90,101,233,0.05,0.00,97,97,100,100,100,100,100,100,100,100,100,100
"GET","/questionnaire/self-contained/",3,0,82,91,79,111,10098,0.05,0.00,82,82,110,110,110,110,110,110,110,110,110,110
"POST","/questionnaire/self-contained/",3,0,89,93,88,101,271,0.05,0.00,89,89,100,100,100,100,100,100,100,100,100,100
"GET","/questionnaire/type-of-house/",3,0,80,80,74,86,8965,0.05,0.00,80,80,86,86,86,86,86,86,86,86,86,86
"POST","/questionnaire/type-of-house/",3,0,89,93,87,102,263,0.05,0.00,89,89,100,100,100,100,100,100,100,100,100,100
"GET","/questionnaire/visitor-list-collector/",3,0,80,91,78,117,9907,0.05,0.00,80,80,120,120,120,120,120,120,120,120,120,120
"POST","/questionnaire/visitor-list-collector/",3,0,99,98,92,103,295,0.05,0.00,99,99,100,100,100,100,100,100,100,100,100,100
"GET","/questionnaire/visitors/add-visitor/?previous=any-visitors",3,0,80,80,76,84,10114,0.05,0.00,80,80,85,85,85,85,85,85,85,85,85,85
"POST","/questionnaire/visitors/add-visitor/?previous=any-visitors",3,0,110,106,95,115,279,0.05,0.00,110,110,120,120,120,120,120,120,120,120,120,120
"GET","/questionnaire/visitors/{id}/usual-address-details/",2,0,79,82,79,86,9493,0.03,0.00,86,86,86,86,86,86,86,86,86,86,86,86
"POST","/questionnaire/visitors/{id}/usual-address-details/",2,0,89,89,88,89,297,0.03,0.00,90,90,90,90,90,90,90,90,90,90,90,90
"GET","/questionnaire/visitors/{id}/usual-household-address/",2,0,79,84,79,89,9259,0.03,0.00,90,90,90,90,90,90,90,90,90,90,90,90
"POST","/questionnaire/visitors/{id}/usual-household-address/",2,0,95,95,95,96,309,0.03,0.00,96,96,96,96,96,96,96,96,96,96,96,96
"GET","/questionnaire/visitors/{id}/visitor-date-of-birth/",2,0,78,100,78,122,9207,0.03,0.00,120,120,120,120,120,120,120,120,120,120,120,120
"POST","/questionnaire/visitors/{id}/visitor-date-of-birth/",2,0,91,97,90,104,289,0.03,0.00,100,100,100,100,100,100,100,100,100,100,100,100
"GET","/questionnaire/visitors/{id}/visitor-interstitial/",2,0,89,101,89,113,7668,0.03,0.00,110,110,110,110,110,110,110,110,110,110,110,110
"POST","/questionnaire/visitors/{id}/visitor-interstitial/",2,0,100,111,99,123,309,0.03,0.00,120,120,120,120,120,120,120,120,120,120,120,120
"GET","/questionnaire/visitors/{id}/visitor-sex/",2,0,79,109,79,139,8523,0.03,0.00,140,140,140,140,140,140,140,140,140,140,140,140
"POST","/questionnaire/visitors/{id}/visitor-sex/",2,0,94,94,94,95,313,0.03,0.00,95,95,95,95,95,95,95,95,95,95,95,95
"GET","/questionnaire/visitors/{id}/visitor-summary/",2,0,84,85,83,87,12932,0.03,0.00,87,87,87,87,87,87,87,87,87,87,87,87
"POST","/questionnaire/visitors/{id}/visitor-summary/",2,0,91,109,91,127,233,0.03,0.00,130,130,130,130,130,130,130,130,130,130,130,130
"GET","/questionnaire/who-lives-here-interstitial/",3,0,80,103,74,154,7737,0.05,0.00,80,80,150,150,150,150,150,150,150,150,150,150
"POST","/questionnaire/who-lives-here-interstitial/",3,0,130,121,100,135,293,0.05,0.00,130,130,140,140,140,140,140,140,140,140,140,140
"GET","/questionnaire/who-lives-here-section-summary/",3,0,81,80,80,81,9984,0.05,0.00,81,81,81,81,81,81,81,81,81,81,81,81
"POST","/questionnaire/who-lives-here-section-summary/",3,0,88,88,83,93,233,0.05,0.00,88,88,93,93,93,93,93,93,93,93,93,93
"GET","/session",3,0,190,239,121,405,233,0.05,0.00,190,190,410,410,410,410,410,410,410,410,410,410
"GET","/submitted/thank-you/",2,0,73,73,72,74,6710,0.03,0.00,74,74,74,74,74,74,74,74,74,74,74,74
"None","Aggregated",644,0,89,94,65,405,5153,10.56,0.00,89,94,99,100,120,130,150,190,410,410,410,410
