"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"POST","/questionnaire/household/{id}/carer/",81,0,140,164,90,342,299,1.33,0.00,140,170,190,220,280,310,340,340,340,340,340,340
"GET","/questionnaire/household/{id}/confirm-dob/",85,0,130,146,79,331,8738,1.39,0.00,130,150,170,180,230,250,310,330,330,330,330,330
"POST","/questionnaire/household/{id}/confirm-dob/",85,0,150,180,89,445,275,1.39,0.00,150,200,220,230,290,350,400,450,450,450,450,450
"GET","/questionnaire/household/{id}/country-of-birth/",83,0,130,140,77,363,10198,1.36,0.00,130,150,170,170,190,230,340,360,360,360,360,360
"POST","/questionnaire/household/{id}/country-of-birth/",83,0,150,161,87,343,325,1.36,0.00,150,170,190,200,240,260,330,340,340,340,340,340
"GET","/questionnaire/household/{id}/current-marriage-status/",84,0,130,151,79,486,8734,1.38,0.00,130,160,170,190,210,280,400,490,490,490,490,490
"POST","/questionnaire/household/{id}/current-marriage-status/",84,0,150,171,89,450,299,1.38,0.00,150,170,210,220,270,300,410,450,450,450,450,450
"GET","/questionnaire/household/{id}/date-of-birth/",85,0,130,136,82,261,9169,1.39,0.00,130,140,160,170,200,220,230,260,260,260,260,260
"POST","/questionnaire/household/{id}/date-of-birth/",85,0,150,172,83,369,291,1.39,0.00,150,180,210,240,280,310,350,370,370,370,370,370
"GET","/questionnaire/household/{id}/degree/",81,0,110,168,76,1388,9081,1.33,0.00,110,130,150,160,190,260,1300,1400,1400,1400,1400,1400
"POST","/questionnaire/household/{id}/degree/",81,0,140,165,89,356,287,1.33,0.00,140,180,200,200,270,310,350,360,360,360,360,360
"GET","/questionnaire/household/{id}/disability/",81,0,120,164,74,1292,10142,1.33,0.00,120,150,170,190,270,290,740,1300,1300,1300,1300,1300
"POST","/questionnaire/household/{id}/disability/",81,0,140,169,89,460,279,1.33,0.00,140,170,190,200,280,340,450,460,460,460,460,460
"GET","/questionnaire/household/{id}/employer-address-workplace/",31,0,130,147,86,336,10731,0.51,0.00,130,160,190,190,210,240,340,340,340,340,340,340
"POST","/questionnaire/household/{id}/employer-address-workplace/",31,0,150,172,101,362,283,0.51,0.00,150,170,210,210,300,360,360,360,360,360,360,360
"GET","/questionnaire/household/{id}/employer-type-of-address/",69,0,120,134,77,351,9621,1.13,0.00,120,150,160,170,200,210,290,350,350,350,350,350
"POST","/questionnaire/household/{id}/employer-type-of-address/",68,0,140,156,87,418,292,1.11,0.00,140,170,190,190,240,260,300,420,420,420,420,420
"GET","/questionnaire/household/{id}/employers-business/",71,0,130,138,72,309,8452,1.16,0.00,130,150,170,170,210,260,310,310,310,310,310,310
"POST","/questionnaire/household/{id}/employers-business/",71,0,140,177,87,1430,287,1.16,0.00,140,170,200,210,260,330,360,1400,1400,1400,1400,1400
"GET","/questionnaire/household/{id}/employment-status/",77,0,130,154,81,427,11354,1.26,0.00,130,150,170,200,270,300,350,430,430,430,430,430
"POST","/questionnaire/household/{id}/employment-status/",77,0,150,164,88,384,311,1.26,0.00,150,170,190,200,260,300,330,380,380,380,380,380
"GET","/questionnaire/household/{id}/ethnic-group/",81,0,140,147,87,295,11319,1.33,0.00,140,160,170,180,200,230,280,300,300,300,300,300
"POST","/questionnaire/household/{id}/ethnic-group/",81,0,150,167,95,413,305,1.33,0.00,150,180,190,200,260,310,380,410,410,410,410,410
"GET","/questionnaire/household/{id}/gcse/",80,0,130,171,80,1405,10345,1.31,0.00,140,160,170,180,210,300,1300,1400,1400,1400,1400,1400
"POST","/questionnaire/household/{id}/gcse/",80,0,140,157,88,320,293,1.31,0.00,140,170,190,210,260,300,310,320,320,320,320,320
"GET","/questionnaire/household/{id}/health/",81,0,130,157,82,1121,9198,1.33,0.00,130,150,180,200,240,280,330,1100,1100,1100,1100,1100
"POST","/questionnaire/household/{id}/health/",81,0,150,168,92,426,289,1.33,0.00,150,170,200,230,250,300,340,430,430,430,430,430
"GET","/questionnaire/household/{id}/hours-worked/",70,0,120,144,79,369,9421,1.15,0.00,130,150,170,190,230,290,300,370,370,370,370,370
"POST","/questionnaire/household/{id}/hours-worked/",70,0,130,153,88,505,291,1.15,0.00,130,150,170,200,250,270,330,510,510,510,510,510
"GET","/questionnaire/household/{id}/in-education/",84,0,130,141,85,326,8588,1.38,0.00,130,150,170,170,210,230,250,330,330,330,330,330
"POST","/questionnaire/household/{id}/in-education/",84,0,150,165,90,381,301,1.38,0.00,150,180,190,200,250,290,350,380,380,380,380,380
"GET","/questionnaire/household/{id}/individual-interstitial/",85,0,110,132,76,354,7829,1.39,0.00,110,140,160,170,190,220,340,350,350,350,350,350
"POST","/questionnaire/household/{id}/individual-interstitial/",85,0,140,173,87,532,279,1.39,0.00,140,170,190,210,310,360,510,530,530,530,530,530
"GET","/questionnaire/household/{id}/job-description/",72,0,120,167,75,1094,8454,1.18,0.00,130,160,170,180,220,250,1100,1100,1100,1100,1100,1100
"POST","/questionnaire/household/{id}/job-description/",72,0,140,160,91,336,305,1.18,0.00,140,180,190,210,240,280,330,340,340,340,340,340
"GET","/questionnaire/household/{id}/job-title/",73,0,110,133,71,321,8255,1.20,0.00,110,130,150,160,220,280,310,320,320,320,320,320
"POST","/questionnaire/household/{id}/job-title/",72,0,130,158,79,395,299,1.18,0.00,130,160,190,210,250,300,330,400,400,400,400,400
"GET","/questionnaire/household/{id}/language/",81,0,140,164,82,1013,9985,1.33,0.00,140,170,180,200,250,280,310,1000,1000,1000,1000,1000
"POST","/questionnaire/household/{id}/language/",81,0,150,158,95,353,287,1.33,0.00,150,160,190,200,220,270,350,350,350,350,350,350
"GET","/questionnaire/household/{id}/main-employment-block/",76,0,120,137,76,336,7647,1.25,0.00,120,150,160,180,220,250,310,340,340,340,340,340
"POST","/questionnaire/household/{id}/main-employment-block/",76,0,150,160,86,390,295,1.25,0.00,150,180,190,200,260,310,380,390,390,390,390,390
"GET","/questionnaire/household/{id}/main-job-type/",76,0,130,139,80,354,9198,1.25,0.00,130,150,170,170,220,240,250,350,350,350,350,350
"POST","/questionnaire/household/{id}/main-job-type/",74,0,130,160,81,362,295,1.21,0.00,140,170,180,210,250,300,340,360,360,360,360,360
"GET","/questionnaire/household/{id}/mainly-work-in-uk/",31,0,110,129,82,237,8627,0.51,0.00,110,130,150,160,200,230,240,240,240,240,240,240
"POST","/questionnaire/household/{id}/mainly-work-in-uk/",31,0,130,162,99,345,321,0.51,0.00,130,180,210,210,250,310,350,350,350,350,350,350
"GET","/questionnaire/household/{id}/marriage-type/",85,0,130,143,87,373,11053,1.39,0.00,130,150,160,190,210,260,300,370,370,370,370,370
"POST","/questionnaire/household/{id}/marriage-type/",84,0,150,171,94,423,315,1.38,0.00,150,180,200,210,260,300,400,420,420,420,420,420
"GET","/questionnaire/household/{id}/national-identity/",81,0,150,164,82,656,10891,1.33,0.00,150,170,190,200,270,280,310,660,660,660,660,660
"POST","/questionnaire/household/{id}/national-identity/",81,0,160,173,93,443,293,1.33,0.00,160,180,200,210,260,300,390,440,440,440,440,440
"GET","/questionnaire/household/{id}/nvq-level/",81,0,130,142,75,402,10475,1.33,0.00,130,150,160,170,210,240,330,400,400,400,400,400
"POST","/questionnaire/household/{id}/nvq-level/",81,0,150,167,91,370,283,1.33,0.00,150,180,200,210,260,280,360,370,370,370,370,370
"GET","/questionnaire/household/{id}/passports/",81,0,140,165,80,1183,11226,1.33,0.00,140,160,180,180,220,310,410,1200,1200,1200,1200,1200
"POST","/questionnaire/household/{id}/passports/",81,0,150,171,94,336,281,1.33,0.00,150,180,200,220,260,300,320,340,340,340,340,340
"GET","/questionnaire/household/{id}/past-usual-household-address/",83,0,130,142,82,415,10242,1.36,0.00,130,150,170,180,210,220,360,420,420,420,420,420
"POST","/questionnaire/household/{id}/past-usual-household-address/",81,0,170,183,93,727,303,1.33,0.00,170,190,210,230,280,310,420,730,730,730,730,730
"GET","/questionnaire/household/{id}/proxy/",85,0,130,146,82,388,8513,1.39,0.00,130,150,170,180,200,280,360,390,390,390,390,390
"POST","/questionnaire/household/{id}/proxy/",85,0,160,178,86,412,295,1.39,0.00,160,190,220,250,280,330,380,410,410,410,410,410
"GET","/questionnaire/household/{id}/qualifications/",81,0,120,134,77,339,7709,1.33,0.00,120,140,160,170,190,220,270,340,340,340,340,340
"POST","/questionnaire/household/{id}/qualifications/",81,0,140,168,92,391,297,1.33,0.00,140,190,210,210,260,330,380,390,390,390,390,390
"GET","/questionnaire/household/{id}/religion/",81,0,140,153,83,367,11122,1.33,0.00,140,170,180,190,220,250,320,370,370,370,370,370
"POST","/questionnaire/household/{id}/religion/",81,0,160,176,92,427,285,1.33,0.00,160,180,210,210,280,320,380,430,430,430,430,430
"GET","/questionnaire/household/{id}/sex/",85,0,130,140,74,287,8587,1.39,0.00,130,150,160,190,220,230,280,290,290,290,290,290
"POST","/questionnaire/household/{id}/sex/",85,0,150,169,91,443,295,1.39,0.00,150,180,200,220,270,300,430,440,440,440,440,440
"GET","/questionnaire/household/{id}/sexual-identity/",81,0,140,160,76,1486,10259,1.33,0.00,140,150,170,190,220,260,320,1500,1500,1500,1500,1500
"POST","/questionnaire/household/{id}/sexual-identity/",81,0,140,162,89,492,293,1.33,0.00,140,170,180,200,240,280,350,490,490,490,490,490
"GET","/questionnaire/household/{id}/summary/",67,0,190,188,108,431,33633,1.10,0.00,190,210,220,230,250,270,360,430,430,430,430,430
"POST","/questionnaire/household/{id}/summary/",67,0,150,160,87,384,233,1.10,0.00,150,170,200,200,230,280,360,380,380,380,380,380
"GET","/questionnaire/household/{id}/supervise/",70,0,120,155,79,1127,8719,1.15,0.00,120,150,170,180,250,320,480,1100,1100,1100,1100,1100
"POST","/questionnaire/household/{id}/supervise/",70,0,130,154,87,408,293,1.15,0.00,140,170,180,190,240,280,290,410,410,410,410,410
"GET","/questionnaire/household/{id}/white-ethnic-group/",81,0,140,162,85,411,11381,1.33,0.00,140,180,190,220,270,310,330,410,410,410,410,410
"POST","/questionnaire/household/{id}/white-ethnic-group/",81,0,140,169,96,382,285,1.33,0.00,140,190,220,220,270,280,340,380,380,380,380,380
"GET","/questionnaire/household/{id}/work-travel/",70,0,130,141,76,341,11182,1.15,0.00,130,150,170,180,210,220,260,340,340,340,340,340
"POST","/questionnaire/household/{id}/work-travel/",70,0,140,164,86,412,317,1.15,0.00,140,170,200,230,280,320,360,410,410,410,410,410
"GET","/questionnaire/number-of-bedrooms/",50,0,120,131,78,377,8495,0.82,0.00,120,130,140,140,200,230,380,380,380,380,380,380
"POST","/questionnaire/number-of-bedrooms/",50,0,160,176,82,440,265,0.82,0.00,160,180,200,230,280,380,440,440,440,440,440,440
"GET","/questionnaire/number-of-vehicles/",50,0,130,145,81,320,10615,0.82,0.00,130,150,180,180,240,260,320,320,320,320,320,320
"POST","/questionnaire/number-of-vehicles/",50,0,160,173,94,422,293,0.82,0.00,160,190,210,210,240,320,420,420,420,420,420,420
"GET","/questionnaire/own-or-rent/",50,0,110,127,78,256,9623,0.82,0.00,110,140,150,160,190,240,260,260,260,260,260,260
"POST","/questionnaire/own-or-rent/",50,0,150,160,91,302,271,0.82,0.00,160,190,200,200,240,250,300,300,300,300,300,300
"GET","/questionnaire/primary-person-list-collector/",51,0,120,135,78,400,9743,0.84,0.00,120,140,150,150,200,240,320,400,400,400,400,400
"POST","/questionnaire/primary-person-list-collector/",51,0,150,162,90,405,321,0.84,0.00,150,160,180,190,250,360,360,410,410,410,410,410
"GET","/questionnaire/relationships-interstitial/",50,0,130,134,72,269,7668,0.82,0.00,130,140,160,170,200,250,270,270,270,270,270,270
"POST","/questionnaire/relationships-interstitial/",50,0,130,154,92,305,261,0.82,0.00,130,150,180,210,250,290,310,310,310,310,310,310
"GET","/questionnaire/relationships/",50,0,110,113,66,228,295,0.82,0.00,110,120,140,150,160,210,230,230,230,230,230,230
"GET","/questionnaire/relationships/{id}/to/{id}/",50,0,130,159,94,426,13800,0.82,0.00,130,160,190,190,240,310,430,430,430,430,430,430
"POST","/questionnaire/relationships/{id}/to/{id}/",50,0,180,182,95,386,233,0.82,0.00,180,200,210,240,280,310,390,390,390,390,390,390
"GET","/questionnaire/self-contained/",50,0,140,150,83,475,10098,0.82,0.00,140,160,170,190,220,260,480,480,480,480,480,480
"POST","/questionnaire/self-contained/",50,0,150,155,93,351,271,0.82,0.00,150,170,180,190,240,250,350,350,350,350,350,350
"GET","/questionnaire/type-of-house/",50,0,130,130,77,208,8965,0.82,0.00,130,140,150,160,180,200,210,210,210,210,210,210
"POST","/questionnaire/type-of-house/",50,0,140,156,86,307,263,0.82,0.00,140,160,180,190,250,280,310,310,310,310,310,310
"GET","/questionnaire/visitor-list-collector/",50,0,130,147,83,330,9907,0.82,0.00,140,170,180,180,210,210,330,330,330,330,330,330
"POST","/questionnaire/visitor-list-collector/",50,0,140,149,88,280,295,0.82,0.00,140,160,170,200,230,270,280,280,280,280,280,280
"GET","/questionnaire/visitors/add-visitor/?previous=any-visitors",50,0,140,141,76,298,10114,0.82,0.00,140,150,170,180,220,250,300,300,300,300,300,300
"POST","/questionnaire/visitors/add-visitor/?previous=any-visitors",50,0,150,171,96,357,279,0.82,0.00,160,190,200,220,260,270,360,360,360,360,360,360
"GET","/questionnaire/visitors/{id}/usual-address-details/",29,0,130,135,82,205,9493,0.48,0.00,130,160,170,170,190,200,210,210,210,210,210,210
"POST","/questionnaire/visitors/{id}/usual-address-details/",29,0,150,150,95,224,297,0.48,0.00,150,170,180,190,200,200,220,220,220,220,220,220
"GET","/questionnaire/visitors/{id}/usual-household-address/",30,0,110,116,85,212,9259,0.49,0.00,110,120,120,130,160,200,210,210,210,210,210,210
"POST","/questionnaire/visitors/{id}/usual-household-address/",30,0,120,152,99,371,309,0.49,0.00,120,140,170,180,340,370,370,370,370,370,370,370
"GET","/questionnaire/visitors/{id}/visitor-date-of-birth/",30,0,130,136,87,301,9207,0.49,0.00,140,150,150,160,170,220,300,300,300,300,300,300
"POST","/questionnaire/visitors/{id}/visitor-date-of-birth/",30,0,130,149,92,333,289,0.49,0.00,150,160,170,170,210,250,330,330,330,330,330,330
"GET","/questionnaire/visitors/{id}/visitor-interstitial/",31,0,110,118,83,192,7668,0.51,0.00,110,130,140,150,160,180,190,190,190,190,190,190
"POST","/questionnaire/visitors/{id}/visitor-interstitial/",31,0,140,159,92,326,309,0.51,0.00,140,180,190,190,240,290,330,330,330,330,330,330
"GET","/questionnaire/visitors/{id}/visitor-sex/",30,0,110,131,80,278,8523,0.49,0.00,110,140,150,180,200,260,280,280,280,280,280,280
"POST","/questionnaire/visitors/{id}/visitor-sex/",30,0,130,151,98,279,313,0.49,0.00,140,160,180,190,230,240,280,280,280,280,280,280
"GET","/questionnaire/visitors/{id}/visitor-summary/",29,0,110,139,90,276,12932,0.48,0.00,110,150,170,200,220,250,280,280,280,280,280,280
"POST","/questionnaire/visitors/{id}/visitor-summary/",29,0,130,146,92,257,233,0.48,0.00,130,160,180,200,200,210,260,260,260,260,260,260
"GET","/questionnaire/who-lives-here-interstitial/",52,0,110,127,78,218,7737,0.85,0.00,110,140,170,170,190,210,210,220,220,220,220,220
"POST","/questionnaire/who-lives-here-interstitial/",51,0,150,165,92,579,293,0.84,0.00,150,170,190,200,230,320,370,580,580,580,580,580
"GET","/questionnaire/who-lives-here-section-summary/",50,0,120,131,83,280,9984,0.82,0.00,120,130,150,160,190,210,280,280,280,280,280,280
"POST","/questionnaire/who-lives-here-section-summary/",50,0,150,155,86,343,233,0.82,0.00,150,160,170,180,230,310,340,340,340,340,340,340
"GET","/session",52,0,230,234,115,390,233,0.85,0.00,230,270,280,290,330,380,390,390,390,390,390,390
"GET","/submitted/thank-you/",28,0,97,104,80,166,6710,0.46,0.00,100,110,110,120,120,140,170,170,170,170,170,170
"None","Aggregated",9751,0,140,154,64,1486,5119,159.82,0.00,140,160,180,190,240,280,340,380,1200,1500,1500,1500
