Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/questionnaire/household/{id}/employment-status-last-seven-days/,497,0,180.0,210.00218128798844,85.602100007236,671.1103999987245,315.0,0.829193724215135,0.0,180,220,250,270,330,420,530,590,670,670,670
GET,/questionnaire/household/{id}/ethnic-group/,568,0,150.0,173.9884258794531,79.4127999979537,550.1812000002246,24311.0,0.9476499705315828,0.0,150,180,200,220,310,390,410,440,550,550,550
POST,/questionnaire/household/{id}/ethnic-group/,568,0,180.0,200.465524472568,84.63810000102967,840.3604000050109,309.0,0.9476499705315828,0.0,180,210,240,260,320,360,430,490,840,840,840
GET,/questionnaire/household/{id}/gcse/,506,0,160.0,173.28318300391933,72.63350000721402,616.9447000138462,22796.671936758892,0.8442093047341214,0.0,160,180,200,220,270,330,390,420,620,620,620
POST,/questionnaire/household/{id}/gcse/,502,0,190.0,208.39180876452204,86.965099995723,536.4216000016313,297.0,0.8375357133923497,0.0,190,220,250,270,330,350,450,470,540,540,540
GET,/questionnaire/household/{id}/gender-identity/,547,0,150.0,171.62089652632545,63.63919997238554,635.7258999778423,19772.155393053017,0.9126136159872814,0.0,150,180,200,210,280,370,430,450,640,640,640
POST,/questionnaire/household/{id}/gender-identity/,542,0,180.0,203.14648357989796,85.55020001949742,635.1954999845475,327.0,0.9042716268100668,0.0,180,220,250,260,320,380,490,510,640,640,640
GET,/questionnaire/household/{id}/health-conditions-or-illnesses/,565,0,150.0,174.71505451238656,69.66959999408573,697.8594000102021,20744.883185840707,0.9426447770252541,0.0,150,180,210,230,290,360,450,490,700,700,700
POST,/questionnaire/household/{id}/health-conditions-or-illnesses/,561,0,180.0,203.99343832429173,85.73380002053455,822.8517999814358,329.0,0.9359711856834824,0.0,180,220,250,270,320,390,470,520,820,820,820
GET,/questionnaire/household/{id}/health/,567,0,140.0,169.50168977115825,63.70169998263009,663.29689999111,20051.962962962964,0.9459815726961399,0.0,140,170,190,220,290,360,410,480,660,660,660
POST,/questionnaire/household/{id}/health/,566,0,180.0,209.87777226233678,85.7356000051368,609.0782000101171,333.0,0.944313174860697,0.0,180,220,250,270,340,420,480,550,610,610,610
GET,/questionnaire/household/{id}/hours-worked/,497,0,130.0,162.48751871288525,68.73499997891486,499.13650000235066,20151.714285714286,0.829193724215135,0.0,130,160,180,200,270,380,440,460,500,500,500
POST,/questionnaire/household/{id}/hours-worked/,497,0,180.0,186.58930140768103,80.37140002124943,481.5713999851141,301.0,0.829193724215135,0.0,180,200,230,240,280,310,380,420,480,480,480
GET,/questionnaire/household/{id}/in-education/,568,0,140.0,172.54093080985731,72.96560000395402,640.2945999871008,18334.0,0.9476499705315828,0.0,150,180,200,220,290,390,440,480,640,640,640
POST,/questionnaire/household/{id}/in-education/,568,0,180.0,206.41338890878538,82.93579999008216,750.4449999833014,305.0,0.9476499705315828,0.0,180,220,250,260,340,420,490,530,750,750,750
GET,/questionnaire/household/{id}/individual-coronavirus-circumstances/,568,0,110.0,133.6238371487256,66.32600000011735,494.90449999575503,16575.5,0.9476499705315828,0.0,110,130,140,150,200,330,370,420,490,490,490
POST,/questionnaire/household/{id}/individual-coronavirus-circumstances/,568,0,140.0,164.34783415516762,72.40579999051988,555.9982999984641,321.0,0.9476499705315828,0.0,140,170,190,200,250,340,420,460,560,560,560
GET,/questionnaire/household/{id}/individual-introduction/,568,0,110.0,129.19790035187066,62.878500000806525,549.5007999998052,17668.0,0.9476499705315828,0.0,110,120,140,150,180,330,370,400,550,550,550
POST,/questionnaire/household/{id}/individual-introduction/,568,0,130.0,151.0528434859814,70.58850000612438,485.9757000231184,345.0,0.9476499705315828,0.0,130,160,180,190,230,280,370,400,490,490,490
GET,/questionnaire/household/{id}/job-description/,497,0,130.0,158.5813657944798,69.17519998387434,468.5903000063263,17736.428571428572,0.829193724215135,0.0,130,160,180,200,280,350,430,440,470,470,470
POST,/questionnaire/household/{id}/job-description/,497,0,170.0,191.12300040187236,84.03910000924952,554.488499998115,299.0,0.829193724215135,0.0,170,200,220,240,300,380,480,530,550,550,550
GET,/questionnaire/household/{id}/job-title/,497,0,140.0,164.2606859153368,63.188400003127754,609.6332999877632,18004.428571428572,0.829193724215135,0.0,140,170,190,200,260,380,440,490,610,610,610
POST,/questionnaire/household/{id}/job-title/,497,0,160.0,181.206715292116,82.04889998887666,733.5338999982923,303.0,0.829193724215135,0.0,160,180,210,220,290,370,490,550,730,730,730
GET,/questionnaire/household/{id}/location-one-year-ago/,568,0,140.0,171.5255799292567,68.09809998958372,847.3936000082176,20685.0,0.9476499705315828,0.0,140,170,200,220,290,380,460,510,850,850,850
POST,/questionnaire/household/{id}/location-one-year-ago/,568,0,180.0,200.82318221727587,84.20340000884607,662.7218999783508,307.0,0.9476499705315828,0.0,180,210,240,260,310,420,510,540,660,660,660
GET,/questionnaire/household/{id}/look-after-or-support-others/,561,0,140.0,171.49295971540855,69.73739998647943,631.9529000029434,22040.725490196077,0.9359711856834824,0.0,140,170,200,220,280,380,440,490,630,630,630
POST,/questionnaire/household/{id}/look-after-or-support-others/,558,0,190.0,220.3178625448697,78.83850001962855,931.0754000034649,309.0,0.9309659921771536,0.0,190,230,270,280,360,450,500,570,930,930,930
GET,/questionnaire/household/{id}/main-job-introduction/,497,0,140.0,161.64371207286416,70.60760000604205,525.113900017459,16692.714285714286,0.829193724215135,0.0,140,160,180,200,260,370,430,460,530,530,530
POST,/questionnaire/household/{id}/main-job-introduction/,497,0,170.0,193.69076760559554,81.5879000001587,587.6666000112891,303.0,0.829193724215135,0.0,170,200,230,240,330,410,510,530,590,590,590
GET,/questionnaire/household/{id}/main-job-status/,497,0,140.0,160.44622897432828,68.53090002550744,575.5747999937739,19710.14285714286,0.829193724215135,0.0,140,160,180,200,250,340,410,440,580,580,580
POST,/questionnaire/household/{id}/main-job-status/,497,0,170.0,197.71278611757,80.244099983247,515.6793000060134,299.0,0.829193724215135,0.0,170,210,230,250,320,400,460,490,520,520,520
GET,/questionnaire/household/{id}/main-language/,568,0,150.0,174.10897235925108,66.78769999416545,653.4359999932349,20491.5,0.9476499705315828,0.0,150,180,200,220,290,380,420,450,650,650,650
POST,/questionnaire/household/{id}/main-language/,568,0,190.0,212.86262447187843,80.49639998353086,703.0583999876399,291.0,0.9476499705315828,0.0,190,220,260,280,340,420,480,560,700,700,700
GET,/questionnaire/household/{id}/mainly-work-in-uk/,213,0,150.0,169.8116103273012,63.3965999877546,470.9466999920551,18604.0,0.35536873894934357,0.0,150,180,200,210,300,370,430,440,470,470,470
POST,/questionnaire/household/{id}/mainly-work-in-uk/,213,0,180.0,194.78355586857256,97.66390000004321,467.4331999849528,307.0,0.35536873894934357,0.0,180,210,230,240,300,330,390,420,470,470,470
GET,/questionnaire/household/{id}/marital-or-civil-partnership-status/,568,0,140.0,171.08154119772044,73.63020000047982,732.6837000146043,24261.0,0.9476499705315828,0.0,140,170,190,210,260,380,450,500,730,730,730
POST,/questionnaire/household/{id}/marital-or-civil-partnership-status/,568,0,180.0,206.5090221835753,79.0887999755796,596.5602000069339,315.0,0.9476499705315828,0.0,180,220,250,270,350,400,460,520,600,600,600
GET,/questionnaire/household/{id}/national-identity/,568,0,140.0,171.7660713031979,75.17840000218712,647.0720000215806,20956.5,0.9476499705315828,0.0,140,170,190,220,290,380,450,500,650,650,650
POST,/questionnaire/household/{id}/national-identity/,568,0,170.0,198.8297202462465,92.20189999905415,628.2428000122309,297.0,0.9476499705315828,0.0,170,200,230,250,320,380,450,540,630,630,630
GET,/questionnaire/household/{id}/nvq-level/,516,0,150.0,172.3425362403315,70.00110001536086,801.5285999863409,23011.08527131783,0.8608932830885506,0.0,150,180,200,210,290,370,430,460,800,800,800
POST,/questionnaire/household/{id}/nvq-level/,512,0,180.0,209.37539199218236,81.17869999841787,709.1621999861673,287.0,0.8542196917467789,0.0,180,230,250,260,340,390,470,520,710,710,710
GET,/questionnaire/household/{id}/passports/,568,0,150.0,177.08738679536677,72.03080001636408,568.6996000004001,20432.5,0.9476499705315828,0.0,150,180,200,220,290,370,450,490,570,570,570
POST,/questionnaire/household/{id}/passports/,568,0,180.0,206.07636831006,86.61399999982677,645.3661999839824,285.0,0.9476499705315828,0.0,180,220,250,270,330,370,430,490,650,650,650
GET,/questionnaire/household/{id}/qualifications-introduction/,541,0,140.0,163.50113345642984,58.04340000031516,804.6494000009261,16578.025878003697,0.9026032289746239,0.0,140,170,190,200,250,330,440,490,800,800,800
POST,/questionnaire/household/{id}/qualifications-introduction/,534,0,170.0,195.49933445676098,73.36789998225868,747.5946999911685,301.0,0.8909244441265234,0.0,170,200,230,250,300,380,460,550,750,750,750
GET,/questionnaire/household/{id}/religion/,568,0,140.0,167.17806954278478,73.49690000410192,719.0363999980036,23395.5,0.9476499705315828,0.0,140,170,190,210,260,340,390,420,720,720,720
POST,/questionnaire/household/{id}/religion/,568,0,170.0,197.09994982412368,84.42130000912584,632.3268999985885,299.0,0.9476499705315828,0.0,170,220,240,250,300,370,440,490,630,630,630
GET,/questionnaire/household/{id}/sex-of-current-spouse/,568,0,150.0,180.49348996487745,68.71329998830333,982.0007999951486,18515.0,0.9476499705315828,0.0,150,180,200,230,340,390,460,530,980,980,980
POST,/questionnaire/household/{id}/sex-of-current-spouse/,568,0,180.0,200.97606496505838,85.02050000242889,740.4217000002973,303.0,0.9476499705315828,0.0,180,210,240,260,310,380,470,510,740,740,740
GET,/questionnaire/household/{id}/sex/,568,0,140.0,159.47990281639366,70.281199994497,611.3255999807734,18439.0,0.9476499705315828,0.0,140,160,180,200,250,350,390,440,610,610,610
POST,/questionnaire/household/{id}/sex/,568,0,170.0,190.37244595155,85.5306000157725,564.1683000139892,343.0,0.9476499705315828,0.0,170,200,220,250,310,370,430,480,560,560,560
GET,/questionnaire/household/{id}/sexual-orientation/,557,0,150.0,171.8371761224464,76.81120000779629,513.9795000141021,23320.52603231598,0.9292975943417107,0.0,150,180,200,210,270,350,420,450,510,510,510
POST,/questionnaire/household/{id}/sexual-orientation/,547,0,190.0,205.9470053023801,86.3874000206124,608.9684999897145,303.0,0.9126136159872814,0.0,190,220,250,260,320,370,440,490,610,610,610
GET,/questionnaire/household/{id}/supervise-others/,497,0,140.0,157.42949939635537,70.91650000074878,449.20159998582676,18541.0,0.829193724215135,0.0,140,160,180,190,240,330,380,430,450,450,450
POST,/questionnaire/household/{id}/supervise-others/,497,0,170.0,182.82754506957502,82.23979998729192,580.8772999735083,297.0,0.829193724215135,0.0,170,200,220,240,280,320,380,400,580,580,580
GET,/questionnaire/household/{id}/travel-to-work/,497,0,140.0,163.48936036270126,73.31740000518039,556.6433999920264,24639.285714285714,0.829193724215135,0.0,140,160,180,190,260,370,420,470,560,560,560
POST,/questionnaire/household/{id}/travel-to-work/,497,0,170.0,191.42007726416557,92.17970000463538,584.7196000104304,301.0,0.829193724215135,0.0,170,210,230,240,280,330,400,480,580,580,580
GET,/questionnaire/household/{id}/what-is-your-name/,284,0,130.0,162.86195070494267,54.81449997751042,441.9804000062868,18151.0,0.4738249852657914,0.0,130,160,190,210,300,360,400,430,440,440,440
POST,/questionnaire/household/{id}/what-is-your-name/,284,0,170.0,198.75620352155545,80.20769999711774,664.9410000245553,277.0,0.4738249852657914,0.0,170,210,240,260,340,430,480,510,660,660,660
GET,/questionnaire/household/{id}/white-ethnic-group/,568,0,150.0,173.77517341544302,70.81629999447614,657.9357000009622,23032.5,0.9476499705315828,0.0,150,180,200,220,270,360,450,470,660,660,660
POST,/questionnaire/household/{id}/white-ethnic-group/,568,0,170.0,202.2293825702177,80.8588000072632,607.4665000196546,289.0,0.9476499705315828,0.0,170,220,250,260,320,370,470,510,610,610,610
GET,/questionnaire/household/{id}/workplace-address/,213,0,150.0,162.66240281812046,82.93149998644367,448.5841999994591,25170.0,0.35536873894934357,0.0,150,170,180,200,230,280,400,440,450,450,450
POST,/questionnaire/household/{id}/workplace-address/,213,0,160.0,184.04483568142473,99.92290000081994,500.1521999947727,237.0,0.35536873894934357,0.0,160,190,220,240,270,320,450,460,500,500,500
GET,/questionnaire/household/{id}/workplace-type/,497,0,140.0,166.46111770582215,78.04369999212213,550.1091000041924,24417.285714285714,0.829193724215135,0.0,140,170,190,210,270,350,410,460,550,550,550
POST,/questionnaire/household/{id}/workplace-type/,497,0,180.0,192.96901287719226,82.44769999873824,614.1439999919385,267.0,0.829193724215135,0.0,180,200,230,240,290,330,410,480,610,610,610
GET,/questionnaire/number-of-bedrooms/,284,0,110.0,126.49759084427349,60.27290000929497,609.1763000003994,17616.0,0.4738249852657914,0.0,110,120,140,150,170,210,400,410,610,610,610
POST,/questionnaire/number-of-bedrooms/,284,0,130.0,150.31755387319438,74.83979998505674,591.4799000020139,269.0,0.4738249852657914,0.0,130,150,160,180,220,310,460,510,590,590,590
GET,/questionnaire/number-of-vehicles/,284,0,110.0,132.53202394454848,72.05750001594424,439.63910001912154,22025.0,0.4738249852657914,0.0,110,130,140,150,200,270,380,400,440,440,440
POST,/questionnaire/number-of-vehicles/,284,0,130.0,149.51608309894883,78.0044999846723,485.0555000011809,237.0,0.4738249852657914,0.0,130,150,170,180,210,280,410,440,490,490,490
GET,/questionnaire/own-or-rent/,284,0,110.0,123.9281869724001,59.00840001413599,446.2418000039179,20979.0,0.4738249852657914,0.0,110,120,140,140,180,220,340,380,450,450,450
POST,/questionnaire/own-or-rent/,284,0,130.0,154.0473852123988,75.1909000100568,477.6471999939531,275.0,0.4738249852657914,0.0,130,150,170,190,250,290,410,440,480,480,480
GET,/questionnaire/people-living-here/,284,0,140.0,166.49613204208435,67.30850000167266,858.6594999942463,22356.0,0.4738249852657914,0.0,140,160,200,210,270,350,430,550,860,860,860
POST,/questionnaire/people-living-here/,284,0,160.0,185.4940246480958,81.56880000024103,688.3003000111785,293.0,0.4738249852657914,0.0,160,190,220,240,310,380,450,490,690,690,690
GET,/questionnaire/people-who-live-here-introduction/,284,0,140.0,173.56504401338407,73.59359998372383,767.3289999947883,18830.0,0.4738249852657914,0.0,140,170,190,220,340,400,470,610,770,770,770
POST,/questionnaire/people-who-live-here-introduction/,284,0,160.0,185.55449612637898,71.85969999409281,712.359800003469,287.0,0.4738249852657914,0.0,160,190,230,250,290,370,470,630,710,710,710
GET,/questionnaire/relationships-introduction/,284,0,100.0,124.88279647778386,66.38779997592792,400.0499000248965,15850.0,0.4738249852657914,0.0,100,120,130,140,190,320,350,390,400,400,400
POST,/questionnaire/relationships-introduction/,284,0,110.0,128.09635105528082,64.21640000189655,458.48129998194054,265.0,0.4738249852657914,0.0,110,130,140,150,180,230,360,410,460,460,460
GET,/questionnaire/relationships/,284,0,85,103.85887359160746,45.63330000382848,470.62939999159425,319.0,0.4738249852657914,0.0,85,97,110,110,140,310,340,370,470,470,470
GET,/questionnaire/relationships/household/{id}/to/{id}/,284,0,120.0,129.96792077319697,65.64620000426657,473.5778000031132,28286.0,0.4738249852657914,0.0,120,130,130,140,170,210,360,400,470,470,470
POST,/questionnaire/relationships/household/{id}/to/{id}/,284,0,130.0,151.2543954225511,85.40940002421848,452.06869998946786,237.0,0.4738249852657914,0.0,130,150,170,180,210,270,320,360,450,450,450
GET,/questionnaire/rooms-shared-with-another-household/,284,0,110.0,132.29992323961687,59.47859998559579,447.2373000171501,20668.0,0.4738249852657914,0.0,110,130,150,170,210,330,370,390,450,450,450
POST,/questionnaire/rooms-shared-with-another-household/,284,0,140.0,153.6568345082473,78.09090000228025,488.82090000552125,275.0,0.4738249852657914,0.0,140,150,180,180,220,290,400,440,490,490,490
GET,/questionnaire/sections/people-who-live-here-and-overnight-visitors/,284,0,120.0,139.29225140887405,65.46820001676679,635.9142999863252,23732.0,0.4738249852657914,0.0,120,130,140,160,200,350,400,420,640,640,640
POST,/questionnaire/sections/people-who-live-here-and-overnight-visitors/,284,0,90,107.39329260473491,50.794800015864894,385.1837000111118,237.0,0.4738249852657914,0.0,90,100,110,120,160,210,350,370,390,390,390
GET,/questionnaire/type-of-house/,284,0,100.0,127.37431302783489,64.99079999048263,605.6219000020064,19292.0,0.4738249852657914,0.0,100,120,130,140,190,320,380,410,610,610,610
POST,/questionnaire/type-of-house/,284,0,140.0,156.2655334500063,74.08469999791123,477.9770000022836,309.0,0.4738249852657914,0.0,140,160,170,200,240,280,380,470,480,480,480
GET,/questionnaire/visitors/any-more-visitors-add-visitor/?previous=any-visitors,284,0,120.0,155.62004753524556,70.55050000781193,613.5567000019364,19836.0,0.4738249852657914,0.0,120,150,160,190,280,370,440,510,610,610,610
POST,/questionnaire/visitors/any-more-visitors-add-visitor/?previous=any-visitors,284,0,130.0,153.03506197202475,76.37460000114515,572.2896000079345,273.0,0.4738249852657914,0.0,130,160,170,190,230,270,390,480,570,570,570
GET,/questionnaire/visitors/{id}/visitor-date-of-birth/,213,0,130.0,156.85004788626338,74.95149999158457,576.4134000055492,20913.0,0.35536873894934357,0.0,130,160,180,190,250,360,410,430,580,580,580
POST,/questionnaire/visitors/{id}/visitor-date-of-birth/,213,0,160.0,180.76441408366733,85.56539998971857,487.6599999843165,293.0,0.35536873894934357,0.0,160,190,210,230,300,350,410,410,490,490,490
GET,/questionnaire/visitors/{id}/visitor-introduction/,213,0,110.0,138.74779295880225,67.42440001107752,427.3867000010796,16555.0,0.35536873894934357,0.0,110,140,160,170,210,330,380,390,430,430,430
POST,/questionnaire/visitors/{id}/visitor-introduction/,213,0,150.0,174.1578483575859,86.41550000174902,598.9673000003677,313.0,0.35536873894934357,0.0,150,170,190,210,260,390,460,480,600,600,600
GET,/questionnaire/visitors/{id}/visitor-sex/,213,0,120.0,147.48036760512736,73.78900001640432,444.6248000022024,20192.0,0.35536873894934357,0.0,120,150,170,190,220,340,370,410,440,440,440
POST,/questionnaire/visitors/{id}/visitor-sex/,213,0,160.0,183.6307070417791,86.57449999009259,572.716800001217,313.0,0.35536873894934357,0.0,160,190,200,220,290,390,490,540,570,570,570
GET,/questionnaire/visitors/{id}/visitor-usual-address-details/,213,0,140.0,168.47599483425225,68.94470000406727,628.7346999743022,23375.0,0.35536873894934357,0.0,140,160,190,220,290,380,470,480,630,630,630
POST,/questionnaire/visitors/{id}/visitor-usual-address-details/,213,0,180.0,227.53447229919863,86.55830001225695,755.9529000136536,237.0,0.35536873894934357,0.0,180,230,260,300,410,510,720,730,760,760,760
GET,/questionnaire/visitors/{id}/visitor-usual-address/,213,0,150.0,161.865156337656,73.85359998443164,454.94270001654513,20322.0,0.35536873894934357,0.0,150,170,180,200,270,350,390,430,450,450,450
POST,/questionnaire/visitors/{id}/visitor-usual-address/,213,0,160.0,193.576189201405,85.59519998379983,825.8370000112336,329.0,0.35536873894934357,0.0,160,200,230,250,310,390,430,600,830,830,830
POST,/questionnaire/who-else-lives-here/,284,0,170.0,199.5595218306309,82.8499999770429,664.6211000042967,375.0,0.4738249852657914,0.0,170,210,240,260,350,400,500,580,660,660,660
GET,/session,284,0,380.0,650.4341017593823,148.0143000080716,2349.301399983233,237.0,0.4738249852657914,0.0,390,510,910,1100,1700,1900,2200,2200,2300,2300,2300
GET,/submitted/thank-you/,213,0,130.0,157.38046150329356,53.18170000100508,647.6264999946579,18601.0,0.35536873894934357,0.0,130,150,170,200,320,370,430,480,650,650,650
