Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,99.999%,100%
POST,/questionnaire/household/{id}/employment-status-last-seven-days/,4,0,61,62.38424777984619,58.10093879699707,67.21687316894531,315.0,0.013355885407207953,0.0,64,64,67,67,67,67,67,67,67,67,67,67
GET,/questionnaire/household/{id}/ethnic-group/,5,0,50,50.58879852294922,46.72574996948242,56.29134178161621,32920.2,0.016694856759009943,0.0,50,51,51,56,56,56,56,56,56,56,56,56
POST,/questionnaire/household/{id}/ethnic-group/,5,0,79,73.30322265625,60.03522872924805,86.06886863708496,309.0,0.016694856759009943,0.0,79,80,80,86,86,86,86,86,86,86,86,86
GET,/questionnaire/household/{id}/gcse/,4,0,49.31163787841797,50.6250262260437,49.31163787841797,53.1156063079834,31458.0,0.013355885407207953,0.0,51,51,53,53,53,53,53,53,53,53,53,53
POST,/questionnaire/household/{id}/gcse/,4,0,64,67.13509559631348,62.46018409729004,72.92485237121582,297.0,0.013355885407207953,0.0,69,69,73,73,73,73,73,73,73,73,73,73
GET,/questionnaire/household/{id}/gender-identity/,4,0,50,50.213634967803955,47.101497650146484,52.437543869018555,28396.0,0.013355885407207953,0.0,52,52,52,52,52,52,52,52,52,52,52,52
POST,/questionnaire/household/{id}/gender-identity/,4,0,61.04707717895508,69.85902786254883,61.04707717895508,85.05868911743164,327.0,0.013355885407207953,0.0,72,72,85,85,85,85,85,85,85,85,85,85
GET,/questionnaire/household/{id}/health-conditions-or-illnesses/,4,0,48,48.85596036911011,47.754526138305664,50.57191848754883,29376.0,0.013355885407207953,0.0,49,49,51,51,51,51,51,51,51,51,51,51
POST,/questionnaire/household/{id}/health-conditions-or-illnesses/,4,0,58,63.34573030471802,57.54995346069336,77.37064361572266,329.0,0.013355885407207953,0.0,61,61,77,77,77,77,77,77,77,77,77,77
GET,/questionnaire/household/{id}/health/,4,0,49,53.758203983306885,44.747352600097656,70.27244567871094,28666.0,0.013355885407207953,0.0,51,51,70,70,70,70,70,70,70,70,70,70
POST,/questionnaire/household/{id}/health/,4,0,62,68.4366226196289,58.257102966308594,84.3803882598877,333.0,0.013355885407207953,0.0,69,69,84,84,84,84,84,84,84,84,84,84
GET,/questionnaire/household/{id}/hours-worked/,4,0,49,51.394104957580566,47.03259468078613,58.80475044250488,28543.0,0.013355885407207953,0.0,50,50,59,59,59,59,59,59,59,59,59,59
POST,/questionnaire/household/{id}/hours-worked/,4,0,65,70.10215520858765,63.38143348693848,79.70380783081055,301.0,0.013355885407207953,0.0,73,73,80,80,80,80,80,80,80,80,80,80
GET,/questionnaire/household/{id}/in-education/,5,0,50,51.96061134338379,46.01907730102539,62.60943412780762,26960.4,0.016694856759009943,0.0,50,53,53,63,63,63,63,63,63,63,63,63
POST,/questionnaire/household/{id}/in-education/,5,0,69,67.8410530090332,59.746503829956055,75.25086402893066,305.0,0.016694856759009943,0.0,69,71,71,75,75,75,75,75,75,75,75,75
GET,/questionnaire/household/{id}/individual-introduction/,5,0,49,49.33342933654785,44.86870765686035,56.391239166259766,26031.8,0.016694856759009943,0.0,49,50,50,56,56,56,56,56,56,56,56,56
POST,/questionnaire/household/{id}/individual-introduction/,5,0,72,70.85833549499512,60.07981300354004,80.78742027282715,321.0,0.016694856759009943,0.0,72,79,79,81,81,81,81,81,81,81,81,81
GET,/questionnaire/household/{id}/job-description/,4,0,46,53.45731973648071,45.98665237426758,64.04447555541992,26285.0,0.013355885407207953,0.0,57,57,64,64,64,64,64,64,64,64,64,64
POST,/questionnaire/household/{id}/job-description/,4,0,69,69.76968050003052,67.55423545837402,72.31903076171875,299.0,0.013355885407207953,0.0,70,70,72,72,72,72,72,72,72,72,72,72
GET,/questionnaire/household/{id}/job-title/,4,0,51,52.091777324676514,45.40538787841797,60.46438217163086,26581.5,0.013355885407207953,0.0,52,52,60,60,60,60,60,60,60,60,60,60
POST,/questionnaire/household/{id}/job-title/,4,0,77,75.0313401222229,66.91694259643555,78.53269577026367,303.0,0.013355885407207953,0.0,77,77,79,79,79,79,79,79,79,79,79,79
GET,/questionnaire/household/{id}/location-one-year-ago/,5,0,50,55.91697692871094,44.838666915893555,84.60450172424316,29077.0,0.016694856759009943,0.0,50,54,54,85,85,85,85,85,85,85,85,85
POST,/questionnaire/household/{id}/location-one-year-ago/,5,0,69,69.09565925598145,65.23466110229492,72.12376594543457,307.0,0.016694856759009943,0.0,69,72,72,72,72,72,72,72,72,72,72,72
GET,/questionnaire/household/{id}/look-after-or-support-others/,4,0,48,60.46009063720703,47.3477840423584,88.33050727844238,30666.0,0.013355885407207953,0.0,58,58,88,88,88,88,88,88,88,88,88,88
POST,/questionnaire/household/{id}/look-after-or-support-others/,4,0,67,65.45424461364746,57.58929252624512,69.09918785095215,309.0,0.013355885407207953,0.0,69,69,69,69,69,69,69,69,69,69,69,69
GET,/questionnaire/household/{id}/main-job-introduction/,4,0,45,46.16844654083252,43.682098388671875,49.3166446685791,26025.0,0.013355885407207953,0.0,47,47,49,49,49,49,49,49,49,49,49,49
POST,/questionnaire/household/{id}/main-job-introduction/,4,0,64,69.24545764923096,58.50100517272949,81.40254020690918,303.0,0.013355885407207953,0.0,73,73,81,81,81,81,81,81,81,81,81,81
GET,/questionnaire/household/{id}/main-job-status/,4,0,48,53.48813533782959,46.26154899597168,67.77691841125488,28358.5,0.013355885407207953,0.0,52,52,68,68,68,68,68,68,68,68,68,68
POST,/questionnaire/household/{id}/main-job-status/,4,0,68,78.8273811340332,65.826416015625,93.64557266235352,299.0,0.013355885407207953,0.0,87,87,94,94,94,94,94,94,94,94,94,94
GET,/questionnaire/household/{id}/main-language/,4,0,49,52.990853786468506,48.28047752380371,61.76352500915527,29105.5,0.013355885407207953,0.0,53,53,62,62,62,62,62,62,62,62,62,62
POST,/questionnaire/household/{id}/main-language/,4,0,60,69.83792781829834,59.43131446838379,84.75112915039062,291.0,0.013355885407207953,0.0,75,75,85,85,85,85,85,85,85,85,85,85
GET,/questionnaire/household/{id}/mainly-work-in-uk/,2,0,48.23565483093262,49.818992614746094,48.23565483093262,51.40233039855957,27000.0,0.006677942703603976,0.0,51,51,51,51,51,51,51,51,51,51,51,51
POST,/questionnaire/household/{id}/mainly-work-in-uk/,2,0,65,66.7194128036499,64.5298957824707,68.9089298248291,307.0,0.006677942703603976,0.0,69,69,69,69,69,69,69,69,69,69,69,69
GET,/questionnaire/household/{id}/marital-or-civil-partnership-status/,5,0,52,50.52518844604492,45.728206634521484,54.03447151184082,32908.8,0.016694856759009943,0.0,52,53,53,54,54,54,54,54,54,54,54,54
POST,/questionnaire/household/{id}/marital-or-civil-partnership-status/,5,0,69,67.31467247009277,58.257341384887695,74.40781593322754,315.0,0.016694856759009943,0.0,69,72,72,74,74,74,74,74,74,74,74,74
GET,/questionnaire/household/{id}/national-identity/,5,0,52,63.01560401916504,45.34173011779785,100.69155693054199,29690.6,0.016694856759009943,0.0,52,69,69,100,100,100,100,100,100,100,100,100
POST,/questionnaire/household/{id}/national-identity/,5,0,64,62.72578239440918,58.214664459228516,66.7266845703125,297.0,0.016694856759009943,0.0,64,64,64,67,67,67,67,67,67,67,67,67
GET,/questionnaire/household/{id}/nvq-level/,4,0,51,62.09385395050049,50.72379112243652,94.88916397094727,31671.0,0.013355885407207953,0.0,52,52,95,95,95,95,95,95,95,95,95,95
POST,/questionnaire/household/{id}/nvq-level/,4,0,66,65.33414125442505,57.247161865234375,71.1672306060791,287.0,0.013355885407207953,0.0,67,67,71,71,71,71,71,71,71,71,71,71
GET,/questionnaire/household/{id}/passports/,4,0,48,56.60790205001831,46.96035385131836,82.0460319519043,29028.5,0.013355885407207953,0.0,50,50,82,82,82,82,82,82,82,82,82,82
POST,/questionnaire/household/{id}/passports/,4,0,69,70.82867622375488,60.61911582946777,79.09822463989258,285.0,0.013355885407207953,0.0,75,75,79,79,79,79,79,79,79,79,79,79
GET,/questionnaire/household/{id}/qualifications-introduction/,4,0,45,45.53079605102539,42.356014251708984,49.81493949890137,26074.0,0.013355885407207953,0.0,45,45,50,50,50,50,50,50,50,50,50,50
POST,/questionnaire/household/{id}/qualifications-introduction/,4,0,62,65.0557279586792,61.420440673828125,71.33722305297852,301.0,0.013355885407207953,0.0,66,66,71,71,71,71,71,71,71,71,71,71
GET,/questionnaire/household/{id}/religion/,4,0,51,50.95207691192627,49.616098403930664,52.744388580322266,32003.5,0.013355885407207953,0.0,51,51,53,53,53,53,53,53,53,53,53,53
POST,/questionnaire/household/{id}/religion/,4,0,68,71.74819707870483,64.84508514404297,85.33072471618652,299.0,0.013355885407207953,0.0,69,69,85,85,85,85,85,85,85,85,85,85
GET,/questionnaire/household/{id}/sex-of-current-spouse/,5,0,51,49.11537170410156,45.540571212768555,51.80096626281738,27131.8,0.016694856759009943,0.0,51,51,51,52,52,52,52,52,52,52,52,52
POST,/questionnaire/household/{id}/sex-of-current-spouse/,5,0,67,72.24774360656738,61.88845634460449,100.70157051086426,303.0,0.016694856759009943,0.0,67,69,69,100,100,100,100,100,100,100,100,100
GET,/questionnaire/household/{id}/sex/,5,0,54,52.64005661010742,47.53255844116211,55.46712875366211,27034.8,0.016694856759009943,0.0,54,54,54,55,55,55,55,55,55,55,55,55
POST,/questionnaire/household/{id}/sex/,5,0,64,65.81730842590332,60.4863166809082,72.83496856689453,343.0,0.016694856759009943,0.0,64,69,69,73,73,73,73,73,73,73,73,73
GET,/questionnaire/household/{id}/sexual-orientation/,4,0,51,82.78554677963257,49.68976974487305,179.30030822753906,31949.25,0.013355885407207953,0.0,51,51,180,180,180,180,180,180,180,180,180,180
POST,/questionnaire/household/{id}/sexual-orientation/,4,0,68,68.06415319442749,58.00652503967285,73.41432571411133,303.0,0.013355885407207953,0.0,73,73,73,73,73,73,73,73,73,73,73,73
GET,/questionnaire/household/{id}/supervise-others/,4,0,50,50.7282018661499,48.84076118469238,53.76434326171875,27073.0,0.013355885407207953,0.0,51,51,54,54,54,54,54,54,54,54,54,54
POST,/questionnaire/household/{id}/supervise-others/,4,0,59,60.387492179870605,57.27052688598633,64.96882438659668,297.0,0.013355885407207953,0.0,60,60,65,65,65,65,65,65,65,65,65,65
GET,/questionnaire/household/{id}/travel-to-work/,4,0,49,54.12876605987549,47.31392860412598,67.11792945861816,33107.0,0.013355885407207953,0.0,53,53,67,67,67,67,67,67,67,67,67,67
POST,/questionnaire/household/{id}/travel-to-work/,4,0,66,65.20581245422363,57.975053787231445,69.03862953186035,301.0,0.013355885407207953,0.0,67,67,69,69,69,69,69,69,69,69,69,69
GET,/questionnaire/household/{id}/what-is-your-name/,3,0,63,58.946450551350914,47.42264747619629,66.52259826660156,26827.0,0.010016914055405965,0.0,63,63,67,67,67,67,67,67,67,67,67,67
POST,/questionnaire/household/{id}/what-is-your-name/,3,0,66,81.68896039326985,54.99100685119629,124.17292594909668,277.0,0.010016914055405965,0.0,66,66,120,120,120,120,120,120,120,120,120,120
GET,/questionnaire/household/{id}/white-ethnic-group/,5,0,52,52.20589637756348,47.56283760070801,55.81235885620117,31661.6,0.016694856759009943,0.0,52,54,54,56,56,56,56,56,56,56,56,56
POST,/questionnaire/household/{id}/white-ethnic-group/,4,0,64,69.21625137329102,63.39526176452637,76.04432106018066,289.0,0.013355885407207953,0.0,73,73,76,76,76,76,76,76,76,76,76,76
GET,/questionnaire/household/{id}/workplace-address/,2,0,51,51.689743995666504,50.69279670715332,52.68669128417969,29952.0,0.006677942703603976,0.0,53,53,53,53,53,53,53,53,53,53,53,53
POST,/questionnaire/household/{id}/workplace-address/,2,0,61,68.40980052947998,60.56833267211914,76.25126838684082,237.0,0.006677942703603976,0.0,76,76,76,76,76,76,76,76,76,76,76,76
GET,/questionnaire/household/{id}/workplace-type/,4,0,50,49.56763982772827,46.72408103942871,51.22518539428711,30971.0,0.013355885407207953,0.0,50,50,51,51,51,51,51,51,51,51,51,51
POST,/questionnaire/household/{id}/workplace-type/,4,0,63,68.58009099960327,58.037757873535156,78.5372257232666,272.0,0.013355885407207953,0.0,74,74,79,79,79,79,79,79,79,79,79,79
GET,/questionnaire/number-of-bedrooms/,3,0,50,51.08324686686198,48.4919548034668,55.006980895996094,26229.0,0.010016914055405965,0.0,50,50,55,55,55,55,55,55,55,55,55,55
POST,/questionnaire/number-of-bedrooms/,3,0,62,62.47051556905111,57.1444034576416,68.58396530151367,269.0,0.010016914055405965,0.0,62,62,69,69,69,69,69,69,69,69,69,69
GET,/questionnaire/number-of-vehicles/,3,0,49,47.96886444091797,44.22593116760254,51.12266540527344,30638.0,0.010016914055405965,0.0,49,49,51,51,51,51,51,51,51,51,51,51
POST,/questionnaire/number-of-vehicles/,3,0,71,69.90949312845866,62.87717819213867,76.19428634643555,237.0,0.010016914055405965,0.0,71,71,76,76,76,76,76,76,76,76,76,76
GET,/questionnaire/own-or-rent/,3,0,50,48.86619249979655,45.25017738342285,51.69939994812012,29598.0,0.010016914055405965,0.0,50,50,52,52,52,52,52,52,52,52,52,52
POST,/questionnaire/own-or-rent/,3,0,63,65.23855527242024,62.57438659667969,70.02615928649902,275.0,0.010016914055405965,0.0,63,63,70,70,70,70,70,70,70,70,70,70
GET,/questionnaire/people-living-here/,3,0,89,76.68352127075195,49.18956756591797,91.5675163269043,30671.0,0.010016914055405965,0.0,89,89,92,92,92,92,92,92,92,92,92,92
POST,/questionnaire/people-living-here/,3,0,66,81.36296272277832,57.36184120178223,120.48196792602539,293.0,0.010016914055405965,0.0,66,66,120,120,120,120,120,120,120,120,120,120
GET,/questionnaire/people-who-live-here-introduction/,3,0,98,101.1212666829427,47.36781120300293,158.42318534851074,25171.333333333332,0.010016914055405965,0.0,98,98,160,160,160,160,160,160,160,160,160,160
POST,/questionnaire/people-who-live-here-introduction/,3,0,64,91.77430470784505,56.130170822143555,155.08174896240234,287.0,0.010016914055405965,0.0,64,64,160,160,160,160,160,160,160,160,160,160
GET,/questionnaire/relationships-introduction/,3,0,47,47.218879063924156,46.77534103393555,47.82271385192871,26852.0,0.010016914055405965,0.0,47,47,48,48,48,48,48,48,48,48,48,48
POST,/questionnaire/relationships-introduction/,3,0,67,69.28380330403645,66.01095199584961,75.32167434692383,265.0,0.010016914055405965,0.0,67,67,75,75,75,75,75,75,75,75,75,75
GET,/questionnaire/relationships/,3,0,41,47.14266459147135,37.75668144226074,62.18075752258301,299.0,0.010016914055405965,0.0,41,41,62,62,62,62,62,62,62,62,62,62
GET,/questionnaire/relationships/{id}/to/{id}/,3,0,67,67.60629018147786,66.90478324890137,68.9857006072998,36986.0,0.010016914055405965,0.0,67,67,69,69,69,69,69,69,69,69,69,69
POST,/questionnaire/relationships/{id}/to/{id}/,3,0,74,70.90266545613606,61.52749061584473,76.77268981933594,237.0,0.010016914055405965,0.0,74,74,77,77,77,77,77,77,77,77,77,77
GET,/questionnaire/rooms-shared-with-another-household/,3,0,50,61.752716700236,45.91512680053711,89.24484252929688,29292.0,0.010016914055405965,0.0,50,50,89,89,89,89,89,89,89,89,89,89
POST,/questionnaire/rooms-shared-with-another-household/,3,0,77,76.67183876037598,66.67089462280273,86.78078651428223,275.0,0.010016914055405965,0.0,77,77,87,87,87,87,87,87,87,87,87,87
GET,/questionnaire/sections/people-who-live-here-and-overnight-visitors/,3,0,62,62.33874956766764,61.65051460266113,63.07506561279297,31676.0,0.010016914055405965,0.0,62,62,63,63,63,63,63,63,63,63,63,63
POST,/questionnaire/sections/people-who-live-here-and-overnight-visitors/,3,0,43,43.9912478129069,41.16058349609375,47.92141914367676,237.0,0.010016914055405965,0.0,43,43,48,48,48,48,48,48,48,48,48,48
GET,/questionnaire/type-of-house/,3,0,49,47.32831319173177,44.10052299499512,49.16787147521973,27895.0,0.010016914055405965,0.0,49,49,49,49,49,49,49,49,49,49,49,49
POST,/questionnaire/type-of-house/,3,0,71,66.82737668355306,56.88118934631348,72.4325180053711,309.0,0.010016914055405965,0.0,71,71,72,72,72,72,72,72,72,72,72,72
GET,/questionnaire/visitors/any-more-visitors-add-visitor/?previous=any-visitors,3,0,57,56.675354639689125,52.596330642700195,60.53757667541504,28507.0,0.010016914055405965,0.0,57,57,61,61,61,61,61,61,61,61,61,61
POST,/questionnaire/visitors/any-more-visitors-add-visitor/?previous=any-visitors,3,0,61,64.68494733174641,54.955244064331055,78.00745964050293,273.0,0.010016914055405965,0.0,61,61,78,78,78,78,78,78,78,78,78,78
GET,/questionnaire/visitors/{id}/visitor-date-of-birth/,2,0,51.15175247192383,84.2522382736206,51.15175247192383,117.35272407531738,29528.0,0.006677942703603976,0.0,120,120,120,120,120,120,120,120,120,120,120,120
POST,/questionnaire/visitors/{id}/visitor-date-of-birth/,2,0,59,63.97092342376709,58.88986587524414,69.05198097229004,293.0,0.006677942703603976,0.0,69,69,69,69,69,69,69,69,69,69,69,69
GET,/questionnaire/visitors/{id}/visitor-introduction/,2,0,43,43.82288455963135,42.816162109375,44.829607009887695,26985.0,0.006677942703603976,0.0,45,45,45,45,45,45,45,45,45,45,45,45
POST,/questionnaire/visitors/{id}/visitor-introduction/,2,0,65.38534164428711,70.25182247161865,65.38534164428711,75.1183032989502,313.0,0.006677942703603976,0.0,75,75,75,75,75,75,75,75,75,75,75,75
GET,/questionnaire/visitors/{id}/visitor-sex/,2,0,44.11602020263672,52.76477336883545,44.11602020263672,61.41352653503418,28798.0,0.006677942703603976,0.0,61,61,61,61,61,61,61,61,61,61,61,61
POST,/questionnaire/visitors/{id}/visitor-sex/,2,0,58,61.2187385559082,57.67703056335449,64.76044654846191,313.0,0.006677942703603976,0.0,65,65,65,65,65,65,65,65,65,65,65,65
GET,/questionnaire/visitors/{id}/visitor-usual-address-details/,2,0,45,45.720577239990234,44.91901397705078,46.52214050292969,28081.0,0.006677942703603976,0.0,47,47,47,47,47,47,47,47,47,47,47,47
POST,/questionnaire/visitors/{id}/visitor-usual-address-details/,2,0,59,64.6432638168335,58.95066261291504,70.33586502075195,237.0,0.006677942703603976,0.0,70,70,70,70,70,70,70,70,70,70,70,70
GET,/questionnaire/visitors/{id}/visitor-usual-address/,2,0,46,46.744465827941895,45.557260513305664,47.931671142578125,28938.0,0.006677942703603976,0.0,48,48,48,48,48,48,48,48,48,48,48,48
POST,/questionnaire/visitors/{id}/visitor-usual-address/,2,0,54,59.2958927154541,53.76935005187988,64.82243537902832,329.0,0.006677942703603976,0.0,65,65,65,65,65,65,65,65,65,65,65,65
POST,/questionnaire/who-else-lives-here/,3,0,69,114.46770032246907,58.39896202087402,216.0782814025879,375.0,0.010016914055405965,0.0,69,69,220,220,220,220,220,220,220,220,220,220
GET,/session,3,0,140.0,319.4758892059326,139.36376571655273,675.837516784668,237.0,0.010016914055405965,0.0,140,140,680,680,680,680,680,680,680,680,680,680
GET,/submitted/thank-you/,2,0,35.447120666503906,40.975213050842285,35.447120666503906,46.503305435180664,26562.0,0.006677942703603976,0.0,47,47,47,47,47,47,47,47,47,47,47,47
,Aggregated,533,0,59,65.87573958606255,35.447120666503906,675.837516784668,14639.099437148217,1.77967173051046,0.0,59,65,69,71,79,94,140,220,680,680,680,680
