Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,99.999%,100%
POST,/questionnaire/do-you-usually-live-here/,640,0,49,52.33527719974518,36.18335723876953,153.68270874023438,307.0,0.5334343596101941,0.0,49,53,55,58,67,83,96,110,150,150,150,150
GET,/questionnaire/household/people-living-here-add-person/,640,0,35,38.06723281741142,23.63443374633789,354.6767234802246,15279.0,0.5334343596101941,0.0,35,38,40,42,51,59,77,90,350,350,350,350
POST,/questionnaire/household/people-living-here-add-person/,640,0,47,50.37315525114536,35.202980041503906,171.3731288909912,275.0,0.5334343596101941,0.0,47,51,53,55,63,73,96,110,170,170,170,170
GET,/questionnaire/household/{id}/a-level/,1216,0,37,39.262583969455015,26.512861251831055,513.3614540100098,19848.0,1.0135252832593689,0.0,37,40,42,44,50,56,67,76,100,510,510,510
POST,/questionnaire/household/{id}/a-level/,1216,0,52,56.66453881483329,39.192914962768555,1238.095998764038,281.0,1.0135252832593689,0.0,52,56,59,62,71,81,93,100,440,1200,1200,1200
GET,/questionnaire/household/{id}/another-address/,1242,0,36,38.092246378101585,25.969266891479492,119.52090263366699,18123.357487922705,1.035196054118533,0.0,36,39,41,42,48,56,71,81,120,120,120,120
POST,/questionnaire/household/{id}/another-address/,1237,0,52,54.85571423363281,39.899349212646484,158.82515907287598,297.0,1.0310285981840783,0.0,52,56,58,60,69,79,99,110,140,160,160,160
GET,/questionnaire/household/{id}/apprenticeship/,1216,0,36,38.03785066855581,25.594711303710938,138.0448341369629,15724.052631578947,1.0135252832593689,0.0,36,38,41,42,49,57,68,77,130,140,140,140
POST,/questionnaire/household/{id}/apprenticeship/,1216,0,52,54.72187854741749,38.770198822021484,159.86943244934082,315.0,1.0135252832593689,0.0,52,56,59,61,68,77,91,100,120,160,160,160
GET,/questionnaire/household/{id}/armed-forces/,1216,0,37,39.05881137440079,26.90911293029785,111.76705360412598,18610.894736842107,1.0135252832593689,0.0,37,39,42,44,50,58,66,75,100,110,110,110
POST,/questionnaire/household/{id}/armed-forces/,1216,0,52,56.37901766519798,38.9246940612793,804.5344352722168,339.0,1.0135252832593689,0.0,52,56,59,61,68,78,91,99,690,800,800,800
GET,/questionnaire/household/{id}/business-name/,1216,0,36,38.15597668290138,25.014638900756836,445.2826976776123,15994.78947368421,1.0135252832593689,0.0,36,38,40,42,47,55,66,73,120,450,450,450
POST,/questionnaire/household/{id}/business-name/,1216,0,52,54.83060761501915,37.712812423706055,308.2406520843506,291.0,1.0135252832593689,0.0,52,55,58,60,69,78,91,100,260,310,310,310
GET,/questionnaire/household/{id}/business-type/,1216,0,34,36.4323664260538,25.373220443725586,185.1634979248047,14911.947368421053,1.0135252832593689,0.0,34,37,39,41,45,52,63,74,150,190,190,190
POST,/questionnaire/household/{id}/business-type/,1215,0,50,52.25249376807193,36.63516044616699,210.48879623413086,305.0,1.0126917920724778,0.0,50,53,55,58,64,74,84,94,130,210,210,210
GET,/questionnaire/household/{id}/confirm-age/,1256,0,36,37.93941979195662,24.521589279174805,586.418628692627,15259.369426751593,1.046864930735006,0.0,36,38,41,42,47,54,66,73,110,590,590,590
POST,/questionnaire/household/{id}/confirm-age/,1252,0,52,56.21661241062152,37.91666030883789,267.8663730621338,279.0,1.0435309659874423,0.0,52,56,59,62,72,82,99,110,230,270,270,270
GET,/questionnaire/household/{id}/confirm-who-is-answering/,1266,0,34,37.04031477983906,25.568008422851562,551.7969131469727,15341.966824644549,1.0551998426039153,0.0,34,37,39,40,45,54,68,87,180,550,550,550
POST,/questionnaire/household/{id}/confirm-who-is-answering/,1265,0,50,53.35053342133171,37.72902488708496,180.53150177001953,299.0,1.0543663514170243,0.0,50,54,57,59,66,79,93,100,180,180,180,180
GET,/questionnaire/household/{id}/country-of-birth/,1233,0,35,37.362698897634786,25.747299194335938,135.1783275604248,18200.680454176803,1.0276946334365147,0.0,35,38,40,42,47,53,65,74,100,140,140,140
POST,/questionnaire/household/{id}/country-of-birth/,1232,0,52,54.75874109701677,38.90085220336914,219.40922737121582,315.0,1.0268611422496237,0.0,52,55,58,60,68,79,91,100,200,220,220,220
GET,/questionnaire/household/{id}/date-of-birth/,1265,0,36,38.5673607762152,26.12018585205078,147.59182929992676,15688.750988142292,1.0543663514170243,0.0,36,39,41,42,49,61,78,90,130,150,150,150
POST,/questionnaire/household/{id}/date-of-birth/,1256,0,51,55.24815989148085,38.41710090637207,1044.320821762085,295.0,1.046864930735006,0.0,51,55,58,60,67,76,90,110,440,1000,1000,1000
GET,/questionnaire/household/{id}/degree-level-or-above/,1216,0,35,37.71740747125525,26.495695114135742,133.68606567382812,18438.052631578947,1.0135252832593689,0.0,36,38,40,42,47,56,67,76,100,130,130,130
POST,/questionnaire/household/{id}/degree-level-or-above/,1216,0,52,55.275142388908485,38.60068321228027,265.69533348083496,291.0,1.0135252832593689,0.0,52,56,59,62,69,80,92,99,180,270,270,270
GET,/questionnaire/household/{id}/employment-status-last-seven-days/,1216,0,36,40.03875192842985,26.935338973999023,1017.7440643310547,19285.526315789473,1.0135252832593689,0.0,36,39,41,43,49,56,68,75,800,1000,1000,1000
POST,/questionnaire/household/{id}/employment-status-last-seven-days/,1216,0,52,54.46417825786691,38.422584533691406,159.34038162231445,315.0,1.0135252832593689,0.0,52,55,59,61,67,76,88,99,130,160,160,160
GET,/questionnaire/household/{id}/ethnic-group/,1226,0,36,38.52925526181792,25.542020797729492,98.09517860412598,21154.94290375204,1.0218601951282782,0.0,36,39,41,43,49,56,67,74,97,98,98,98
POST,/questionnaire/household/{id}/ethnic-group/,1221,0,52,54.01050312220318,38.33413124084473,140.63024520874023,309.0,1.0176927391938235,0.0,52,55,58,60,66,75,84,94,120,140,140,140
GET,/questionnaire/household/{id}/gcse/,1216,0,37,39.61131780555374,26.90744400024414,142.2443389892578,19688.0,1.0135252832593689,0.0,37,40,42,44,50,58,73,84,120,140,140,140
POST,/questionnaire/household/{id}/gcse/,1216,0,53,55.43808090059381,39.28112983703613,286.00001335144043,297.0,1.0135252832593689,0.0,53,56,59,61,70,79,92,99,140,290,290,290
GET,/questionnaire/household/{id}/gender-identity/,1216,0,36,38.41177550585646,25.849103927612305,113.51561546325684,16625.842105263157,1.0135252832593689,0.0,36,39,41,43,48,57,71,78,110,110,110,110
POST,/questionnaire/household/{id}/gender-identity/,1216,0,52,54.96136883371755,39.47710990905762,242.82598495483398,327.0,1.0135252832593689,0.0,52,56,59,61,69,77,93,110,180,240,240,240
GET,/questionnaire/household/{id}/health-conditions-or-illnesses/,1216,0,36,37.80279622266167,25.443553924560547,130.24210929870605,17605.842105263157,1.0135252832593689,0.0,36,38,40,42,47,55,67,73,120,130,130,130
POST,/questionnaire/household/{id}/health-conditions-or-illnesses/,1216,0,52,54.570441575426806,38.526296615600586,228.67083549499512,329.0,1.0135252832593689,0.0,52,56,58,60,68,78,90,97,150,230,230,230
GET,/questionnaire/household/{id}/health/,1216,0,35,37.63602732827789,25.865554809570312,125.16927719116211,16895.894736842107,1.0135252832593689,0.0,35,38,40,42,47,54,67,77,93,130,130,130
POST,/questionnaire/household/{id}/health/,1216,0,52,54.43957448005676,38.71607780456543,209.19442176818848,333.0,1.0135252832593689,0.0,52,55,58,60,67,74,84,97,200,210,210,210
GET,/questionnaire/household/{id}/hours-worked/,1213,0,36,38.68513292059462,25.72917938232422,485.5527877807617,16772.893652102226,1.011024809698696,0.0,36,39,41,43,48,58,72,84,190,490,490,490
POST,/questionnaire/household/{id}/hours-worked/,1209,0,52,55.67675725402075,38.04898262023926,394.3667411804199,301.0,1.0076908449511324,0.0,52,56,59,61,70,79,94,100,250,390,390,390
GET,/questionnaire/household/{id}/in-education/,1237,0,35,37.05774802976591,24.99532699584961,101.69816017150879,15194.374292643492,1.0310285981840783,0.0,35,37,40,41,47,54,64,68,84,100,100,100
POST,/questionnaire/household/{id}/in-education/,1233,0,51,54.174870856873696,39.05844688415527,127.2726058959961,305.0,1.0276946334365147,0.0,51,55,58,61,68,76,87,95,120,130,130,130
GET,/questionnaire/household/{id}/individual-introduction/,1266,0,32,34.62375453298126,23.880720138549805,130.8581829071045,14441.0663507109,1.0551998426039153,0.0,32,35,37,38,42,51,67,79,130,130,130,130
POST,/questionnaire/household/{id}/individual-introduction/,1266,0,47,50.00420618584559,33.22720527648926,457.50904083251953,321.0,1.0551998426039153,0.0,47,50,52,54,63,70,87,98,270,460,460,460
GET,/questionnaire/household/{id}/job-description/,1216,0,34,36.44561316621931,24.15943145751953,116.87874794006348,14515.421052631578,1.0135252832593689,0.0,34,37,39,40,45,54,65,74,110,120,120,120
POST,/questionnaire/household/{id}/job-description/,1216,0,49,51.81891255472836,37.16754913330078,185.05454063415527,299.0,1.0135252832593689,0.0,49,52,55,58,64,72,85,96,140,190,190,190
GET,/questionnaire/household/{id}/job-title/,1216,0,35,37.260638647957855,24.753332138061523,325.75082778930664,14811.894736842105,1.0135252832593689,0.0,35,37,40,42,48,57,69,78,140,330,330,330
POST,/questionnaire/household/{id}/job-title/,1216,0,50,52.38624897442366,36.847591400146484,174.75485801696777,303.0,1.0135252832593689,0.0,50,53,56,58,65,76,88,99,130,170,170,170
GET,/questionnaire/household/{id}/location-one-year-ago/,1232,0,36,38.183098683109534,25.856733322143555,186.92994117736816,17372.012987012986,1.0268611422496237,0.0,36,39,41,42,49,55,67,78,120,190,190,190
POST,/questionnaire/household/{id}/location-one-year-ago/,1231,0,51,53.481273395467056,36.69548034667969,122.30658531188965,307.0,1.0260276510627326,0.0,51,54,57,60,67,76,94,100,120,120,120,120
GET,/questionnaire/household/{id}/look-after-or-support-others/,1216,0,36,38.08937947216787,25.517702102661133,287.31608390808105,18895.842105263157,1.0135252832593689,0.0,36,39,41,42,48,54,65,73,100,290,290,290
POST,/questionnaire/household/{id}/look-after-or-support-others/,1216,0,52,54.624719251143304,39.764404296875,146.5754508972168,309.0,1.0135252832593689,0.0,52,56,58,61,67,77,91,99,130,150,150,150
GET,/questionnaire/household/{id}/main-job-introduction/,1216,0,33,35.676727169438415,23.27752113342285,184.12280082702637,14205.894736842105,1.0135252832593689,0.0,33,36,38,40,45,54,65,76,100,180,180,180
POST,/questionnaire/household/{id}/main-job-introduction/,1216,0,48,52.024521521831815,36.05055809020996,692.2702789306641,303.0,1.0135252832593689,0.0,48,52,55,57,65,73,86,93,360,690,690,690
GET,/questionnaire/household/{id}/main-job-status/,1216,0,35,36.63940708103933,25.414705276489258,100.06380081176758,16588.21052631579,1.0135252832593689,0.0,35,38,39,40,45,50,64,71,99,100,100,100
POST,/questionnaire/household/{id}/main-job-status/,1216,0,53,55.98239306556551,38.01727294921875,557.9323768615723,299.0,1.0135252832593689,0.0,53,57,59,61,68,78,93,100,400,560,560,560
GET,/questionnaire/household/{id}/main-language/,1216,0,36,37.75883779713982,26.15046501159668,125.54025650024414,17335.315789473683,1.0135252832593689,0.0,36,39,40,42,47,55,67,78,110,130,130,130
POST,/questionnaire/household/{id}/main-language/,1216,0,52,54.04635224687426,39.516448974609375,138.1983757019043,291.0,1.0135252832593689,0.0,52,55,58,60,67,74,85,95,120,140,140,140
GET,/questionnaire/household/{id}/mainly-work-in-uk/,576,0,35,39.81207559506098,26.15523338317871,520.7183361053467,15231.0,0.4800909236491747,0.0,35,38,41,43,50,60,71,78,520,520,520,520
POST,/questionnaire/household/{id}/mainly-work-in-uk/,576,0,53,56.60733415020837,39.45183753967285,530.8773517608643,307.0,0.4800909236491747,0.0,53,56,60,62,71,82,95,120,530,530,530,530
GET,/questionnaire/household/{id}/marital-or-civil-partnership-status/,1250,0,36,38.112962532043454,25.014400482177734,88.49740028381348,21143.496,1.0418639836136603,0.0,36,39,41,43,49,57,66,72,84,88,88,88
POST,/questionnaire/household/{id}/marital-or-civil-partnership-status/,1247,0,52,55.55368731666204,39.476633071899414,526.89528465271,315.0,1.0393635100529877,0.0,52,56,59,62,70,80,94,110,160,530,530,530
GET,/questionnaire/household/{id}/national-identity/,1231,0,36,37.97636256771878,26.041507720947266,103.3632755279541,17925.524776604387,1.0260276510627326,0.0,36,38,41,42,48,54,67,77,96,100,100,100
POST,/questionnaire/household/{id}/national-identity/,1226,0,52,54.48380496723617,38.21849822998047,134.4296932220459,297.0,1.0218601951282782,0.0,52,56,59,61,68,76,87,93,130,130,130,130
GET,/questionnaire/household/{id}/nvq-level/,1216,0,36,38.59784846243105,26.896953582763672,94.42734718322754,19901.0,1.0135252832593689,0.0,36,39,41,43,49,56,66,74,89,94,94,94
POST,/questionnaire/household/{id}/nvq-level/,1216,0,52,55.60256991731493,39.61944580078125,252.43234634399414,287.0,1.0135252832593689,0.0,52,56,60,62,70,79,90,100,180,250,250,250
GET,/questionnaire/household/{id}/passports/,1216,0,36,38.20221086865977,26.549339294433594,122.11823463439941,17258.36842105263,1.0135252832593689,0.0,36,39,41,43,48,55,67,77,120,120,120,120
POST,/questionnaire/household/{id}/passports/,1216,0,52,54.88935583516171,38.7425422668457,292.1302318572998,285.0,1.0135252832593689,0.0,52,55,58,61,68,76,87,96,160,290,290,290
GET,/questionnaire/household/{id}/qualifications-introduction/,1216,0,33,35.80364173180178,24.296045303344727,111.60087585449219,14255.0,1.0135252832593689,0.0,33,36,39,40,46,54,64,74,86,110,110,110
POST,/questionnaire/household/{id}/qualifications-introduction/,1216,0,49,51.32550903056797,37.10198402404785,140.29741287231445,301.0,1.0135252832593689,0.0,49,52,55,57,65,73,88,94,130,140,140,140
GET,/questionnaire/household/{id}/religion/,1217,0,36,38.51258509846721,26.71217918395996,179.90422248840332,20233.387017255547,1.0143587744462597,0.0,36,39,41,42,48,56,66,75,130,180,180,180
POST,/questionnaire/household/{id}/religion/,1216,0,52,54.72567775531819,39.031267166137695,273.99730682373047,299.0,1.0135252832593689,0.0,52,55,58,60,68,77,90,100,130,270,270,270
GET,/questionnaire/household/{id}/sex-of-current-spouse/,1247,0,35,37.082929274705094,25.13408660888672,122.30777740478516,15366.444266238974,1.0393635100529877,0.0,35,38,40,41,46,54,64,74,120,120,120,120
POST,/questionnaire/household/{id}/sex-of-current-spouse/,1242,0,52,54.824950614413204,36.90910339355469,178.18164825439453,303.0,1.035196054118533,0.0,52,56,59,61,68,78,97,110,140,180,180,180
GET,/questionnaire/household/{id}/sex/,1252,0,36,38.689122413294,25.503873825073242,576.8253803253174,15269.5303514377,1.0435309659874423,0.0,36,38,41,43,49,56,68,76,500,580,580,580
POST,/questionnaire/household/{id}/sex/,1250,0,52,55.14466228485107,38.02323341369629,440.643310546875,343.0,1.0418639836136603,0.0,52,55,58,61,69,77,92,100,420,440,440,440
GET,/questionnaire/household/{id}/sexual-orientation/,1216,0,37,39.16116000006073,26.123046875,119.61627006530762,20178.736842105263,1.0135252832593689,0.0,37,40,42,43,50,57,67,80,110,120,120,120
POST,/questionnaire/household/{id}/sexual-orientation/,1216,0,52,55.50217079488855,38.17152976989746,349.26486015319824,303.0,1.0135252832593689,0.0,52,56,59,62,69,78,88,110,290,350,350,350
GET,/questionnaire/household/{id}/supervise-others/,1215,0,35,37.8375388957836,25.04897117614746,530.3916931152344,15302.91111111111,1.0126917920724778,0.0,35,38,41,42,48,55,67,73,98,530,530,530
POST,/questionnaire/household/{id}/supervise-others/,1213,0,52,55.80439551841692,36.11397743225098,480.7746410369873,297.0,1.011024809698696,0.0,52,56,59,61,70,78,97,110,470,480,480,480
GET,/questionnaire/household/{id}/travel-to-work/,1209,0,36,38.753146864936014,26.67999267578125,362.84804344177246,21336.96277915633,1.0076908449511324,0.0,36,39,41,43,48,58,73,79,120,360,360,360
POST,/questionnaire/household/{id}/travel-to-work/,1206,0,52,55.04841630533955,38.50221633911133,279.9973487854004,301.0,1.0051903713904595,0.0,52,55,58,60,67,76,96,100,250,280,280,280
GET,/questionnaire/household/{id}/what-is-your-name/,640,0,34,38.06252144277096,23.398637771606445,266.0713195800781,15058.0,0.5334343596101941,0.0,34,37,39,41,53,67,85,95,270,270,270,270
POST,/questionnaire/household/{id}/what-is-your-name/,640,0,48,51.39239989221096,34.980058670043945,108.97397994995117,277.0,0.5334343596101941,0.0,48,52,55,59,68,79,92,98,110,110,110,110
GET,/questionnaire/household/{id}/white-ethnic-group/,1221,0,36,38.31404921073195,26.68619155883789,121.55914306640625,19896.316134316134,1.0176927391938235,0.0,36,39,41,42,48,55,69,78,120,120,120,120
POST,/questionnaire/household/{id}/white-ethnic-group/,1218,0,52,54.5069045816932,38.057804107666016,146.84653282165527,289.0,1.0151922656331507,0.0,52,55,58,60,69,77,90,100,130,150,150,150
GET,/questionnaire/household/{id}/workplace-address/,576,0,37,39.87365009056197,27.971267700195312,529.4666290283203,18183.0,0.4800909236491747,0.0,37,39,42,43,48,59,70,82,530,530,530,530
POST,/questionnaire/household/{id}/workplace-address/,576,0,51,56.27857107255194,37.83583641052246,552.3655414581299,237.0,0.4800909236491747,0.0,51,54,58,61,72,81,110,140,550,550,550,550
GET,/questionnaire/household/{id}/workplace-type/,1206,0,36,39.17831706368113,25.63953399658203,794.3193912506104,19200.97014925373,1.0051903713904595,0.0,36,39,41,43,49,58,72,81,190,790,790,790
POST,/questionnaire/household/{id}/workplace-type/,1203,0,52,56.11156604731965,39.748430252075195,623.0170726776123,270.5162094763092,1.0026898978297867,0.0,52,56,59,61,68,76,90,97,600,620,620,620
GET,/questionnaire/number-of-bedrooms/,640,0,32,34.78289507329464,23.61750602722168,319.8280334472656,14460.0,0.5334343596101941,0.0,32,35,37,38,44,52,66,76,320,320,320,320
POST,/questionnaire/number-of-bedrooms/,640,0,46,49.47142004966736,32.8974723815918,529.1600227355957,269.0,0.5334343596101941,0.0,46,49,51,52,62,71,100,110,530,530,530,530
GET,/questionnaire/number-of-vehicles/,640,0,33,35.50460636615753,24.767637252807617,99.13754463195801,18869.0,0.5334343596101941,0.0,33,36,37,38,44,56,68,72,99,99,99,99
POST,/questionnaire/number-of-vehicles/,640,0,47,50.72709396481514,35.99715232849121,306.92052841186523,237.0,0.5334343596101941,0.0,47,51,54,55,63,73,91,110,310,310,310,310
GET,/questionnaire/own-or-rent/,640,0,33,35.67582555115223,24.480581283569336,238.49868774414062,17829.0,0.5334343596101941,0.0,33,36,38,39,44,54,66,73,240,240,240,240
POST,/questionnaire/own-or-rent/,640,0,47,53.858526051044464,34.37614440917969,504.54187393188477,275.0,0.5334343596101941,0.0,48,51,53,56,65,81,120,190,500,500,500,500
GET,/questionnaire/people-living-here/,640,0,35,39.7911224514246,25.394439697265625,259.0482234954834,18902.0,0.5334343596101941,0.0,35,38,40,42,51,73,100,120,260,260,260,260
POST,/questionnaire/people-living-here/,640,0,47,50.20955018699169,34.70039367675781,216.14646911621094,293.0,0.5334343596101941,0.0,47,50,53,55,62,70,85,99,220,220,220,220
GET,/questionnaire/people-who-live-here-introduction/,640,0,34,94.55882161855698,22.67742156982422,1830.6400775909424,13402.0,0.5334343596101941,0.0,34,39,43,47,62,180,1400,1500,1800,1800,1800,1800
POST,/questionnaire/people-who-live-here-introduction/,640,0,47,56.21442124247551,33.78891944885254,410.82191467285156,287.0,0.5334343596101941,0.0,47,52,55,60,74,89,170,280,410,410,410,410
GET,/questionnaire/relationships-introduction/,640,0,30,32.0768803358078,23.305177688598633,212.12244033813477,15083.0,0.5334343596101941,0.0,30,32,34,35,39,43,55,75,210,210,210,210
POST,/questionnaire/relationships-introduction/,640,0,44,46.49806581437588,33.48946571350098,327.9144763946533,265.0,0.5334343596101941,0.0,44,47,49,50,55,61,79,87,330,330,330,330
GET,/questionnaire/relationships/,640,0,26,29.02861014008522,19.701242446899414,552.253246307373,299.0,0.5334343596101941,0.0,26,28,30,31,34,41,57,70,550,550,550,550
GET,/questionnaire/relationships/{id}/to/{id}/,640,0,38,41.207155585289,27.80747413635254,457.5991630554199,25205.0,0.5334343596101941,0.0,38,41,43,44,50,57,76,81,460,460,460,460
POST,/questionnaire/relationships/{id}/to/{id}/,640,0,50,52.01025679707527,38.76852989196777,110.05353927612305,237.0,0.5334343596101941,0.0,50,53,55,57,63,69,82,90,110,110,110,110
GET,/questionnaire/rooms-shared-with-another-household/,640,0,33,35.69026701152325,23.331880569458008,536.5095138549805,17523.0,0.5334343596101941,0.0,33,35,37,38,43,53,67,85,540,540,540,540
POST,/questionnaire/rooms-shared-with-another-household/,640,0,46,49.1695374250412,35.47334671020508,392.672061920166,275.0,0.5334343596101941,0.0,46,49,51,54,61,69,80,97,390,390,390,390
GET,/questionnaire/sections/people-who-live-here-and-overnight-visitors/,640,0,34,36.611999571323395,24.962902069091797,365.1702404022217,19899.0,0.5334343596101941,0.0,34,36,38,40,45,52,63,73,370,370,370,370
POST,/questionnaire/sections/people-who-live-here-and-overnight-visitors/,640,0,28,29.390428587794304,20.259857177734375,97.34988212585449,237.0,0.5334343596101941,0.0,28,30,31,32,36,42,56,67,97,97,97,97
GET,/questionnaire/type-of-house/,640,0,32,34.7763005644083,24.094581604003906,571.2590217590332,16126.0,0.5334343596101941,0.0,32,34,36,37,42,50,64,74,570,570,570,570
POST,/questionnaire/type-of-house/,640,0,46,50.12739486992359,35.29477119445801,648.3232975006104,309.0,0.5334343596101941,0.0,46,49,52,54,60,69,80,91,650,650,650,650
GET,/questionnaire/visitors/any-more-visitors-add-visitor/?previous=any-visitors,640,0,33,35.391341894865036,25.513172149658203,114.6690845489502,16738.0,0.5334343596101941,0.0,33,36,37,39,43,51,68,79,110,110,110,110
POST,/questionnaire/visitors/any-more-visitors-add-visitor/?previous=any-visitors,640,0,47,50.780511274933815,35.254716873168945,460.69931983947754,273.0,0.5334343596101941,0.0,47,50,52,54,60,68,92,100,460,460,460,460
GET,/questionnaire/visitors/{id}/visitor-date-of-birth/,576,0,35,38.15200055638949,26.213645935058594,282.5744152069092,17759.0,0.4800909236491747,0.0,35,38,41,42,49,56,65,76,280,280,280,280
POST,/questionnaire/visitors/{id}/visitor-date-of-birth/,576,0,50,54.75649941298697,37.28318214416504,266.6311264038086,293.0,0.4800909236491747,0.0,50,55,59,61,70,82,96,120,270,270,270,270
GET,/questionnaire/visitors/{id}/visitor-introduction/,576,0,32,34.58840110235744,23.915529251098633,99.14708137512207,15216.0,0.4800909236491747,0.0,32,35,37,38,45,55,68,77,99,99,99,99
POST,/questionnaire/visitors/{id}/visitor-introduction/,576,0,47,51.39722757869296,35.752296447753906,421.9236373901367,313.0,0.4800909236491747,0.0,47,50,53,56,66,81,92,100,420,420,420,420
GET,/questionnaire/visitors/{id}/visitor-sex/,576,0,34,37.04617048303286,25.121212005615234,181.8854808807373,17029.0,0.4800909236491747,0.0,34,37,40,41,48,56,67,83,180,180,180,180
POST,/questionnaire/visitors/{id}/visitor-sex/,576,0,51,59.22245192858908,37.00995445251465,579.8478126525879,313.0,0.4800909236491747,0.0,51,56,59,61,70,86,110,360,580,580,580,580
GET,/questionnaire/visitors/{id}/visitor-usual-address-details/,576,0,35,38.01865917113092,25.465011596679688,111.15813255310059,16312.0,0.4800909236491747,0.0,35,38,40,42,52,62,71,83,110,110,110,110
POST,/questionnaire/visitors/{id}/visitor-usual-address-details/,576,0,50,54.38118841913011,36.24844551086426,280.58314323425293,237.0,0.4800909236491747,0.0,50,54,58,60,70,84,100,110,280,280,280,280
GET,/questionnaire/visitors/{id}/visitor-usual-address/,576,0,34,37.82474084032906,25.042057037353516,255.84864616394043,17169.0,0.4800909236491747,0.0,34,37,40,41,48,58,69,87,260,260,260,260
POST,/questionnaire/visitors/{id}/visitor-usual-address/,576,0,50,54.34965590635935,35.73179244995117,303.2336235046387,329.0,0.4800909236491747,0.0,50,53,57,60,69,79,100,110,300,300,300,300
POST,/questionnaire/who-else-lives-here/,640,0,48,51.20439939200878,35.95590591430664,150.40302276611328,375.0,0.5334343596101941,0.0,48,51,54,57,66,76,88,98,150,150,150,150
GET,/session,640,0,97,188.38418945670128,65.7663345336914,2233.1957817077637,237.0,0.5334343596101941,0.0,97,110,120,130,220,600,1900,2100,2200,2200,2200,2200
GET,/submitted/thank-you/,576,0,18,22.01138643754853,11.995553970336914,110.9917163848877,14793.0,0.4800909236491747,0.0,18,21,23,25,32,47,60,81,110,110,110,110
,Aggregated,140895,0,43,46.32513418440966,11.995553970336914,2233.1957817077637,8872.661421626033,117.43474077699734,0.0,43,48,52,54,62,72,90,110,400,1800,2200,2200
