"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"POST","/questionnaire/establishment-position/",6326,0,370,385,48,2149,233,3.51,0.00,370,400,430,440,490,530,620,790,1500,2100,2100,2100
"GET","/questionnaire/ethnic-group/",6326,0,370,380,57,2119,233,3.51,0.00,370,400,420,430,480,520,610,780,1500,2100,2100,2100
"POST","/questionnaire/ethnic-group/",6326,0,370,379,52,1679,233,3.51,0.00,370,400,420,430,480,520,600,770,1400,1700,1700,1700
"GET","/questionnaire/gcse/",6318,0,370,377,61,2331,233,3.51,0.00,370,400,420,430,480,520,590,690,1400,2300,2300,2300
"POST","/questionnaire/gcse/",6318,0,370,376,60,1958,233,3.51,0.00,370,400,420,430,470,510,590,730,1600,2000,2000,2000
"GET","/questionnaire/health/",6326,0,370,378,55,2578,233,3.51,0.00,370,400,420,440,480,530,600,740,1400,2600,2600,2600
"POST","/questionnaire/health/",6326,0,360,376,60,2384,233,3.51,0.00,360,390,420,430,480,520,590,730,1400,2400,2400,2400
"GET","/questionnaire/hours-worked/",6248,0,370,380,47,2467,233,3.47,0.00,370,400,430,440,480,520,570,620,1100,2500,2500,2500
"POST","/questionnaire/hours-worked/",6242,0,370,378,54,1813,233,3.46,0.00,370,400,420,440,480,520,590,630,1400,1800,1800,1800
"GET","/questionnaire/in-education/",6326,0,370,382,59,2669,233,3.51,0.00,370,400,420,440,480,530,590,710,1700,2700,2700,2700
"POST","/questionnaire/in-education/",6326,0,370,378,60,2734,233,3.51,0.00,370,400,420,430,480,530,600,720,1500,2700,2700,2700
"GET","/questionnaire/job-description/",6274,0,370,379,52,2211,233,3.48,0.00,370,400,420,440,480,520,580,640,1300,2200,2200,2200
"POST","/questionnaire/job-description/",6271,0,370,376,55,2136,233,3.48,0.00,370,400,420,430,470,520,570,640,1300,2100,2100,2100
"GET","/questionnaire/job-title/",6280,0,370,379,60,2204,233,3.49,0.00,370,400,420,430,480,520,580,640,1300,2200,2200,2200
"POST","/questionnaire/job-title/",6275,0,370,375,59,1642,233,3.48,0.00,370,400,420,430,480,520,580,640,1300,1600,1600,1600
"GET","/questionnaire/language/",6326,0,370,382,59,2335,233,3.51,0.00,370,400,420,440,480,530,600,840,1500,2300,2300,2300
"POST","/questionnaire/language/",6326,0,360,378,59,2824,233,3.51,0.00,360,400,420,430,480,530,620,790,1500,2800,2800,2800
"GET","/questionnaire/main-employment-block/",6306,0,370,379,54,1758,233,3.50,0.00,370,400,420,440,480,530,590,670,1300,1800,1800,1800
"POST","/questionnaire/main-employment-block/",6303,0,370,376,57,2423,233,3.50,0.00,370,400,420,430,480,520,570,640,1300,2400,2400,2400
"GET","/questionnaire/main-job-type/",6300,0,370,379,49,1948,233,3.50,0.00,370,400,430,440,480,520,580,680,1200,1900,1900,1900
"POST","/questionnaire/main-job-type/",6294,0,360,376,52,2575,233,3.49,0.00,360,400,420,430,470,520,580,660,1300,2600,2600,2600
"GET","/questionnaire/mainly-work-in-uk/",6220,0,380,382,67,1767,233,3.45,0.00,380,410,430,440,480,520,580,620,1000,1800,1800,1800
"POST","/questionnaire/mainly-work-in-uk/",6216,0,370,381,67,2988,233,3.45,0.00,370,400,430,440,480,520,580,620,1300,3000,3000,3000
"GET","/questionnaire/marriage-type/",6326,0,370,382,63,2275,233,3.51,0.00,370,400,430,440,480,530,600,740,1300,2300,2300,2300
"POST","/questionnaire/marriage-type/",6326,0,370,380,60,2425,233,3.51,0.00,370,400,420,440,480,520,590,700,1400,2400,2400,2400
"GET","/questionnaire/name/",6327,0,400,408,45,2285,233,3.51,0.00,400,430,450,460,500,540,630,870,1600,2300,2300,2300
"POST","/questionnaire/name/",6327,0,370,386,56,2648,233,3.51,0.00,370,400,420,440,490,530,630,940,1900,2600,2600,2600
"GET","/questionnaire/national-identity/",6326,0,370,384,53,2290,233,3.51,0.00,370,400,420,440,480,530,610,800,1600,2300,2300,2300
"POST","/questionnaire/national-identity/",6326,0,370,378,62,2379,233,3.51,0.00,370,400,420,430,480,530,620,770,1400,2400,2400,2400
"GET","/questionnaire/nvq-level/",6323,0,370,378,57,1855,233,3.51,0.00,370,400,420,430,480,520,590,690,1500,1900,1900,1900
"POST","/questionnaire/nvq-level/",6322,0,360,375,56,2380,233,3.51,0.00,360,390,420,430,470,520,580,670,1500,2400,2400,2400
"GET","/questionnaire/passports/",6326,0,370,380,60,2098,233,3.51,0.00,370,400,420,430,480,530,590,710,1600,2100,2100,2100
"POST","/questionnaire/passports/",6326,0,360,378,66,2766,233,3.51,0.00,360,400,420,430,480,530,600,760,1400,2800,2800,2800
"GET","/questionnaire/past-usual-household-address/",6326,0,370,380,63,2004,233,3.51,0.00,370,400,420,440,480,530,600,700,1400,2000,2000,2000
"POST","/questionnaire/past-usual-household-address/",6326,0,360,378,62,2655,233,3.51,0.00,360,400,420,430,480,530,600,840,1600,2700,2700,2700
"GET","/questionnaire/proxy/",6328,0,390,414,64,3452,8536,3.51,0.00,390,420,440,460,520,580,750,1100,2200,3500,3500,3500
"POST","/questionnaire/proxy/",6327,0,370,397,67,3282,9197,3.51,0.00,370,400,420,440,500,560,700,1100,1900,3300,3300,3300
"GET","/questionnaire/qualifications/",6324,0,370,379,62,1859,233,3.51,0.00,370,400,420,440,480,520,590,690,1300,1900,1900,1900
"POST","/questionnaire/qualifications/",6324,0,370,375,63,2299,233,3.51,0.00,370,400,420,430,480,520,590,650,1500,2300,2300,2300
"GET","/questionnaire/religion/",6326,0,370,380,60,2197,233,3.51,0.00,370,400,420,440,480,530,610,790,1400,2200,2200,2200
"POST","/questionnaire/religion/",6326,0,370,379,54,2509,233,3.51,0.00,370,400,420,430,470,530,620,810,1600,2500,2500,2500
"GET","/questionnaire/sex/",6326,0,370,383,51,1927,233,3.51,0.00,370,400,420,440,480,530,600,750,1600,1900,1900,1900
"POST","/questionnaire/sex/",6326,0,370,381,55,2238,233,3.51,0.00,370,400,420,440,480,530,600,710,1400,2200,2200,2200
"GET","/questionnaire/sexual-identity/",6325,0,370,378,54,1760,233,3.51,0.00,370,400,420,430,480,520,590,710,1400,1800,1800,1800
"POST","/questionnaire/sexual-identity/",6325,0,360,375,58,2616,233,3.51,0.00,360,390,410,430,470,520,590,720,1600,2600,2600,2600
"GET","/questionnaire/summary/",6211,0,380,387,53,2076,233,3.45,0.00,380,410,430,450,490,530,590,630,1100,2100,2100,2100
"POST","/questionnaire/summary/",6209,0,380,382,64,1421,233,3.45,0.00,380,410,430,440,480,520,570,630,1100,1400,1400,1400
"GET","/questionnaire/supervise/",6260,0,370,380,46,2292,233,3.47,0.00,370,400,430,440,480,530,590,630,1100,2300,2300,2300
"POST","/questionnaire/supervise/",6252,0,370,376,47,1504,233,3.47,0.00,370,400,420,440,480,520,580,620,1200,1500,1500,1500
"GET","/questionnaire/white-ethnic-group/",6326,0,370,379,53,2007,233,3.51,0.00,370,400,420,440,480,530,610,780,1400,2000,2000,2000
"POST","/questionnaire/white-ethnic-group/",6326,0,370,381,60,2140,233,3.51,0.00,370,400,420,430,480,530,610,840,1600,2100,2100,2100
"GET","/questionnaire/work-travel/",6237,0,380,383,53,2230,233,3.46,0.00,380,410,430,440,480,520,580,630,1200,2200,2200,2200
"POST","/questionnaire/work-travel/",6230,0,370,380,54,1881,233,3.46,0.00,370,400,420,440,480,520,590,640,1300,1900,1900,1900
"GET","/session",6333,0,310,492,115,10383,233,3.52,0.00,310,380,430,460,510,570,2700,7400,9300,10000,10000,10000
"GET","/submitted/thank-you/",6209,0,380,384,50,1755,233,3.45,0.00,380,410,430,440,480,520,570,610,1000,1800,1800,1800
"None","Aggregated",579910,0,370,387,45,10383,524,321.89,0.00,370,400,430,440,490,540,680,840,1700,7600,9400,10000
