"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/questionnaire/household/{id}/employment-status/",40,0,120,141,55,296,19655,0.14,0.00,120,150,200,230,260,290,300,300,300,300,300,300
"POST","/questionnaire/household/{id}/employment-status/",40,0,160,176,96,335,315,0.14,0.00,170,200,210,220,260,280,340,340,340,340,340,340
"GET","/questionnaire/household/{id}/ethnic-group/",40,0,120,145,52,341,20949,0.14,0.00,120,150,170,220,280,330,340,340,340,340,340,340
"POST","/questionnaire/household/{id}/ethnic-group/",40,0,180,184,43,387,309,0.14,0.00,180,200,240,270,300,360,390,390,390,390,390,390
"GET","/questionnaire/household/{id}/gcse/",40,0,110,128,58,300,19336,0.14,0.00,110,130,150,190,220,230,300,300,300,300,300,300
"POST","/questionnaire/household/{id}/gcse/",40,0,180,197,82,393,297,0.14,0.00,180,210,260,290,310,380,390,390,390,390,390,390
"GET","/questionnaire/household/{id}/health/",40,0,120,145,31,417,17820,0.14,0.00,120,160,190,210,290,350,420,420,420,420,420,420
"POST","/questionnaire/household/{id}/health/",40,0,180,173,62,357,293,0.14,0.00,180,200,210,230,280,320,360,360,360,360,360,360
"GET","/questionnaire/household/{id}/hours-worked/",40,0,130,134,49,320,17601,0.14,0.00,130,150,160,170,240,270,320,320,320,320,320,320
"POST","/questionnaire/household/{id}/hours-worked/",38,0,160,185,55,480,295,0.13,0.00,170,200,230,230,300,400,480,480,480,480,480,480
"GET","/questionnaire/household/{id}/in-education/",40,0,110,118,33,216,15412,0.14,0.00,120,140,150,160,190,220,220,220,220,220,220,220
"POST","/questionnaire/household/{id}/in-education/",40,0,160,180,60,498,305,0.14,0.00,170,190,220,250,310,370,500,500,500,500,500,500
"GET","/questionnaire/household/{id}/individual-interstitial/",40,0,100,104,32,178,13094,0.14,0.00,110,120,130,150,170,170,180,180,180,180,180,180
"POST","/questionnaire/household/{id}/individual-interstitial/",40,0,170,184,73,600,283,0.14,0.00,180,190,200,210,310,340,600,600,600,600,600,600
"GET","/questionnaire/household/{id}/job-description/",40,0,110,123,44,321,14376,0.14,0.00,110,130,140,170,190,270,320,320,320,320,320,320
"POST","/questionnaire/household/{id}/job-description/",40,0,150,172,48,365,309,0.14,0.00,150,210,250,260,300,350,370,370,370,370,370,370
"GET","/questionnaire/household/{id}/job-title/",40,0,93,109,36,227,15156,0.14,0.00,94,120,150,160,210,230,230,230,230,230,230,230
"POST","/questionnaire/household/{id}/job-title/",40,0,170,194,67,501,303,0.14,0.00,180,220,240,280,290,350,500,500,500,500,500,500
"GET","/questionnaire/household/{id}/language/",40,0,120,128,50,333,17052,0.14,0.00,120,130,150,150,210,250,330,330,330,330,330,330
"POST","/questionnaire/household/{id}/language/",40,0,160,194,52,591,291,0.14,0.00,180,210,260,270,320,440,590,590,590,590,590,590
"GET","/questionnaire/household/{id}/main-employment-block/",40,0,120,134,46,425,12844,0.14,0.00,120,150,170,200,230,250,430,430,430,430,430,430
"POST","/questionnaire/household/{id}/main-employment-block/",40,0,130,140,42,333,299,0.14,0.00,140,170,180,200,220,240,330,330,330,330,330,330
"GET","/questionnaire/household/{id}/main-job-type/",40,0,110,115,31,358,16852,0.14,0.00,110,120,130,150,170,190,360,360,360,360,360,360
"POST","/questionnaire/household/{id}/main-job-type/",40,0,130,167,49,356,299,0.14,0.00,140,190,220,240,270,350,360,360,360,360,360,360
"GET","/questionnaire/household/{id}/mainly-work-in-uk/",17,0,120,111,62,182,15447,0.06,0.00,120,120,130,140,150,180,180,180,180,180,180,180
"POST","/questionnaire/household/{id}/mainly-work-in-uk/",17,0,160,151,49,208,325,0.06,0.00,160,170,170,180,210,210,210,210,210,210,210,210
"GET","/questionnaire/household/{id}/marriage-type/",40,0,100,121,64,307,22070,0.14,0.00,110,120,140,160,190,220,310,310,310,310,310,310
"POST","/questionnaire/household/{id}/marriage-type/",40,0,160,187,55,362,319,0.14,0.00,160,210,230,270,300,350,360,360,360,360,360,360
"GET","/questionnaire/household/{id}/national-identity/",40,0,100,126,37,284,18515,0.14,0.00,110,130,180,190,230,280,280,280,280,280,280,280
"POST","/questionnaire/household/{id}/national-identity/",40,0,170,194,57,479,297,0.14,0.00,180,200,250,270,350,380,480,480,480,480,480,480
"GET","/questionnaire/household/{id}/nvq-level/",40,0,120,137,38,393,19480,0.14,0.00,120,150,160,170,250,340,390,390,390,390,390,390
"POST","/questionnaire/household/{id}/nvq-level/",40,0,140,165,76,398,287,0.14,0.00,150,180,230,230,270,310,400,400,400,400,400,400
"GET","/questionnaire/household/{id}/passports/",40,0,120,136,31,310,17691,0.14,0.00,120,160,190,190,260,300,310,310,310,310,310,310
"POST","/questionnaire/household/{id}/passports/",40,0,170,186,52,607,285,0.14,0.00,170,200,220,220,290,520,610,610,610,610,610,610
"GET","/questionnaire/household/{id}/past-usual-household-address/",40,0,120,124,37,230,17734,0.14,0.00,120,150,160,180,190,220,230,230,230,230,230,230
"POST","/questionnaire/household/{id}/past-usual-household-address/",40,0,170,184,46,488,307,0.14,0.00,170,200,220,260,290,340,490,490,490,490,490,490
"GET","/questionnaire/household/{id}/proxy/",40,0,120,127,33,256,15335,0.14,0.00,120,150,170,180,200,250,260,260,260,260,260,260
"POST","/questionnaire/household/{id}/proxy/",40,0,160,189,62,420,299,0.14,0.00,160,190,220,240,350,420,420,420,420,420,420,420
"GET","/questionnaire/household/{id}/qualifications/",40,0,110,135,43,384,12906,0.14,0.00,110,150,180,210,280,310,380,380,380,380,380,380
"POST","/questionnaire/household/{id}/qualifications/",40,0,140,174,48,709,301,0.14,0.00,140,190,210,220,290,460,710,710,710,710,710,710
"GET","/questionnaire/household/{id}/religion/",40,0,110,122,32,293,21705,0.14,0.00,120,140,150,160,210,240,290,290,290,290,290,290
"POST","/questionnaire/household/{id}/religion/",40,0,170,172,61,332,289,0.14,0.00,170,210,230,240,270,300,330,330,330,330,330,330
"GET","/questionnaire/household/{id}/sex/",40,0,110,121,35,268,15609,0.14,0.00,110,130,140,170,200,260,270,270,270,270,270,270
"POST","/questionnaire/household/{id}/sex/",40,0,170,171,60,327,299,0.14,0.00,170,190,220,230,260,310,330,330,330,330,330,330
"GET","/questionnaire/household/{id}/sexual-identity/",40,0,100,114,31,333,21172,0.14,0.00,110,130,140,160,200,230,330,330,330,330,330,330
"POST","/questionnaire/household/{id}/sexual-identity/",40,0,170,200,68,613,297,0.14,0.00,180,220,240,260,350,530,610,610,610,610,610,610
"GET","/questionnaire/household/{id}/supervise/",40,0,110,119,45,309,15542,0.14,0.00,110,140,150,160,200,270,310,310,310,310,310,310
"POST","/questionnaire/household/{id}/supervise/",40,0,170,188,55,343,297,0.14,0.00,180,200,250,280,300,330,340,340,340,340,340,340
"GET","/questionnaire/household/{id}/white-ethnic-group/",40,0,120,138,32,287,20260,0.14,0.00,130,150,180,200,240,270,290,290,290,290,290,290
"POST","/questionnaire/household/{id}/white-ethnic-group/",40,0,150,177,44,515,289,0.14,0.00,160,190,230,240,300,360,520,520,520,520,520,520
"GET","/questionnaire/household/{id}/work-travel/",38,0,120,128,35,296,23417,0.13,0.00,120,150,160,170,210,270,300,300,300,300,300,300
"POST","/questionnaire/household/{id}/work-travel/",38,0,160,181,69,404,321,0.13,0.00,170,190,220,240,300,340,400,400,400,400,400,400
"GET","/questionnaire/number-of-bedrooms/",20,0,90,95,31,152,14878,0.07,0.00,91,100,120,130,150,150,150,150,150,150,150,150
"POST","/questionnaire/number-of-bedrooms/",20,0,130,149,61,321,269,0.07,0.00,140,160,170,190,310,320,320,320,320,320,320,320
"GET","/questionnaire/number-of-vehicles/",20,0,110,108,53,199,20767,0.07,0.00,110,120,130,140,160,200,200,200,200,200,200,200
"POST","/questionnaire/number-of-vehicles/",20,0,150,155,56,254,237,0.07,0.00,150,180,200,210,210,250,250,250,250,250,250,250
"GET","/questionnaire/own-or-rent/",20,0,100,100,52,165,18430,0.07,0.00,100,110,120,130,140,170,170,170,170,170,170,170
"POST","/questionnaire/own-or-rent/",20,0,140,148,87,256,275,0.07,0.00,150,160,170,190,240,260,260,260,260,260,260,260
"GET","/questionnaire/primary-person-list-collector/",20,0,100,102,29,246,17194,0.07,0.00,110,120,140,140,180,250,250,250,250,250,250,250
"POST","/questionnaire/primary-person-list-collector/",20,0,150,157,65,273,325,0.07,0.00,150,170,230,240,260,270,270,270,270,270,270,270
"GET","/questionnaire/relationships-interstitial/",20,0,75,86,42,153,12843,0.07,0.00,79,95,130,130,140,150,150,150,150,150,150,150
"POST","/questionnaire/relationships-interstitial/",20,0,130,143,47,294,265,0.07,0.00,130,160,190,210,280,290,290,290,290,290,290,290
"GET","/questionnaire/relationships/",20,0,72,78,27,152,299,0.07,0.00,75,88,96,110,150,150,150,150,150,150,150,150
"GET","/questionnaire/relationships/{id}/to/{id}/",20,0,110,118,46,294,27556,0.07,0.00,110,130,150,160,170,290,290,290,290,290,290,290
"POST","/questionnaire/relationships/{id}/to/{id}/",20,0,120,149,49,283,237,0.07,0.00,130,190,200,220,270,280,280,280,280,280,280,280
"GET","/questionnaire/sections/who-lives-here-section/",20,0,97,103,57,175,21348,0.07,0.00,110,120,140,140,160,180,180,180,180,180,180,180
"POST","/questionnaire/sections/who-lives-here-section/",20,0,69,79,41,204,237,0.07,0.00,73,76,88,96,170,200,200,200,200,200,200,200
"GET","/questionnaire/self-contained/",20,0,96,105,45,201,17396,0.07,0.00,97,100,130,160,170,200,200,200,200,200,200,200
"POST","/questionnaire/self-contained/",20,0,120,134,80,242,275,0.07,0.00,120,170,180,180,190,240,240,240,240,240,240,240
"GET","/questionnaire/type-of-house/",20,0,91,93,36,165,16479,0.07,0.00,94,100,130,140,160,170,170,170,170,170,170,170
"POST","/questionnaire/type-of-house/",20,0,140,142,49,269,267,0.07,0.00,140,160,180,190,270,270,270,270,270,270,270,270
"GET","/questionnaire/visitor-list-collector/",20,0,120,117,39,238,18374,0.07,0.00,120,140,140,170,180,240,240,240,240,240,240,240
"POST","/questionnaire/visitor-list-collector/",20,0,150,174,42,387,301,0.07,0.00,160,190,200,200,330,390,390,390,390,390,390,390
"GET","/questionnaire/visitors/add-visitor/?previous=any-visitors",20,0,110,103,56,168,17276,0.07,0.00,110,130,140,140,150,170,170,170,170,170,170,170
"POST","/questionnaire/visitors/add-visitor/?previous=any-visitors",20,0,140,172,66,377,283,0.07,0.00,170,180,230,300,350,380,380,380,380,380,380,380
"GET","/questionnaire/visitors/{id}/usual-address-details/",10,0,110,111,53,157,19193,0.03,0.00,120,130,140,140,160,160,160,160,160,160,160,160
"POST","/questionnaire/visitors/{id}/usual-address-details/",10,0,140,134,75,164,237,0.03,0.00,140,150,160,160,160,160,160,160,160,160,160,160
"GET","/questionnaire/visitors/{id}/usual-household-address/",10,0,73,81,35,136,17307,0.03,0.00,82,100,100,110,140,140,140,140,140,140,140,140
"POST","/questionnaire/visitors/{id}/usual-household-address/",10,0,160,163,73,256,313,0.03,0.00,160,180,180,250,260,260,260,260,260,260,260,260
"GET","/questionnaire/visitors/{id}/visitor-date-of-birth/",12,0,93,99,50,221,19090,0.04,0.00,97,120,120,120,140,220,220,220,220,220,220,220
"POST","/questionnaire/visitors/{id}/visitor-date-of-birth/",11,0,170,149,67,217,293,0.04,0.00,170,190,190,190,200,220,220,220,220,220,220,220
"GET","/questionnaire/visitors/{id}/visitor-interstitial/",13,0,84,88,35,139,12892,0.05,0.00,84,110,120,120,130,140,140,140,140,140,140,140
"POST","/questionnaire/visitors/{id}/visitor-interstitial/",12,0,130,136,60,261,313,0.04,0.00,130,140,150,150,220,260,260,260,260,260,260,260
"GET","/questionnaire/visitors/{id}/visitor-sex/",11,0,89,112,41,210,16905,0.04,0.00,89,160,190,190,190,210,210,210,210,210,210,210
"POST","/questionnaire/visitors/{id}/visitor-sex/",10,0,110,120,59,181,317,0.03,0.00,120,160,170,170,180,180,180,180,180,180,180,180
"GET","/questionnaire/who-lives-here-interstitial/",20,0,80,89,28,186,12878,0.07,0.00,91,110,120,130,180,190,190,190,190,190,190,190
"POST","/questionnaire/who-lives-here-interstitial/",20,0,120,141,41,393,297,0.07,0.00,120,160,190,210,340,390,390,390,390,390,390,390
"GET","/session",20,0,170,171,72,332,237,0.07,0.00,180,200,240,250,290,330,330,330,330,330,330,330
"GET","/submitted/thank-you/",10,0,76,84,41,157,11244,0.03,0.00,79,85,95,130,160,160,160,160,160,160,160,160
"None","Aggregated",4420,0,130,144,23,709,9039,15.31,0.00,130,160,180,200,240,290,350,390,600,710,710,710
