"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"POST","/questionnaire/anyone-else-temp-away-list-collector/",30,0,110,125,50,349,263,0.10,0.00,110,120,140,160,220,260,350,350,350,350,350,350
"GET","/questionnaire/central-heating/",20,0,90,118,34,306,16590,0.07,0.00,90,150,150,150,280,310,310,310,310,310,310,310
"POST","/questionnaire/central-heating/",20,0,130,142,41,370,261,0.07,0.00,140,180,180,180,210,370,370,370,370,370,370,370
"GET","/questionnaire/household/add-person/",30,0,82,98,39,211,11755,0.10,0.00,93,110,110,130,200,200,210,210,210,210,210,210
"POST","/questionnaire/household/add-person/",30,0,110,124,40,263,291,0.10,0.00,110,140,150,180,200,230,260,260,260,260,260,260
"GET","/questionnaire/household/{id}/a-level/",40,0,89,112,37,289,15142,0.13,0.00,95,120,140,160,220,250,290,290,290,290,290,290
"POST","/questionnaire/household/{id}/a-level/",40,0,160,158,69,321,281,0.13,0.00,160,180,200,210,240,320,320,320,320,320,320,320
"GET","/questionnaire/household/{id}/add-or-edit-primary-person/",30,0,84,111,48,306,11628,0.10,0.00,92,120,120,140,250,250,310,310,310,310,310,310
"POST","/questionnaire/household/{id}/add-or-edit-primary-person/",30,0,120,127,51,323,295,0.10,0.00,130,140,150,160,200,240,320,320,320,320,320,320
"GET","/questionnaire/household/{id}/another-address/",40,0,99,112,29,278,14088,0.13,0.00,100,110,140,150,190,210,280,280,280,280,280,280
"POST","/questionnaire/household/{id}/another-address/",40,0,140,148,63,335,297,0.13,0.00,140,160,160,180,200,260,340,340,340,340,340,340
"GET","/questionnaire/household/{id}/apprenticeship/",40,0,110,107,24,228,12092,0.13,0.00,110,140,150,150,180,190,230,230,230,230,230,230
"POST","/questionnaire/household/{id}/apprenticeship/",40,0,150,152,42,429,285,0.13,0.00,160,180,200,200,230,320,430,430,430,430,430,430
"GET","/questionnaire/household/{id}/armed-forces/",40,0,98,108,28,245,14513,0.13,0.00,100,120,140,150,170,200,250,250,250,250,250,250
"POST","/questionnaire/household/{id}/armed-forces/",40,0,130,162,65,374,307,0.13,0.00,140,190,210,220,270,270,370,370,370,370,370,370
"GET","/questionnaire/household/{id}/birth-gender/",40,0,96,119,38,303,13225,0.13,0.00,100,130,150,160,210,250,300,300,300,300,300,300
"POST","/questionnaire/household/{id}/birth-gender/",40,0,130,136,43,335,301,0.13,0.00,130,150,160,170,220,260,340,340,340,340,340,340
"GET","/questionnaire/household/{id}/business-name/",40,0,130,131,53,256,12648,0.13,0.00,130,150,180,180,210,220,260,260,260,260,260,260
"POST","/questionnaire/household/{id}/business-name/",40,0,140,141,44,253,291,0.13,0.00,140,160,180,200,220,240,250,250,250,250,250,250
"GET","/questionnaire/household/{id}/carer/",40,0,97,121,43,431,15071,0.13,0.00,100,120,150,150,190,300,430,430,430,430,430,430
"POST","/questionnaire/household/{id}/carer/",40,0,160,174,54,389,303,0.13,0.00,160,190,230,250,280,350,390,390,390,390,390,390
"GET","/questionnaire/household/{id}/confirm-dob/",40,0,100,110,35,203,11938,0.13,0.00,100,120,150,160,170,190,200,200,200,200,200,200
"POST","/questionnaire/household/{id}/confirm-dob/",40,0,130,147,46,325,279,0.13,0.00,130,150,210,230,280,300,330,330,330,330,330,330
"GET","/questionnaire/household/{id}/country-of-birth/",40,0,97,113,37,262,14529,0.13,0.00,97,120,140,160,190,260,260,260,260,260,260,260
"POST","/questionnaire/household/{id}/country-of-birth/",40,0,140,141,65,319,329,0.13,0.00,140,160,160,180,200,260,320,320,320,320,320,320
"GET","/questionnaire/household/{id}/current-marriage-status/",40,0,96,112,29,293,11924,0.13,0.00,100,130,140,150,180,260,290,290,290,290,290,290
"POST","/questionnaire/household/{id}/current-marriage-status/",40,0,150,153,59,287,303,0.13,0.00,150,170,190,200,230,250,290,290,290,290,290,290
"GET","/questionnaire/household/{id}/date-of-birth/",40,0,98,122,51,337,12497,0.13,0.00,100,140,160,160,190,290,340,340,340,340,340,340
"POST","/questionnaire/household/{id}/date-of-birth/",40,0,130,143,43,440,295,0.13,0.00,140,160,170,190,210,340,440,440,440,440,440,440
"GET","/questionnaire/household/{id}/degree/",40,0,110,121,28,426,13891,0.13,0.00,120,130,150,160,200,260,430,430,430,430,430,430
"POST","/questionnaire/household/{id}/degree/",40,0,150,157,59,284,291,0.13,0.00,160,190,200,210,250,270,280,280,280,280,280,280
"GET","/questionnaire/household/{id}/disability/",40,0,82,120,42,459,13551,0.13,0.00,83,110,170,190,240,320,460,460,460,460,460,460
"POST","/questionnaire/household/{id}/disability/",40,0,150,155,64,378,283,0.13,0.00,160,170,190,190,230,250,380,380,380,380,380,380
"GET","/questionnaire/household/{id}/employer-address-workplace/",20,0,94,107,45,189,14652,0.07,0.00,99,120,130,140,180,190,190,190,190,190,190,190
"POST","/questionnaire/household/{id}/employer-address-workplace/",20,0,130,137,56,321,237,0.07,0.00,140,150,150,160,200,320,320,320,320,320,320,320
"GET","/questionnaire/household/{id}/employer-type-of-address/",40,0,100,116,39,222,15265,0.13,0.00,100,120,140,170,190,190,220,220,220,220,220,220
"POST","/questionnaire/household/{id}/employer-type-of-address/",40,0,140,141,43,343,272,0.13,0.00,140,160,170,170,210,260,340,340,340,340,340,340
"GET","/questionnaire/household/{id}/employers-business/",40,0,85,104,28,200,11629,0.13,0.00,89,130,150,160,180,200,200,200,200,200,200,200
"POST","/questionnaire/household/{id}/employers-business/",40,0,110,129,55,299,291,0.13,0.00,120,140,160,180,220,260,300,300,300,300,300,300
"GET","/questionnaire/household/{id}/employment-status/",40,0,100,108,35,374,15075,0.13,0.00,100,120,130,140,170,190,370,370,370,370,370,370
"POST","/questionnaire/household/{id}/employment-status/",40,0,160,167,46,314,315,0.13,0.00,160,190,200,220,280,310,310,310,310,310,310,310
"GET","/questionnaire/household/{id}/ethnic-group/",40,0,100,110,46,270,16166,0.13,0.00,100,130,130,140,170,200,270,270,270,270,270,270
"POST","/questionnaire/household/{id}/ethnic-group/",40,0,140,145,44,311,309,0.13,0.00,150,170,190,210,260,280,310,310,310,310,310,310
"GET","/questionnaire/household/{id}/gcse/",40,0,100,100,27,280,15024,0.13,0.00,100,110,120,130,140,160,280,280,280,280,280,280
"POST","/questionnaire/household/{id}/gcse/",40,0,160,152,44,269,297,0.13,0.00,160,180,200,210,230,240,270,270,270,270,270,270
"GET","/questionnaire/household/{id}/health/",40,0,90,105,44,264,13484,0.13,0.00,93,110,140,160,200,210,260,260,260,260,260,260
"POST","/questionnaire/household/{id}/health/",40,0,160,154,64,322,293,0.13,0.00,160,180,190,200,230,270,320,320,320,320,320,320
"GET","/questionnaire/household/{id}/hours-worked/",40,0,83,99,46,231,13401,0.13,0.00,86,110,120,150,170,190,230,230,230,230,230,230
"POST","/questionnaire/household/{id}/hours-worked/",40,0,130,148,40,350,295,0.13,0.00,140,170,200,200,220,260,350,350,350,350,350,350
"GET","/questionnaire/household/{id}/in-education/",40,0,100,103,49,217,11778,0.13,0.00,100,110,120,130,150,190,220,220,220,220,220,220
"POST","/questionnaire/household/{id}/in-education/",40,0,140,150,56,282,305,0.13,0.00,140,180,190,200,250,280,280,280,280,280,280,280
"GET","/questionnaire/household/{id}/individual-interstitial/",40,0,83,90,24,196,10090,0.13,0.00,85,100,110,120,150,190,200,200,200,200,200,200
"POST","/questionnaire/household/{id}/individual-interstitial/",40,0,140,154,52,446,283,0.13,0.00,140,170,180,190,280,420,450,450,450,450,450,450
"GET","/questionnaire/household/{id}/job-description/",40,0,94,105,27,277,11097,0.13,0.00,98,130,130,140,190,270,280,280,280,280,280,280
"POST","/questionnaire/household/{id}/job-description/",40,0,100,114,44,270,309,0.13,0.00,110,130,150,150,180,240,270,270,270,270,270,270
"GET","/questionnaire/household/{id}/job-title/",40,0,100,115,25,324,11415,0.13,0.00,100,140,150,180,200,250,320,320,320,320,320,320
"POST","/questionnaire/household/{id}/job-title/",40,0,110,122,40,290,303,0.13,0.00,120,130,150,160,190,220,290,290,290,290,290,290
"GET","/questionnaire/household/{id}/language/",40,0,100,108,29,276,13127,0.13,0.00,100,120,150,160,180,200,280,280,280,280,280,280
"POST","/questionnaire/household/{id}/language/",40,0,150,154,43,276,291,0.13,0.00,160,180,200,220,250,260,280,280,280,280,280,280
"GET","/questionnaire/household/{id}/main-employment-block/",40,0,100,101,32,217,9892,0.13,0.00,100,110,120,120,160,200,220,220,220,220,220,220
"POST","/questionnaire/household/{id}/main-employment-block/",40,0,140,152,54,285,299,0.13,0.00,150,180,190,200,230,260,290,290,290,290,290,290
"GET","/questionnaire/household/{id}/main-job-type/",40,0,110,123,39,330,12946,0.13,0.00,120,140,160,160,190,250,330,330,330,330,330,330
"POST","/questionnaire/household/{id}/main-job-type/",40,0,160,166,58,326,299,0.13,0.00,160,180,200,220,260,290,330,330,330,330,330,330
"GET","/questionnaire/household/{id}/mainly-work-in-uk/",20,0,93,98,27,180,11813,0.07,0.00,94,120,130,140,170,180,180,180,180,180,180,180
"POST","/questionnaire/household/{id}/mainly-work-in-uk/",20,0,130,129,71,194,325,0.07,0.00,130,150,170,180,180,190,190,190,190,190,190,190
"GET","/questionnaire/household/{id}/marriage-type/",40,0,89,105,30,223,16798,0.13,0.00,94,110,130,140,190,210,220,220,220,220,220,220
"POST","/questionnaire/household/{id}/marriage-type/",40,0,170,161,41,425,319,0.13,0.00,170,200,220,230,260,280,430,430,430,430,430,430
"GET","/questionnaire/household/{id}/national-identity/",40,0,99,111,26,257,14117,0.13,0.00,100,120,130,140,190,240,260,260,260,260,260,260
"POST","/questionnaire/household/{id}/national-identity/",40,0,140,142,45,319,297,0.13,0.00,140,160,170,180,200,260,320,320,320,320,320,320
"GET","/questionnaire/household/{id}/nvq-level/",40,0,110,112,30,238,15168,0.13,0.00,110,120,170,170,200,210,240,240,240,240,240,240
"POST","/questionnaire/household/{id}/nvq-level/",40,0,160,167,64,337,287,0.13,0.00,160,200,220,220,270,290,340,340,340,340,340,340
"GET","/questionnaire/household/{id}/passports/",40,0,94,115,44,350,13568,0.13,0.00,100,140,150,150,210,270,350,350,350,350,350,350
"POST","/questionnaire/household/{id}/passports/",40,0,140,159,72,356,285,0.13,0.00,140,160,200,210,290,300,360,360,360,360,360,360
"GET","/questionnaire/household/{id}/past-usual-household-address/",40,0,100,113,42,298,13623,0.13,0.00,100,120,130,160,190,250,300,300,300,300,300,300
"POST","/questionnaire/household/{id}/past-usual-household-address/",40,0,140,148,44,340,307,0.13,0.00,140,170,190,200,260,270,340,340,340,340,340,340
"GET","/questionnaire/household/{id}/proxy/",40,0,91,96,27,268,11701,0.13,0.00,95,110,110,130,170,190,270,270,270,270,270,270
"POST","/questionnaire/household/{id}/proxy/",40,0,140,147,69,275,299,0.13,0.00,140,160,180,190,220,250,280,280,280,280,280,280
"GET","/questionnaire/household/{id}/qualifications/",40,0,110,116,26,238,9954,0.13,0.00,110,130,160,170,190,220,240,240,240,240,240,240
"POST","/questionnaire/household/{id}/qualifications/",40,0,120,126,39,268,301,0.13,0.00,120,150,180,190,230,250,270,270,270,270,270,270
"GET","/questionnaire/household/{id}/religion/",40,0,100,113,30,405,16426,0.13,0.00,100,120,150,160,200,230,410,410,410,410,410,410
"POST","/questionnaire/household/{id}/religion/",40,0,130,146,41,285,289,0.13,0.00,130,180,200,210,240,290,290,290,290,290,290,290
"GET","/questionnaire/household/{id}/sex/",40,0,95,102,30,311,11877,0.13,0.00,96,110,120,140,180,220,310,310,310,310,310,310
"POST","/questionnaire/household/{id}/sex/",40,0,150,154,56,306,299,0.13,0.00,150,180,190,200,230,290,310,310,310,310,310,310
"GET","/questionnaire/household/{id}/sexual-identity/",40,0,110,124,48,234,16002,0.13,0.00,110,140,160,180,220,230,230,230,230,230,230,230
"POST","/questionnaire/household/{id}/sexual-identity/",40,0,140,138,43,247,297,0.13,0.00,140,170,170,190,200,240,250,250,250,250,250,250
"GET","/questionnaire/household/{id}/supervise/",40,0,88,92,35,218,11908,0.13,0.00,90,100,110,120,140,200,220,220,220,220,220,220
"POST","/questionnaire/household/{id}/supervise/",40,0,110,134,53,235,297,0.13,0.00,130,150,180,180,230,230,240,240,240,240,240,240
"GET","/questionnaire/household/{id}/white-ethnic-group/",40,0,110,111,29,268,15593,0.13,0.00,110,120,140,140,170,220,270,270,270,270,270,270
"POST","/questionnaire/household/{id}/white-ethnic-group/",40,0,140,154,47,376,289,0.13,0.00,150,190,190,210,230,330,380,380,380,380,380,380
"GET","/questionnaire/household/{id}/work-travel/",40,0,85,103,26,295,17669,0.13,0.00,88,110,140,160,200,230,300,300,300,300,300,300
"POST","/questionnaire/household/{id}/work-travel/",40,0,150,151,61,304,321,0.13,0.00,150,170,180,210,240,280,300,300,300,300,300,300
"GET","/questionnaire/number-of-bedrooms/",20,0,93,108,46,210,11134,0.07,0.00,100,120,140,180,210,210,210,210,210,210,210,210
"POST","/questionnaire/number-of-bedrooms/",20,0,99,136,42,372,269,0.07,0.00,100,140,160,190,280,370,370,370,370,370,370,370
"GET","/questionnaire/number-of-vehicles/",20,0,67,92,29,232,15521,0.07,0.00,83,100,110,110,210,230,230,230,230,230,230,230
"POST","/questionnaire/number-of-vehicles/",20,0,130,142,71,248,237,0.07,0.00,130,150,160,210,240,250,250,250,250,250,250,250
"GET","/questionnaire/own-or-rent/",20,0,66,97,24,227,14036,0.07,0.00,68,110,160,190,200,230,230,230,230,230,230,230
"POST","/questionnaire/own-or-rent/",20,0,120,142,55,379,275,0.07,0.00,120,130,210,210,270,380,380,380,380,380,380,380
"GET","/questionnaire/primary-person-list-collector/",30,0,78,86,27,197,13294,0.10,0.00,81,100,120,120,170,180,200,200,200,200,200,200
"POST","/questionnaire/primary-person-list-collector/",30,0,120,134,53,275,325,0.10,0.00,120,150,170,200,240,250,280,280,280,280,280,280
"GET","/questionnaire/relationships-interstitial/",27,0,84,90,40,177,9892,0.09,0.00,84,100,120,120,150,170,180,180,180,180,180,180
"POST","/questionnaire/relationships-interstitial/",27,0,140,154,49,363,265,0.09,0.00,140,150,160,180,260,330,360,360,360,360,360,360
"GET","/questionnaire/relationships/",27,0,77,92,30,260,299,0.09,0.00,77,87,110,120,160,170,260,260,260,260,260,260
"GET","/questionnaire/relationships/{id}/to/{id}/",26,0,100,121,61,387,21279,0.09,0.00,100,130,140,140,190,190,390,390,390,390,390,390
"POST","/questionnaire/relationships/{id}/to/{id}/",24,0,110,137,45,434,237,0.08,0.00,110,140,160,170,230,320,430,430,430,430,430,430
"GET","/questionnaire/sections/who-lives-here-section/",28,0,80,93,45,372,14992,0.09,0.00,83,100,110,110,120,140,370,370,370,370,370,370
"POST","/questionnaire/sections/who-lives-here-section/",27,0,83,97,46,352,237,0.09,0.00,83,110,120,120,130,160,350,350,350,350,350,350
"GET","/questionnaire/self-contained/",20,0,88,97,31,216,13500,0.07,0.00,89,110,130,130,160,220,220,220,220,220,220,220
"POST","/questionnaire/self-contained/",20,0,120,146,68,325,275,0.07,0.00,120,170,180,190,310,330,330,330,330,330,330,330
"GET","/questionnaire/type-of-house/",20,0,76,81,33,173,12582,0.07,0.00,78,92,100,100,110,170,170,170,170,170,170,170
"POST","/questionnaire/type-of-house/",20,0,100,120,38,229,267,0.07,0.00,100,130,170,190,220,230,230,230,230,230,230,230
"GET","/questionnaire/visitor-list-collector/",30,0,71,88,33,206,13544,0.10,0.00,76,90,110,120,170,190,210,210,210,210,210,210
"POST","/questionnaire/visitor-list-collector/",28,0,120,135,60,292,301,0.09,0.00,130,150,180,190,230,250,290,290,290,290,290,290
"GET","/questionnaire/visitors/add-visitor/?previous=any-visitors",30,0,86,94,26,206,12714,0.10,0.00,92,100,120,130,150,170,210,210,210,210,210,210
"POST","/questionnaire/visitors/add-visitor/?previous=any-visitors",30,0,97,109,56,250,283,0.10,0.00,100,120,140,160,160,180,250,250,250,250,250,250
"GET","/questionnaire/visitors/{id}/usual-address-details/",20,0,110,139,49,375,13191,0.07,0.00,110,170,170,180,360,380,380,380,380,380,380,380
"POST","/questionnaire/visitors/{id}/usual-address-details/",20,0,160,158,77,248,237,0.07,0.00,170,180,190,210,240,250,250,250,250,250,250,250
"GET","/questionnaire/visitors/{id}/usual-household-address/",20,0,120,124,31,258,13357,0.07,0.00,130,150,150,170,230,260,260,260,260,260,260,260
"POST","/questionnaire/visitors/{id}/usual-household-address/",20,0,170,178,65,282,313,0.07,0.00,180,230,240,250,280,280,280,280,280,280,280,280
"GET","/questionnaire/visitors/{id}/visitor-date-of-birth/",20,0,110,127,49,300,13758,0.07,0.00,110,140,160,190,260,300,300,300,300,300,300,300
"POST","/questionnaire/visitors/{id}/visitor-date-of-birth/",20,0,170,165,54,268,293,0.07,0.00,170,220,230,240,250,270,270,270,270,270,270,270
"GET","/questionnaire/visitors/{id}/visitor-interstitial/",20,0,92,98,47,144,9918,0.07,0.00,94,110,120,120,140,140,140,140,140,140,140,140
"POST","/questionnaire/visitors/{id}/visitor-interstitial/",20,0,140,152,60,395,313,0.07,0.00,140,160,170,180,350,400,400,400,400,400,400,400
"GET","/questionnaire/visitors/{id}/visitor-sex/",20,0,91,100,28,191,12984,0.07,0.00,91,120,140,140,180,190,190,190,190,190,190,190
"POST","/questionnaire/visitors/{id}/visitor-sex/",20,0,150,182,52,505,317,0.07,0.00,160,180,250,260,390,510,510,510,510,510,510,510
"GET","/questionnaire/who-lives-here-interstitial/",30,0,53,75,24,215,9914,0.10,0.00,66,89,110,110,120,180,220,220,220,220,220,220
"POST","/questionnaire/who-lives-here-interstitial/",30,0,110,117,37,275,297,0.10,0.00,110,130,150,160,220,260,280,280,280,280,280,280
"GET","/session",30,0,170,171,64,380,237,0.10,0.00,180,190,210,220,300,310,380,380,380,380,380,380
"GET","/submitted/thank-you/",20,0,64,74,21,176,8662,0.07,0.00,71,86,89,94,160,180,180,180,180,180,180,180
"None","Aggregated",4842,0,110,124,20,505,6830,15.86,0.00,110,140,160,170,210,240,290,330,450,510,510,510
